JID,decision_year,month,court,JTITLE,json_file,matched_first_layer_terms,matched_strong_reduction_terms,relevance_score,penalty_snippet,delay_snippet,reduction_snippet
"TCDV,110,建,152,20230414,1",2023,202304,臺灣臺中地方法院民事,給付違約金等,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202304/臺灣臺中地方法院民事/TCDV,110,建,152,20230414,1.json",工期;逾期;逾期違約金;違約金;遲延,酌減;第252條;過高,121,密材料股份有限公司 法定代理人 林棋燦 訴訟代理人 洪家駿律師 複 代理 人 洪誌謙律師 吳秉翰律師 被 告 春鴻營造有限公司 法定代理人 盧春宏 訴訟代理人 袁裕倫律師（言詞辯論終結後解除委任） 複 代理 人 徐嘉駿律師（言詞辯論終結後解除委任） 上列當事人間請求給付違約金等事件，本院於民國112年3月6日 言詞辯論終結，判決如下： 主 文 被告應給付原告新臺幣柒拾壹萬貳仟玖佰伍拾元，及自民國一一 ０年十二月二十八日起至清償日止，按週年利率百分之五計算之 利息。 原告其餘之訴駁回。 訴訟費用由被告負擔五十分之十九，餘由原告負擔。 本判決原告勝訴部分，於原告以新臺幣貳拾參萬捌仟元為被告供 擔保,"保，得免為假執行。 原告其餘假執行之聲請駁回。 事實及理由 一、原告主張：兩造於民國107年11月13日簽訂「工程承攬合約 」（下稱系爭合約），約定由被告承攬伊之「242廠建廠專 案-補照及廠房與周邊整建工程」（下稱系爭工程），契約 總價新臺幣（下同）970萬（含稅），應於開工後起140個日 曆天完工，如逾期完工，依系爭合約第7條第5項約定，每日 應依系爭合約工程款之0.3％計罰逾期違約金。被告於同年12 月6日開工，依約應於108年4月24日完工，詎被告迄至109年 2月10日始完工，逾期完工292日，伊得一部請求被告給付49 日逾期違約金計142萬5,900元。又被告將系爭工程之一部轉 包予訴外人共騎企業有限",施作。次伊於如附表編號2至13號所示期間，亦 因各該編號「理由」欄所示雨天、消防演練、等待平行包商 施工、等待原告回覆施作指示、等待使用執照核發等不可歸 責事由，致無法施工，故扣除如附表各編號所示不可歸責期 間後，原告至多僅得請求2日之逾期違約金，且原告請求每 日以系爭合約工程款之0.3％計罰逾期違約金，亦屬過高。再 共騎公司誤觸臺電公司高壓電設備之行為，非系爭合約約定 之給付，並無成立民法第227條第2項所定加害給付之餘地， 且原告未舉證證明臺電公司設備損壞與原告設備損壞間有因 果關係。又縱原告受有損害，亦係因其於取得使用執照前私 接電路，不可歸責於伊等語，資為抗辯，並聲明：㈠原告之 訴及假執行之聲請均駁
"KSDV,110,建,19,20240425,1",2024,202404,臺灣高雄地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202404/臺灣高雄地方法院民事/KSDV,110,建,19,20240425,1.json",工期;逾期;逾期違約金;違約金;遲延,酌減;第252條;過高,121,設置合約書」工程合約書（下稱系爭機電工程合約） 及於同月26日另簽立「太陽能光電系統之基礎（座）工程合 約書」（下稱系爭基礎工程合約，同時提及上二者合稱系爭 合約），依系爭合約之法律關係請求被告給付工程款；嗣被 告即反訴原告（下稱被告）於110年8月12日具狀提起反訴， 請求原告即反訴被告（下稱原告）給付遲延違約金及損害賠 償（見本院卷一第147至169頁），經核係源於同一原因事實 關係即系爭合約所生之爭執，利於當事人間紛爭之一次解決 及達訴訟經濟之目的，依前揭說明，被告提起本件反訴，應 予准許。 二、次按訴狀送達後，原告不得將原訴變更或追加他訴，但擴張 或減縮應受判決事項之聲明者，不在此限，民事訴訟法第25,系統設置合約書」工程合約書（下稱系爭機電工程合約） 及於同月26日另簽立「太陽能光電系統之基礎（座）工程合 約書」（下稱系爭基礎工程合約，同時提及上二者合稱系爭 合約），依系爭合約之法律關係請求被告給付工程款；嗣被 告即反訴原告（下稱被告）於110年8月12日具狀提起反訴， 請求原告即反訴被告（下稱原告）給付遲延違約金及損害賠 償（見本院卷一第147至169頁），經核係源於同一原因事實 關係即系爭合約所生之爭執，利於當事人間紛爭之一次解決 及達訴訟經濟之目的，依前揭說明，被告提起本件反訴，應 予准許。 二、次按訴狀送達後，原告不得將原訴變更或追加他訴，但擴張 或減縮應受判決事項之聲明者，不在此限，民事訴訟法第25,"求原告給 付損害賠償及違約金，有無理由？如有，得請求之金額為何 ？ ⒈被告所受未能如期售電之損害，是否是歸責原告之事由所致 ？請求382,082元是否有據？ ⒉被告得否依系爭合約第10條第1項請求按日計算之懲罰性違約 金？ ⒊被告得否請求以工程總額20％之懲罰性違約金？如可，金額若 干？是否酌減？ 五、本院之判斷 ㈠被告於109年10月19日以系爭基礎工程、發電系統工程合約第 8條第2項其中「進行遲滯，經甲方認定乙方無法如期完成工 程」之約定，終止系爭基礎工程、系爭發電系統工程合約， 是否合法？ ⒈系爭工程依被告所提供之文件或資訊，是否得以供原告進行 放樣？本件確認系爭土地界址一事，是否為被告協"
"TCDV,111,訴,135,20240930,1",2024,202409,臺灣臺中地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺中地方法院民事/TCDV,111,訴,135,20240930,1.json",工期;展延;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,121,"完整出廠證明，致被告仍有367萬1,894元無法與業主辦理決 算及尾款請領，此部分原告應賠償5％即18萬3,595元。又原 告就系爭工程遲延完工8日、遲延取得消防局檢查合格文件 達52日、遲延辦理設備類教育訓練達35日，被告得依系爭契 約第7條第1項約定，每逾1日按系爭契約總承攬金額500萬元 千分之5扣罰違約金，合計237萬5,000元(計算式：500萬元× 5/1000×95日＝237萬5,000元)。另因原告因素導致被告延宕 決算期程，衍生保固期延長導致所耗金額增加，被告依系爭 合約書第7條第3項約定及合約補充說明四、7.得暫行扣留合 約金額10％之保留款即53萬3,925元至保固期滿止。又原告於 系爭契約履行","給付，另依系爭合約書第27條 第1項、民法第179條、第767條規定返還如附表所示之本票 等語。並聲明：㈠被告應給付原告501萬9,323元，及自110年 7月13日起至清償日止，按年息5％計算之利息。㈡被告應返還 如附表所示之本票乙紙予原告。㈢原告願供擔保，請准宣告 假執行。 二、被告則以：原告就系爭工程遲延完工，依系爭合約書第22條 規定應賠償遲延履約而遭業主扣款之金額48萬2,350元(計算 式：4,385萬元×1/1000×11日＝48萬2,350元)，且原告未提出 完整出廠證明，致被告仍有367萬1,894元無法與業主辦理決 算及尾款請領，此部分原告應賠償5％即18萬3,595元。又原 告就系爭工程遲延完","、52日、35日，被告依系 爭合約書第7條第1項約定，請求每逾期1日按系爭合約書總 承攬金額533萬9,250元之千分之5計算之逾期違約金分別為2 1萬3,570元、138萬8,250元、93萬4,369元（元以下四捨五 入），故被告抗辯以237萬5,000元與本件所負工程款債務扣 抵，應屬可採。 ③惟按民法第252條規定：「約定之違約金額過高者，法院得減 至相當之數額。」，故約定之違約金苟有過高情事，法院即 得依此規定核減至相當之數額，無待債權人請求給付後始得 核減。此項核減，法院得以職權為之，亦得由債務人訴請法 院核減。違約金是否相當，應依一般客觀事實、社會經濟狀 況及當事人所受損害情形，以為衡量之標準，若所約定之額"
"MLDV,111,建,15,20250820,4",2025,202508,臺灣苗栗地方法院民事,給付承攬報酬,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202508/臺灣苗栗地方法院民事/MLDV,111,建,15,20250820,4.json",逾期;違約金;遲延,民法第252條;酌減;第252條;過高,121,58萬元後，尚應給付193萬5260元，惟被告竟全數未付。 爰依系爭合約請求被告給付：剩餘報酬193萬5260元、原告 委任律師之費用7萬元、及自催告期間屆滿即111年4月1日起 至清償日止，每日按總價金1%即2萬5153元（計算式：251萬 5260元×1%=2萬5153元，小數點後四捨五入）計算之懲罰性 違約金等語。並聲明：⒈被告應給付原告193萬5260元，及自 111年4月1日起至清償日止，按週年利率5%計算之利息。⒉被 告應給付原告7萬元。⒊被告應自111年4月1日起至清償日止 ，按日給付原告2萬5153元之違約金。⒋願供擔保請准宣告假 執行。 二、被告則以： ㈠被告曾於110年9月間持訴外人廣裕室內裝修有限公司,知被告業已完工之情事？被告有 無驗收系爭工程？111年1月7日當日是否開始試營運？ ⒈依系爭合約之備註欄記載：「⒊本工程經乙方施作完成並交付 甲方後，即屬完工，油漆工程因材質介面不同因時間久後會 有些為裂縫屬正常，保固期限為一年。 ⒋甲方應於接收乙方所發送之已完工之通知後一週內，會同 乙方完成驗收程序，如甲方逾期仍未進行驗收程序時，則以 乙方通知甲方完工後第8日起，視為驗收合格。 ⒌甲方因個人因素於完成驗收手續或完工前，即要求使用本 案工作物時，視同甲方就其使用之部分均已完工及驗收完成 。」又付款方式記載：「單項工程進料，以單項工程30%付 款⒉單項工程完工檢驗無誤以單項工程付清尾款。」（卷一 第25頁）,年利率5%計算之利息。⒉被 告應給付原告7萬元。⒊被告應自111年4月1日起至清償日止 ，按日給付原告2萬5153元之違約金。⒋願供擔保請准宣告假 執行。 二、被告則以： ㈠被告曾於110年9月間持訴外人廣裕室內裝修有限公司製作之G LUCK親子餐廳施工圖，經原告及黃隆信之介紹請健宸公司報 價，惟因報價過高，被告與健宸公司間遲未達成承攬合意。 嗣被告於110年9月23日，至楊宗翰位於桃園市○鎮區○○路○○ 段00號房屋，與楊宗翰討論系爭工程施作及報價相關事宜， 並依健宸公司請求，先將10萬元定金匯入楊宗翰所指定之帳 戶內。然健宸公司卻於隔日即110年9月24日，至GLUCK親子 餐廳施作部分骨架工程後，即惡意停
"TYDV,109,建,31,20210108,1",2021,202101,臺灣桃園地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202101/臺灣桃園地方法院民事/TYDV,109,建,31,20210108,1.json",違約金;遲延,民法第252條;酌減;第252條,120,，嗣於107 年11月23日以書面及另在107 年11月26日前以 言詞撤銷以1370萬元投標之錯誤意思表示，原告合法撤銷而 視為自始無效，被告並無受領押標金之法律上原因，依民法 第179 條規定，請求被告返還押標金。退步言，原告承攬系 爭工程繳交押標金140 萬元係供擔保之用之履約保證金，由 被告沒收後轉為違約金，系爭工程業經被告重新招標，對被 告並無造成重大損害，僅增加另行招標之支出，原告同意7 萬元為增加支出之費用，依民法第252 條規定，請求酌減為 7 萬元，被告應返還133 萬元。並聲明：（一）被告應返還 原告140 萬元，及自109 年2 月26日起至清償日止，按年息 百分之5 計算利息。（二）原告願供擔保,告聲請傳訊證人張語晴、調閱系爭工程對外招標相關全部 卷證，被告聲請傳訊王脩文，並不足以影響前述認定系爭 工程契約係因被告決標而於兩造間成立、原告投標並無非 原告過失之意思表示錯誤而不得撤銷、原告繳納之押標金 非屬違約金性質之結果，均無調查之必要。 五、綜上所述，原告請求被告返還140 萬元及其遲延利息，均無 理由，應予駁回。原告之訴既經駁回，其假執行之聲請已失 所依據，應併予駁回。 六、本件事證已臻明確，兩造其餘攻擊防禦方法及證據，與判決 結果不生影響，爰不一一論列，附此敘明。 七、據上論結，本件原告之訴為無理由，依民事訴訟法第78條， 判決如主文。 中 華 民 國 110 年,視為自始無效，被告並無受領押標金之法律上原因，依民法 第179 條規定，請求被告返還押標金。退步言，原告承攬系 爭工程繳交押標金140 萬元係供擔保之用之履約保證金，由 被告沒收後轉為違約金，系爭工程業經被告重新招標，對被 告並無造成重大損害，僅增加另行招標之支出，原告同意7 萬元為增加支出之費用，依民法第252 條規定，請求酌減為 7 萬元，被告應返還133 萬元。並聲明：（一）被告應返還 原告140 萬元，及自109 年2 月26日起至清償日止，按年息 百分之5 計算利息。（二）原告願供擔保，請准宣告假執行 等語。 二、被告則以：原告員工張語晴出席系爭工程開標程序，出具蓋 妥原告公司及法定代理人印章之委任書，並在會
"TYDV,108,建,124,20220513,1",2022,202205,臺灣桃園地方法院民事,履行契約,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202205/臺灣桃園地方法院民事/TYDV,108,建,124,20220513,1.json",工期;展期;逾期;違約金;遲延,民法第252條;酌減;第252條;過高,120,"將使用執照掛件，系爭136等地號土地工 程應於105年7月31日前將使用執照掛件。伊就系爭75地號土 地工程已給付工程款1,367萬0,2361元，另就系爭136等地號 土地工程已給付工程款1,467萬1,191元，然被告迄今仍未完 工。依系爭契約第25條約定，被告應按契約總價1‰按逾期之 數每日賠償伊懲罰性違約金，並以工程總價20%為上限。爰 依系爭契約第25條約定，請求被告賠償伊532萬5,544元【計 算式：1,330萬9,734元×20%＋1,331萬7,983元×20%＝532萬5,5 44元】。並聲明：㈠被告應給付原告532萬5,544元，及自起 訴狀送達之翌日起至清償日止，按週年利率5%計算之利息； ㈡願","應 於105年1月31日前將使用執照掛件，系爭136等地號土地工 程應於105年7月31日前將使用執照掛件。伊就系爭75地號土 地工程已給付工程款1,367萬0,2361元，另就系爭136等地號 土地工程已給付工程款1,467萬1,191元，然被告迄今仍未完 工。依系爭契約第25條約定，被告應按契約總價1‰按逾期之 數每日賠償伊懲罰性違約金，並以工程總價20%為上限。爰 依系爭契約第25條約定，請求被告賠償伊532萬5,544元【計 算式：1,330萬9,734元×20%＋1,331萬7,983元×20%＝532萬5,5 44元】。並聲明：㈠被告應給付原告532萬5,544元，及自起 訴狀送達之翌日起至清償日止，按週",約訴請伊賠償並無理由，且系爭新建工程係因包括原告在内 之業主提出變更設計致影響工期，依系爭契約第7條第5項約 定本得延期，且施工期間因業主未給付工程款及追加工程等 可歸責於業主或非可歸責於伊之事由，依同項第4款及第5款 約定亦得延期。縱認原告得請求逾期罰款，審酌原告遲延未 為給付工程款等情節，予以酌減，並以原告積欠之系爭75地 號土地工程工程款160萬元及系爭136等地號土地工程工程款 158萬元為抵銷等語，資為抗辯。並聲明：㈠原告之訴駁回； ㈡如受不利益判決，願供擔保，請准免為假執行宣告。 三、兩造不爭執事項（見本院卷二第155-157頁）： ㈠原告、訴外人陳昱超、邱綉真、阮國賜、蔡阿汝、蔡長清、 蔡長利
"TPSV,112,台上,33,20250122,1",2025,202501,最高法院民事,請求給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202501/最高法院民事/TPSV,112,台上,33,20250122,1.json",工期;完工期限;展延;逾期;逾期違約金;違約金;遲延,酌減;過高,120,"公司給付伊2,129萬6,020元，及自起訴狀繕本 送達翌日起至清償日止，按年息5％計算利息之判決（未繫屬 於本院者，不予贅敘）。 二、中鼎公司則以：鼎台公司請求如附表一所示工程款，應自大 林電廠2號機商轉日即108年10月24日起始能加付法定遲延利 息；且與鼎台公司應給付伊按變更後之工程總價10％計算之 逾期違約金債權1,781萬9,714元相抵銷，及扣除按2次追加 工程款總額3％計算而不得追加請求之460萬1,700元後，伊僅 須給付1,784萬3,461元及自108年10月24日起算之利息。又 偏位工程係鼎台公司依約應履行之義務；縱屬追加，其工程 費亦在系爭工程總價3％以內，鼎台公司復未於事件發生之日 起15日內向","發 包予其他廠商施作之基樁工程發生偏位，乃要求伊就偏位基 樁進行清理及補強措施（下稱偏位工程），伊於103年4月14 日完成後，中鼎公司拒付如附表三、四所示煙囪區及灰倉區 偏位工程款共計537萬306元。另中鼎公司提供之混凝土不符 約定之坍度及初凝時間，致伊施作煙囪滑模工程期間停模待 工16日及溢增工期18日，依序受有如附表五、六所示損害共 計1,592萬5,714元等情；㈠於臺灣臺北地方法院（下稱臺北 地院）107年度建字第60號事件（下稱第60號事件；第二審 即臺灣高等法院109年度建上字第30號事件），依系爭契約 第5條第1項第2款約定，求為命中鼎公司給付伊4,026萬4,87 5元，及自106年9月","4,372萬6,430元，則中鼎公司可得請求之逾期違約金應為上 開條款約定之逾期違約金上限即1,533萬9,000元。審酌行政 院公共工程委員會訂頒「工程採購契約範本」第17條第4項 係以契約價金總額20％為違約金之上限、鼎台公司之資本額 達5億5,800萬元及其於系爭工程之逾期日數各情，認上開違 約金並未過高，無須酌減。中鼎公司主張以該違約金債權與 鼎台公司上開工程款債權餘額3,566萬3,175元相抵銷後，鼎 台公司尚得請求中鼎公司給付2,032萬4,175元，及自系爭工 程完工翌日即106年12月28日起加付法定遲延利息。 ㈡關於鼎台公司依民法第490條第1項、第505條第1項規定，請 求中鼎公司給付如附表三、四所"
"CHDV,113,建,12,20250529,3",2025,202505,臺灣彰化地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202505/臺灣彰化地方法院民事/CHDV,113,建,12,20250529,3.json",工期;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,120,"攬系爭工程。系爭工程曾因不可歸 責於原告之事由，簽辦變更設計，自112年12月8日起至113 年1月28日止停工共計52日，惟現已竣工，並經被告驗收完 畢。然原告向被告請領系爭工程尾款時，被告以113年7月9 日府農漁字第1130261785號函函復，因原告逾期提送人員機 具車輛名冊及報備攝影機裝設位置，應計違約金116萬5,800 元；另系爭工程原保險期間為112年6月22日至113年2月18日 ，因停工52日，預定竣工日順延至113年2月8日，依系爭契 約第13條規定，保險應保至113年5月8日，原告有保險範圍 不足之情，故應扣除3萬5,391元。是被告就原告請領之尾款 ，扣除共計120萬1,191元（計算式：11","），約定契約價金1, 165萬8,000元，由原告承攬系爭工程。系爭工程曾因不可歸 責於原告之事由，簽辦變更設計，自112年12月8日起至113 年1月28日止停工共計52日，惟現已竣工，並經被告驗收完 畢。然原告向被告請領系爭工程尾款時，被告以113年7月9 日府農漁字第1130261785號函函復，因原告逾期提送人員機 具車輛名冊及報備攝影機裝設位置，應計違約金116萬5,800 元；另系爭工程原保險期間為112年6月22日至113年2月18日 ，因停工52日，預定竣工日順延至113年2月8日，依系爭契 約第13條規定，保險應保至113年5月8日，原告有保險範圍 不足之情，故應扣除3萬5,391元。是被告就原告請",，亦係廠商負責，故原告未提送人員機具車輛名冊及報備攝 影機裝設位置，均無損於被告；且原告提交施工計畫與報表 時，及系爭工程施工期間，被告均未曾要求原告補正提送人 員機具車輛名冊及報備攝影機裝設位置，被告係至系爭工程 完工結算，經審計部通知始發現，被告對此亦與有過失，況 原告就上開文件已有部分提出，故違約金應予酌減。 ㈣關於保險部分，系爭工程停工52日係不可歸責於原告，依系 爭契約第13條第9款規定，增加之保費應由兩造另行協議分 擔，原告亦已應被告要求延長保險契約，且所增保費亦未向 被告請求。被告認應將停工期間之保險順延，故不生加保或 延長保險期間之情，然以此方式，停工期間保險事故發生， 將無法理賠，且被告以保險費
"KSHV,114,上易,18,20260318,8",2026,202603,臺灣高等法院高雄分院民事,領取履約保證金,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202603/臺灣高等法院高雄分院民事/KSHV,114,上易,18,20260318,8.json",逾期;違約金;遲延,民法第252條;酌減;第252條;過高,120,者，被上訴人未完成驗屋及交屋前，依總價700萬元計算， 伊已付104萬元中包含按總價5％計算之保留款37.5萬元，伊 就此保留款主張與系爭完稅款債權行使同時履行抗辯權。伊 行使前揭同時履行抗辯權及抵銷抗辯後，就系爭完稅款債務 即不負遲延給付責任，被上訴人以伊遲延付款為由主張解除 系爭契約即不合法，無權請求給付違約金。倘若被上訴人請 求給付違約金為有理由，因被上訴人並無損害，違約金數額 容有過高，應予酌減等語置辯。 三、原審判決被上訴人全部勝訴，上訴人不服提起上訴，於本院 聲明：㈠原判決廢棄；㈡被上訴人在第一審之訴及假執行之聲 請均駁回。被上訴人答辯聲明：上訴駁回。 四、兩造不爭執事項：（見本院卷一第163-169頁） ㈠,面 積18.01平方公尺及編號第23號車位（以下合稱系爭不動產 ）。系爭契約第8條第1、3項約定：買方應依附件四分期付 款明細表規定（下稱分期付款表），於接獲賣方每期書面缴 款通知單7日内，依賣方指定之繳納地點或銀行專戶，以現 金或即期支票如數一次繳清；如逾3個月或逾使用執照核發 後1個月不繳期款或遲延利息，經賣方以書面定期7日催告仍 未繳者，雙方同意依第25條違約之處罰規定處理等語。上訴 人已依分期付款表將第1期至第11期款共104萬元，匯入兩造 約定之高雄銀行九如分行履約保證專戶（戶名：高雄銀行備 償專戶－松益發建設有限公司、帳號：0000-0000-0000-00， 下稱履保專戶），然伊書面通知上訴人,之保留款37.5萬元，伊 就此保留款主張與系爭完稅款債權行使同時履行抗辯權。伊 行使前揭同時履行抗辯權及抵銷抗辯後，就系爭完稅款債務 即不負遲延給付責任，被上訴人以伊遲延付款為由主張解除 系爭契約即不合法，無權請求給付違約金。倘若被上訴人請 求給付違約金為有理由，因被上訴人並無損害，違約金數額 容有過高，應予酌減等語置辯。 三、原審判決被上訴人全部勝訴，上訴人不服提起上訴，於本院 聲明：㈠原判決廢棄；㈡被上訴人在第一審之訴及假執行之聲 請均駁回。被上訴人答辯聲明：上訴駁回。 四、兩造不爭執事項：（見本院卷一第163-169頁） ㈠上訴人於110年11月7日與被上訴人簽訂系爭契約，並與解雲 松簽訂系爭土地契約，約定上訴人
"TPSV,109,台上,1442,20210415,1",2021,202104,最高法院民事,請求返還履約保證金等,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202104/最高法院民事/TPSV,109,台上,1442,20210415,1.json",工期;展延;違約金;遲延,民法第252條;酌減;第252條;過高,119,系爭工程），同年月17日開工，約定同年12月13日竣工。因 國美館之前期廠商遲未完成前期施工，致伊無從進場施作， 國美館違反協力義務，伊依系爭契約第21條約定，於同年 12月23日終止系爭契約，且無可歸責事由。伊已繳納之履約 保證金新臺幣（下同）647萬2000 元（下稱系爭保證金）應 予發還，因兼具違約金性質，伊依民法第252 條規定請求酌 減等情。爰依系爭契約第21條約定、民法第179 條規定， 求為命國美館給付647萬2000 元及自起訴狀繕本送達翌日起 算法定遲延利息之判決（未繫屬本院部分，不予贅述）。 三、國美館則以：鈺田公司負有與前期廠商谷合營造有限公司（ 下稱谷合公司）協調配合施工之義務，系爭契約已合理,12月23日終止系爭契約，且無可歸責事由。伊已繳納之履約 保證金新臺幣（下同）647萬2000 元（下稱系爭保證金）應 予發還，因兼具違約金性質，伊依民法第252 條規定請求酌 減等情。爰依系爭契約第21條約定、民法第179 條規定， 求為命國美館給付647萬2000 元及自起訴狀繕本送達翌日起 算法定遲延利息之判決（未繫屬本院部分，不予贅述）。 三、國美館則以：鈺田公司負有與前期廠商谷合營造有限公司（ 下稱谷合公司）協調配合施工之義務，系爭契約已合理分配 兩造權益，並經伊准展工期145 日，伊無配合事項。本件實 因鈺田公司拒不履行進場前之擬定施工順序、預定進度表及 送審材料等義務，及谷合公司未完工前得施作之工項，鈺田,，同年月17日開工，約定同年12月13日竣工。因 國美館之前期廠商遲未完成前期施工，致伊無從進場施作， 國美館違反協力義務，伊依系爭契約第21條約定，於同年 12月23日終止系爭契約，且無可歸責事由。伊已繳納之履約 保證金新臺幣（下同）647萬2000 元（下稱系爭保證金）應 予發還，因兼具違約金性質，伊依民法第252 條規定請求酌 減等情。爰依系爭契約第21條約定、民法第179 條規定， 求為命國美館給付647萬2000 元及自起訴狀繕本送達翌日起 算法定遲延利息之判決（未繫屬本院部分，不予贅述）。 三、國美館則以：鈺田公司負有與前期廠商谷合營造有限公司（ 下稱谷合公司）協調配合施工之義務，系爭契約已合理分配 兩造權益，
"TCDV,107,建,79,20220708,2",2022,202207,臺灣臺中地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202207/臺灣臺中地方法院民事/TCDV,107,建,79,20220708,2.json",工期;展延;逾期;逾期違約金;違約金;遲延,酌減,119,"於系爭工程進行中之105年10月14日告知原告改善污染防治 膜未設置或破損之情事，然截至系爭契約終止日止，原告仍 未提送任何改善紀錄，故被告自得扣減工程款835,133元（ 計算式：835,133元×0.5％×308日＝1,286,105元，扣減金額以 該工項契約金額835,133元為限）。 ⒉扣罰部分： ⑴逾期違約金（即附表項次拾）： 系爭工程預定竣工日期為105年11月21日，原告逾期269日仍 未完工，扣除免計工期3日後為266日。依契約條款第17條第 1、4項約定，每逾期1日應扣罰系爭契約價金總額1‰，扣罰 總額以系爭契約價金總額20％即10,954,000元為上限，故被 告自得扣罰工程款10,954,000元（計算式",26日開工，原預定竣工日為105年11月21日，然因諸多不可 歸責於原告之因素，致原告無法如期完工，嗣原告已於105 年12月31日申報竣工，並配合被告要求繼續施工至106年6月 20日，被告並於106年12月18日驗收完畢，足見原告已完成 系爭工程，且扣除不可歸責於原告致無法施工之日數後，原 告並無逾期完工之情事。詎被告竟未依契約條款第7條第3項 約定核實展延工期，而以原告逾期246日完工，延誤履約進 度、情節重大為由，依契約條款第21條第1項約定函知原告 自106年8月17日起終止系爭契約，則被告終止契約自不合法 。此外，原告就系爭工程如附表項次壹、一所示工項（即系 爭契約約定施作之主要工項）實際施作數量,用；可歸責於承包商 因素而延長工期，則該等項目增加之費用，不予給付，其餘 工項均採實作數量計價，除另有規定外，均以契約數量為限 。如有從未施作項目，則該項目費用不予給付」，可知兩造 僅約定可歸責於原告之因素而延長工期時，被告無庸給付系 爭工程以「式」計價項目增加之費用，並未約定被告得以原 告逾期為由酌減該部分工項之給付，是被告依原告延誤履約 期限之日數占系爭契約約定施工日數之比例作為計價標準， 顯乏依據。又經本院函請工程會鑑定被告前開抗辯有無理由 ，該會鑑定意見略以：「逾期部分，已另按契約扣罰，自不 應依逾期天數換算之扣罰上限20％再予以折減一式計價之工 程項目」（見本院卷㈡第273頁），亦認系爭工程以「式
"TNDV,114,建,2,20260331,1",2026,202603,臺灣臺南地方法院民事,返還工程款等,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202603/臺灣臺南地方法院民事/TNDV,114,建,2,20260331,1.json",工期;完工期限;逾期;逾期違約金;違約金,民法第252條;酌減;第252條;過高,119,元，是 否有理由？ （二）如原告請求被告連帶給付逾期罰款為有理由，其數額是否 有過高之情事，應依民法第252條之規定予酌減？ 五、法院之判斷： （一）解釋契約，固須探求當事人立約時之真意，不能拘泥於契 約之文字，但契約文字業已表示當事人真意，無須別事探 求者，即不得反捨契約文字而更為曲解。又約定之違約金 額過高者，法院得減至相當之數額，民法第252條定有明 文。而違約金係以強制債務履行為目的，確保債權效力之 強制罰，於債務不履行時，債權人除得請求支付違約金外 ，並得請求履行債務，或不履行之損害賠償，至懲罰性違 約金因具有懲罰之性質，而非僅為賠償總額之預定，債務 人於違約時除,費用及損害賠償，應認屬非基 於個人關係之抗辯，且該行為有益於全體被告，依民事訴訟 法第56條第1項第1款規定，其效力及於全體連帶債務人，是 此異議效力自及於被告秦豊公司。 貳、實體方面： 一、原告起訴主張： （一）原告原委由訴外人成群營造有限公司（下稱成群公司）興 建光前首澤建案新建工程，惟因成群公司延誤完工期限， 且所施作之上開新建工程亦存在許多瑕疵，原告多次催促 成群公司修補瑕疵均未果，方終止與成群公司間之工程合 約，並將光前首澤建案新建工程尚未施作及已施作惟存有 瑕疵之工項與被告秦豊公司約定以原告為定作人、被告秦 豊公司為承攬人，由被告秦豊公司承攬光前首澤建案（地 上5層1幢共,"第3條之法律關係、民法第493條 第2項、第495條第1項之規定，請求被告連帶給付逾期罰 款79萬元、修補費用34萬6,205元、賠付光前首澤建案其 他買受人之補償金69萬4,809元，合計183萬1,014元，是 否有理由？ （二）如原告請求被告連帶給付逾期罰款為有理由，其數額是否 有過高之情事，應依民法第252條之規定予酌減？ 五、法院之判斷： （一）解釋契約，固須探求當事人立約時之真意，不能拘泥於契 約之文字，但契約文字業已表示當事人真意，無須別事探 求者，即不得反捨契約文字而更為曲解。又約定之違約金 額過高者，法院得減至相當之數額，民法第252條定有明 文。而違約金係以強制債務"
