JID,decision_year,month,court,JTITLE,json_file,matched_first_layer_terms,matched_strong_reduction_terms,relevance_score,penalty_snippet,delay_snippet,reduction_snippet
"TNDV,107,建,76,20220614,3",2022,202206,臺灣臺南地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202206/臺灣臺南地方法院民事/TNDV,107,建,76,20220614,3.json",工期;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,246,"均置之不理；又因被告 委由他人修復，先後支出99,540元、99,540元，被告依系爭 契約第5條第10款約定，得請求原告賠償199,080元，爰以之 與被告積欠原告之報酬互為抵銷。 四、系爭承攬契約乃因可歸責於原告之事由而終止，原告於終止 前，逾期16日，被告依系爭補充說明書第45點約定，得請求 被告給付違約金142,000元，爰依系爭契約第5條第10款約定 ，於被告應給付原告之報酬中扣抵。另系爭承攬契約既因可 歸責原告之事由致終止，被告依系爭契約第11條第3款第4目 約定，應得沒收即不予發還履約保證金127,652元。 五、承攬人損害賠償請求權之時效，依民法第514條規定為1年， 系爭承攬契約於104年8月20日即已終止","程第4期工程中之如附表一所示工項、第5期工程 中之如附表二所示工項，及如附表三所示工項，均已完成， 被告分別尚欠如附表一、二、三所示原告請求金額之報酬， 共計1,457,969元，以及系爭工程第1期至第3期之保留款， 共計172,015元，仍未給付。為此，爰依系爭承攬契約，請 求被告給付1,629,984元及遲延利息；如本院認原告前揭請 求為無理由，原告則依民法第511條但書或民法第179條規定 ，請求被告給付1,629,984元及遲延利息，訴請本院擇一訴 訟標的而為原告勝訴之判決。另系爭工程第1期至第4期工程 ，原告業已完成，且經被告驗收合格；第5期工程亦已完成 ；被告乃以不可歸責於原告之事由終止系爭承攬契約，併依","主張：系爭工程乃分段查驗，且原告已履約8成 以上，各工項各自獨立，互不影響，如原告確有違約， 亦應適用系爭契約第13條第8款第1目但書約定，始符合 契約本旨。況且，未完成部分之工項之報酬，共計僅17 5,311元，惟被告抗辯可收取之違約金數額高達142,000 元，應予酌減等語。查： ①系爭補充說明書，既為系爭契約所附施工補充說明書 ，應為兩造認為系爭契約之內容尚有不足而特別所為 之約定，所約定之內容，自應為系爭契約之特別約定 ，應優先適用，始符合當事人之真意。原告主張如其 確有違約，亦應適用系爭契約第13條第8款第1目但書"
"TYDV,109,建,43,20211129,1",2021,202111,臺灣桃園地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202111/臺灣桃園地方法院民事/TYDV,109,建,43,20211129,1.json",工期;完工期限;展延;逾期;逾期違約金;違約金;遲延,酌減;過高,241,氻S系爭工程既因不可歸責於原告之事由而延遲開工，又因被 告追加工程而須延長工程，被告嗣於108 年11月19日復取走 系爭房屋之鑰匙而致原告無法繼續進場施工，更於109 年3 月23日以系爭存證信函終止系爭契約，故被告自不得再主張 原告未於原定完工期限即108 年6 月30日前完成工程，而依 約請求逾期完工之違約金，並據以主張與原告本案請求加以 抵銷。 ■■並聲明：如上開減縮後聲明所示。 二、被告部分： ■怢滼y確有簽立系爭契約，而被告已就原定工程總價680 萬元 部分，給付其中658 萬元。又兩造自簽約以後，原告即依約 自108 年1 月10日開始進場進作水電工程，而原告進場施工 時，雖被告有委託原建商另行施作玻,通常訴訟程序加以審理，較為妥適，附此敘 明。 貳、實體部分： 一、原告主張： ■抻t被告為坐落於桃園市○○區○○○路000 巷00號房屋（下 稱系爭房屋）之所有權人，兩造並於民國108 年1 月9 日就 系爭房屋之室內設計及施工訂立「設計工程合約書」（下稱 系爭契約），並約定契約總價為680 萬元（未稅），施工期 間則自108 年1 月10日至108 年6 月30日止。但因雙方簽立 系爭契約時，系爭房屋之原始建商仍在興建被告另行定作之 玻璃溫室、泥作工程等，故待建商興建完畢後，原告始得進 場施作。並因被告購買許多特殊設備致系爭房屋原有水電設 施不堪使用，故協議由原告協助先進行水電部分之修改，於 修改完畢後，,」（最高法院106 年度台上字第446 號判決意旨參照）。「 當事人所約定之違約金究屬何性質，應依當事人之意思定之 ，倘當事人未約定，則視為以預定債務不履行之損害賠償額 為目的，此觀民法第250 條第2 項之規定自明」（最高法院 86年度台上字第3397號判決參照）。再按「當事人約定之違 約金是否過高，須依一般客觀事實，社會經濟狀況、當事人 所受損害情形，及債務人如能依約履行時，債權人可享受之 一切利益為衡量標準，而債務人已為一部履行者，亦得比照 債權人所受利益減少其數額，倘違約金係屬損害賠償總額預 定之性質者，尤應衡酌債權人實際上所受之損害，以決定其 約定之違約金是否過高」（最高法院88年度台上字第19
"KSHV,114,建上更二,8,20260130,1",2026,202601,臺灣高等法院高雄分院民事,給付承攬報酬,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202601/臺灣高等法院高雄分院民事/KSHV,114,建上更二,8,20260130,1.json",工期;展延;逾期;逾期違約金;違約金;遲延,酌減;過高,239,"程）簽訂工程採購契約（下稱系爭契約），約定由伊 承攬系爭工程，施工期限為390日曆天，系爭工程於同年4月 24日開工後，歷經3次變更設計，伊於102年8月20日完成所 有工項，並於翌日申報竣工。嗣經結算驗收，結算總價為新 臺幣（下同）141,583,911元，惟上訴人以伊逾期完工270日 ，逕自系爭工程款扣除逾期違約金28,479,971元。然系爭工 程因天候因素、變更設計、上訴人遲延發放地主即訴外人高 秀娣補償金，與未及時完成A0+039處排水箱涵及周圍影響部 分變更設計、抗風索基礎變更設計等事由，應不計工期共計 624日，是伊無逾期完工情事；縱有逾期，上訴人依系爭契 約第17條約定以每日按契約總價1‰計算逾期違約金，亦","受合法通知，無正當理由未於言詞辯論期日到場， 核無民事訴訟法第386條所列各款情形，爰依上訴人聲請， 由其一造辯論而為判決。 二、被上訴人主張：兩造於民國100年5月19日就「莫拉克颱風災 後復建工程計畫－－桃源區桃源里聯絡道路復建工程」（下稱 系爭工程）簽訂工程採購契約（下稱系爭契約），約定由伊 承攬系爭工程，施工期限為390日曆天，系爭工程於同年4月 24日開工後，歷經3次變更設計，伊於102年8月20日完成所 有工項，並於翌日申報竣工。嗣經結算驗收，結算總價為新 臺幣（下同）141,583,911元，惟上訴人以伊逾期完工270日 ，逕自系爭工程款扣除逾期違約金28,479,971元。然系爭工 程因天候因素、變更設計、","然系爭工 程因天候因素、變更設計、上訴人遲延發放地主即訴外人高 秀娣補償金，與未及時完成A0+039處排水箱涵及周圍影響部 分變更設計、抗風索基礎變更設計等事由，應不計工期共計 624日，是伊無逾期完工情事；縱有逾期，上訴人依系爭契 約第17條約定以每日按契約總價1‰計算逾期違約金，亦嫌過 高，應予酌減，並返還溢扣之違約金等情，爰依系爭契約第 4條及民法第490條、第179條規定，求為命上訴人給付伊7,5 24,736元，並加計自起訴狀繕本送達翌日起算法定遲延利息 之判決（已確定部分，不再贅述）。 三、上訴人則以：伊已同意不計工期274日，經加計該不計工期 後，預訂竣工日為102年2月16日，被上訴人遲於同年11月12"
"PCDV,109,建,4,20240524,1",2024,202405,臺灣新北地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202405/臺灣新北地方法院民事/PCDV,109,建,4,20240524,1.json",工期;展延;展期;逾期;逾期違約金;違約金;遲延,酌減;過高,238,"約」。 ㈢被告與其業主於106年7月5日辦理先行使用部分以外驗收複驗 、移交業主使用後，原告即於106年7月25日提送結算明細表 予被告，惟被告遲遲未與原告進行工程款結算程序、亦未依 約進行計價核算，直至同年10月27日被告始發函予原告，空 泛指摘原告於履約期間施工不良云云、未附計算方式即空言 「本案之逾期違約金已遠大於其請求金額」，拒絕給付原告 請求系爭工程之結算款，依系爭契約之第10條有關保固期限 之規定，原告應出具保固之期間為2年，現已逾保固期間， 原告尚得向被告請求退還保固款1,371,210元（即契約總價 之百分之3），是原告得向被告請求之總工程款應為15,387, 856元（見原證4結算明細表）。","系爭工程之機電工程（下稱系爭機電工程）轉包 予原告，約定承包總價為4,390萬元，付款方式估驗日為每 月25日、請款日為次月10日，發款日以支票付款，票期45天 ；又系爭工程之全部工項原定於105年8月7日前完成，茲因 被告為配合業主法務部廉政署辦理變更設計，經系爭工程主 辦機關交通部臺灣區國道新建工程局核定工期展延至105年1 0月25日，致原告須額外支出人力調度及新增設備等費用， 嗣經兩造於105年12月30日簽訂工程結算書，被告始同意將 原契約總價追加為45,707,021元。系爭工程於106年7月5日 經被告與業主完成驗收、移交業主使用後，被告不僅未完成 結算程序並結清工程款，更對於原告辦理結算之請求屢屢拖","限，不僅其罰則遠高於 一般工程契約習慣所約定之千分之1，其罰款總額更係毫無 上限，依被告於109年3月12日提出之民事答辯狀第3頁之計 算，被告主張之逾期罰款甚至高於系爭契約之承包總價。退 萬步言之，縱認原告有逾期之事實，系爭契約所約定之罰則 亦顯失公平，被告所受損失遠不及其主張違約金之1%，應予 酌減為宜。 ㈩並聲明： ⒈被告應給付原告15,387,856元，暨自起訴狀繕本送達翌日起 ，按年息5%計算之利息。 ⒉訴訟費用由被告負擔。 ⒊原告願供擔保，請准宣告假執行。 二、被告答辯： ㈠原告向被告承包系爭機電工程，契約總價金為4,390萬元，嗣 變更追加1,807,021元，契約金額總計為45,707,02"
"HLHV,110,建上,6,20220429,1",2022,202204,臺灣高等法院花蓮分院民事,返還違約金,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202204/臺灣高等法院花蓮分院民事/HLHV,110,建上,6,20220429,1.json",工期;完工期限;逾期;逾期違約金;違約金;遲延,過高,237,高等法院花蓮分院民事判決 110年度建上字第6號 上 訴 人 登亞營造股份有限公司 法定代理人 許新榮 訴訟代理人 吳順龍律師 黃佩成律師 張致祥律師 被 上訴 人 台灣電力股份有限公司 法定代理人 曾文生 訴訟代理人 王聖舜律師 上列當事人間請求返還違約金事件，上訴人對於中華民國110年4 月22日臺灣花蓮地方法院109年度建更一字第1號第一審判決提起 上訴，本院於111年3月24日言詞辯論終結，判決如下： 主 文 上訴駁回。 第二審訴訟費用由上訴人負擔。 事實及理由 壹、程序部分：按當事人喪失訴訟能力或法定代理人死亡或其代 理權消滅者，訴訟程序在有法定代理人或取得訴,"於97年5月1 6日簽訂工程採購承攬契約（下稱系爭契約），而該工程就 細部進度「完成通風道兼緊急通道洞內工」、「通風道兼緊 急通道洞外工」、「工程完成至可供通水」定有3項工程（ 下稱系爭分項工程），系爭分項工程之期限經延長後各竣工 期限為98年2月5日、98年4月10日及99年2月28日，總工程竣 工期限經延長後為99年7月7日。上訴人就系爭分項工程、總 工程分別於98年12月24日、99年3 月26日、99年6 月4 日、 99年7月7 日竣工，並未逾越全部工程之最後竣工期限，惟 被上訴人仍核定上訴人就系爭分項工程逾期，而扣款新臺幣 （下同）17,395,000元之違約金。惟上訴人之總工期並未逾 期，且經","，應依 兩造履約之客觀事實，作為認定兩造締約真意之基礎，再就 上述條款為解釋。 ㈦系爭工程有關之前案即臺灣臺北地方法院101年度建字22號判 決認定被上訴人就分項工程逾期部分未受損害，不得扣減17 ,395,000元作為逾期違約金，而在該判決之二審即臺灣高等 法院102年度建字第22號判決則認定違約金並無過高需要酌 減等情，足證另案確實未予實質審酌到本件之法律關係。前 案之攻防重點僅在於被上訴人以遲延商轉及建設利息之損失 ，做為攻防之重點，而上開被上訴人所稱之損失，上訴人業 已提出新訴訟資料，足以推翻前案就有關被上訴人損失等語 盡屬不實，故前案事實所認，已無爭點效之適用。況系爭契 約究係屬系爭投標須知第"
"TNHV,111,建上更一,2,20240731,2",2024,202407,臺灣高等法院臺南分院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202407/臺灣高等法院臺南分院民事/TNHV,111,建上更一,2,20240731,2.json",工期;完工期限;展延;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,237,"月間發生坍滑（ 下稱102年間坍滑），兩造即於102年11月21日合意終止契約 ，然高公局尚應給付：1.水平集水管及掛網植生工程款新臺 幣（下同）408萬6,012元、2.除原審判命高公局返還罰款12 4萬8,468元確定部分外，應再返還逾期罰款287萬5,607元， 如無理由，則依民法第252條規定請求酌減違約金、3.履約 保證金自104年1月29日起至同年5月7日結算日止共98日之法 定遲延利息，除原審判命高公局應返還1萬6,202元部分外， 尚應給付3萬5,563元、4.展延工期71日增加之管理費25萬7, 051元（以上共計725萬4,233元）。爰求為命高公局應再給 付725萬4,233元，及其中721萬8,","明不就本案設計之原始瑕疵及現地狀況差異 另負擔保責任，而進場重作，於102年1月19日遵期完成，同 年3月14日完成正驗，然高公局仍拒不賠付，伊再向中華民 國仲裁協會（下稱仲裁協會）請求仲裁，仲裁協會於104年1 月30日作成仲裁判斷（下稱系爭仲裁判斷），就101年間坍 滑部分命高公局賠付部分修繕費用，及准為展延工期至100 年12月10日。系爭工程復於102年5月至8、9月間發生坍滑（ 下稱102年間坍滑），兩造即於102年11月21日合意終止契約 ，然高公局尚應給付：1.水平集水管及掛網植生工程款新臺 幣（下同）408萬6,012元、2.除原審判命高公局返還罰款12 4萬8,468元確定部分外，應再返還逾期罰款287","程復於102年5月至8、9月間發生坍滑（ 下稱102年間坍滑），兩造即於102年11月21日合意終止契約 ，然高公局尚應給付：1.水平集水管及掛網植生工程款新臺 幣（下同）408萬6,012元、2.除原審判命高公局返還罰款12 4萬8,468元確定部分外，應再返還逾期罰款287萬5,607元， 如無理由，則依民法第252條規定請求酌減違約金、3.履約 保證金自104年1月29日起至同年5月7日結算日止共98日之法 定遲延利息，除原審判命高公局應返還1萬6,202元部分外， 尚應給付3萬5,563元、4.展延工期71日增加之管理費25萬7, 051元（以上共計725萬4,233元）。爰求為命高公局應再給 付725萬4,233元，"
"ULDV,111,建,11,20231031,1",2023,202310,臺灣雲林地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202310/臺灣雲林地方法院民事/ULDV,111,建,11,20231031,1.json",工期;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,236,"13日同意由原告繼受業 豐公司所承攬系爭工程一切權利及義務，原告並於107年11 月5日起接續施工，被告同意換文起迄期間即107年10月5日 起至107年11月5日止，共31日不計入工期，完工日期延至10 8年5月27日止。 ㈡系爭工程已於108年10月9日竣工，109年1月6日驗收完畢，被 告計罰懲罰性違約金3,681,000元及逾期違約金4,779,009元 ，有工程結算驗收證明書可資佐證。 ㈢被告以原告材料設備送審時程逾期扣罰原告7000天，每一天5 00元，合計350萬元之懲罰性違約金。惟查，系爭工程係因 原承攬人業豐公司倒閉，原告繼受業豐公司未完成之工程， 繼續施工至完工，原告繼受系爭工程時，材料送審時程早已","稱系爭工程契約），約定履 約期限自106年11月20日起至108年3月14日止。嗣因業豐公 司無法繼續履約，被告於107年11月13日同意由原告繼受業 豐公司所承攬系爭工程一切權利及義務，原告並於107年11 月5日起接續施工，被告同意換文起迄期間即107年10月5日 起至107年11月5日止，共31日不計入工期，完工日期延至10 8年5月27日止。 ㈡系爭工程已於108年10月9日竣工，109年1月6日驗收完畢，被 告計罰懲罰性違約金3,681,000元及逾期違約金4,779,009元 ，有工程結算驗收證明書可資佐證。 ㈢被告以原告材料設備送審時程逾期扣罰原告7000天，每一天5 00元，合計350萬元之懲罰性違約金",以原契約送審期限要求原告完成送審，實屬過苛。如以原承 攬廠商承攬時，被告所給予之送審日期區間計算材料送審管 制期間，原告並未有延誤送審之情況，逾期天數應為0天。 ㈣按無法律上之原因而受利益，致他人受損害者，應返還其利 益；雖有法律上之原因，而其後已不存在者，亦同，民法第 179條定有明文。按約定之違約金額過高者，法院得減至相 當之數額；債務已為一部履行者，法院得比照債權人因一部 履行所受之利益，減少違約金，民法第252 條、第251條亦 有明文規定。又按，定作人係以對承攬人有違約金債權存在 ，自行將本應給付承攬人之工程款（承攬報酬）扣抵供作違 約金取償，以違約罰款入帳，而非出於承攬人之任意給付， 倘是項
"KMDV,110,建,4,20231110,1",2023,202311,福建金門地方法院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/福建金門地方法院民事/KMDV,110,建,4,20231110,1.json",工期;完工期限;展延;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,236,一法律關 係發生，或本訴標的之法律關係發生之原因，與反訴標的之 法律關係發生之原因，其主要部分相同，均可認兩者間有牽 連關係（最高法院70年度台抗字第522號、91年度台抗字第4 40號、95年度台上字第1558號裁判意旨參照）。 二、原告起訴請求被告給付積欠工程款，被告於本院審理時提起 反訴，請求原告給付逾期違約金（本院卷一第323頁），經 核反訴與本訴所為防禦方法相牽連，且本件本訴及反訴兩造 所主張之權利，均源於同一承攬法律關係原因事實所生之爭 執，攻擊防禦方法關係密切，兩訴言詞辯論之資料亦可相互 利用，有利於當事人間紛爭之一次解決及達訴訟經濟之目的 ，復無其他民事訴訟法第260條所定不得提起反訴之情形。,一法律關 係發生，或本訴標的之法律關係發生之原因，與反訴標的之 法律關係發生之原因，其主要部分相同，均可認兩者間有牽 連關係（最高法院70年度台抗字第522號、91年度台抗字第4 40號、95年度台上字第1558號裁判意旨參照）。 二、原告起訴請求被告給付積欠工程款，被告於本院審理時提起 反訴，請求原告給付逾期違約金（本院卷一第323頁），經 核反訴與本訴所為防禦方法相牽連，且本件本訴及反訴兩造 所主張之權利，均源於同一承攬法律關係原因事實所生之爭 執，攻擊防禦方法關係密切，兩訴言詞辯論之資料亦可相互 利用，有利於當事人間紛爭之一次解決及達訴訟經濟之目的 ，復無其他民事訴訟法第260條所定不得提起反訴之情形。,"訴被告所抗辯 之計算違約金方式，反訴被告應給付反訴原告之違約金應為 12,576,480元（計算式：2,800萬元ｘ38%ｘ394ｘ3‰＝12,576,48 0），仍超出反訴原告上開以1‰計算之違約金金額。至反訴 被告主張就違約金之計算，以契約總價百分之20為上限部分 ，反訴原告沒有意見，另反訴被告主張違約金酌減部分，因 兩造並無違約金酌減之約定，且反訴被告逾期之天數，已超 逾原工期之比例甚高，且反訴被告所施作之工項，至目前為 止，仍有諸多瑕疵，此部分有鑑定報告可資證明，故認不符 合酌減之要件。 ㈢聲明：⒈反訴被告應給付反訴原告5,811,437元。⒉反訴原告願 供擔保請准宣告假執行。 二、反訴被告答辯略以："
"TPDV,110,建,158,20231121,2",2023,202311,臺灣臺北地方法院民事,損害賠償等,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/臺灣臺北地方法院民事/TPDV,110,建,158,20231121,2.json",工期;完工期限;展延;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,236,言。即舉凡本訴標的 之法律關係或作為防禦方法所主張之法律關係，與反訴標的 之法律關係同一，或當事人雙方所主張之權利，由同一法律 關係發生，或本訴標的之法律關係發生之原因，與反訴標的 之法律關係發生之原因，其主要部分相同，均可認兩者間有 牽連關係。本件原告起訴係依兩造間工程契約書之約定，請 求被告給付逾期違約金及另行發包價差損害，被告以兩造間 工程契約書之約定等，反訴請求被告給付原契約工程款及追 加工程款而提起反訴（見本院卷一第149頁），其反訴標的 法律關係所發生之原因，與本訴標的法律關係所發生之原因 ，均與兩造間之工程契約書之法律關係有關，彼此間之請求 有重大關連，其提起反訴乃循上揭法律規定所為，當為法之,言。即舉凡本訴標的 之法律關係或作為防禦方法所主張之法律關係，與反訴標的 之法律關係同一，或當事人雙方所主張之權利，由同一法律 關係發生，或本訴標的之法律關係發生之原因，與反訴標的 之法律關係發生之原因，其主要部分相同，均可認兩者間有 牽連關係。本件原告起訴係依兩造間工程契約書之約定，請 求被告給付逾期違約金及另行發包價差損害，被告以兩造間 工程契約書之約定等，反訴請求被告給付原契約工程款及追 加工程款而提起反訴（見本院卷一第149頁），其反訴標的 法律關係所發生之原因，與本訴標的法律關係所發生之原因 ，均與兩造間之工程契約書之法律關係有關，彼此間之請求 有重大關連，其提起反訴乃循上揭法律規定所為，當為法之,應予展延工期。 2.縱認被告應負遲延完工責任，然兩造係分別簽立系爭結構工 程契約、系爭裝修工程契約，縱系爭裝修工程未於約定期限 內完成，亦應以系爭裝修工程契約總價3096萬元為基礎計算 逾期違約金。 3.自108年7月24日後，被告僅餘二次工程尚未施作，未必影響 原告對系爭工程之使用，原告請求之逾期違約金，顯然過高 ，應得按民法第252條規定酌減違約金。 (三)原告請求另行發包價差139萬0823元，並無理由： 1.被告施工並無遲延，且兩造係合意減項二次工程，是原告主 張終止契約，並無理由，自不能向被告請求損害賠償之另行 發包價差損害。 2.契約終止後得請求之損害賠償範圍，為終止前因當事人債務 不履行所生之損害，不包含
"TPDV,110,建,251,20231027,1",2023,202310,臺灣臺北地方法院民事,損害賠償,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202310/臺灣臺北地方法院民事/TPDV,110,建,251,20231027,1.json",工期;展延;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,235,"完成系爭工程（除玻璃工程、窗簾工程、鋁製拉 門工程外）之所有工項，如有工項仍未完成，則依原報價單 之單價金額予以扣除，結算後再扣除雙方合意之其他損害13 ,500元，由原告於110年2月9日前給付工程款；又兩造合意 被告簡創空間設計、林煜超須給付因工程延遲所造成原告額 外增加之房租損失185,400元，及工程違約金252,000元，但 倘其等確實於110年2月8日前依約履行，則前述工程違約金 即折抵為工程追加款，雙方不再給付對方任何費用等語。然 被告簡創空間設計、林煜超猶未按上開調處結果如期完工， 被告張庭彰並要求原告須另與訴外人漫光空間設計簽約方協 助繼續裝潢及修繕，原告遂於110年4月1日再次申請調解，",等均未出席致調解不成立，原告僅得於110年4月12日以 存證信函限期被告簡創空間設計依約履行，惟其仍置之不理 ，是原告得依系爭契約第18條第1項第1款、第2款第1點約定 、民法第511條規定，以本件民事起訴狀繕本之送達向被告 簡創空間設計為終止系爭契約之意思表示。 ㈡被告簡創空間設計應賠償原告下列款項： ⒈工程逾期違約金（附表編號1）：被告簡創空間設計本應於10 9年9月30日完成系爭工程，惟其無正當理由延宕工期，直至 000年0月間原告另行委請訴外人天齊空間室內裝修有限公司 （下稱天齊裝修公司）進行裝潢時，已逾期達200日以上， 依系爭契約第16條第1項約定，被告簡創空間設計應按日賠 償系爭工程總價千分之1之違約金予,，顯見系 爭工程工期延宕乃不可歸責於被告等人。縱認被告等人應給 付逾期違約金，然系爭契約既經原告於110年4月13日發函解 除，嗣後其等已無從再進場施工，則系爭工程違約天數應計 算至該契約解除之日為止，且系爭工程實際負責之人為被告 林煜超，被告張庭彰已盡最大誠意協助原告處理系爭工程相 關事宜，應得依民法第252條規定請求酌減違約金。 ⒊而兩造間關於違約金之約定屬損害賠償總額預定性質，則原 告請求被告張庭彰給付違約金後，當無從再請求被告張庭彰 賠償其房租、水電、管理費等損害。且民法第260條係指因 債務不履行發生之舊有賠償請求權，是系爭契約既經原告於 110年4月13日解除，則契約解除後始發生之損害，自無從請 求被
"TNHV,113,建上更一,6,20251113,1",2025,202511,臺灣高等法院臺南分院民事,返還履約保證金,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202511/臺灣高等法院臺南分院民事/TNHV,113,建上更一,6,20251113,1.json",違約金;遲延,民法第252條;酌減;第252條;過高,234,，然迄至本院前審準備程序終結前均未提出，依民事訴訟法 第196條第1、2項規定，已生失權效果，於更審程序即不得 再行主張云云（見本院卷第727頁）。惟觀諸上訴人於原法 院民國110年7月26日民事答辯㈣暨調查證據狀中業已記載： 「…且需另行招標開發，而增加之人力、時間、費用、風險 ，及現今社會經濟狀況等，該違約金之約定並未過高，是原 告依民法第252條規定請求酌減違約金，請求被告返還酌減 後之履約保證金云云，自難認可採」等語（見原審卷㈡第49 頁），可見上訴人於原審即已提出其受有「再行招標損失」 之抗辯，並非於本院前審程序始提出之新攻擊防禦方法，自 得就該攻擊防禦方法再予補充，被上訴人主張上訴人遲延提 出攻,會經濟狀況等，該違約金之約定並未過高，是原 告依民法第252條規定請求酌減違約金，請求被告返還酌減 後之履約保證金云云，自難認可採」等語（見原審卷㈡第49 頁），可見上訴人於原審即已提出其受有「再行招標損失」 之抗辯，並非於本院前審程序始提出之新攻擊防禦方法，自 得就該攻擊防禦方法再予補充，被上訴人主張上訴人遲延提 出攻擊防禦方法云云，尚非可採。 ㈡按當事人已證明受有損害而不能證明其數額或證明顯有重大 困難者，法院應審酌一切情況，依所得心證定其數額，民事 訴訟法第222條第2項定有明文。又倘法院已就攻擊或防禦方 法為實質調查、審理，當事人並未就是否為新攻擊或防禦方 法為爭執，而為相對應之聲明、陳述，且進行實質攻防,審準備程序終結前均未提出，依民事訴訟法 第196條第1、2項規定，已生失權效果，於更審程序即不得 再行主張云云（見本院卷第727頁）。惟觀諸上訴人於原法 院民國110年7月26日民事答辯㈣暨調查證據狀中業已記載： 「…且需另行招標開發，而增加之人力、時間、費用、風險 ，及現今社會經濟狀況等，該違約金之約定並未過高，是原 告依民法第252條規定請求酌減違約金，請求被告返還酌減 後之履約保證金云云，自難認可採」等語（見原審卷㈡第49 頁），可見上訴人於原審即已提出其受有「再行招標損失」 之抗辯，並非於本院前審程序始提出之新攻擊防禦方法，自 得就該攻擊防禦方法再予補充，被上訴人主張上訴人遲延提 出攻擊防禦方法云云
"TNHV,109,建上更一,7,20211117,1",2021,202111,臺灣高等法院臺南分院民事,給付工程款,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202111/臺灣高等法院臺南分院民事/TNHV,109,建上更一,7,20211117,1.json",工期;完工期限;展延;逾期;逾期違約金;違約金;遲延,民法第252條;酌減;第252條;過高,233,之攻擊或防禦方法為補充，或不許其提出顯失公平者，不 在此限，民事訴訟法第447條第1項但書第3款、第6款定有明 文。經查：本院更審程序中，兩造各自提出以下之攻擊防禦 方法：1.上訴人提出「被上訴人於第6次協調會對上訴人之 工程款請求權為承認之觀念通知，有中斷時效之效力」、2. 「縱認系爭工程有逾期完工而應扣除違約金…，仍有違約金 過高之嫌」（本院卷二第76、78頁）。3.被上訴人提出上訴 人有「逾期改善200天以上情形，應予扣款」（本院卷二第4 0頁），經核上開攻擊防禦方法之提出，均屬原已提出攻擊 防禦方法之補充，倘不准許提出，亦顯失公平，合於上開第 3款、第6款規定，均應予准許。 貳、實體方面： 一、上訴人主張：,提 出之攻擊或防禦方法為補充，或不許其提出顯失公平者，不 在此限，民事訴訟法第447條第1項但書第3款、第6款定有明 文。經查：本院更審程序中，兩造各自提出以下之攻擊防禦 方法：1.上訴人提出「被上訴人於第6次協調會對上訴人之 工程款請求權為承認之觀念通知，有中斷時效之效力」、2. 「縱認系爭工程有逾期完工而應扣除違約金…，仍有違約金 過高之嫌」（本院卷二第76、78頁）。3.被上訴人提出上訴 人有「逾期改善200天以上情形，應予扣款」（本院卷二第4 0頁），經核上開攻擊防禦方法之提出，均屬原已提出攻擊 防禦方法之補充，倘不准許提出，亦顯失公平，合於上開第 3款、第6款規定，均應予准許。 貳、實體方面：,提出顯失公平者，不 在此限，民事訴訟法第447條第1項但書第3款、第6款定有明 文。經查：本院更審程序中，兩造各自提出以下之攻擊防禦 方法：1.上訴人提出「被上訴人於第6次協調會對上訴人之 工程款請求權為承認之觀念通知，有中斷時效之效力」、2. 「縱認系爭工程有逾期完工而應扣除違約金…，仍有違約金 過高之嫌」（本院卷二第76、78頁）。3.被上訴人提出上訴 人有「逾期改善200天以上情形，應予扣款」（本院卷二第4 0頁），經核上開攻擊防禦方法之提出，均屬原已提出攻擊 防禦方法之補充，倘不准許提出，亦顯失公平，合於上開第 3款、第6款規定，均應予准許。 貳、實體方面： 一、上訴人主張：兩造於民國97年4月15日簽訂
