"JID","month","decision_year","court","JYEAR","JCASE","JNO","JDATE","JTITLE","JFULL_len","工程次數","src_path","json_file","read_status","judgment_text_available","penalty_keyword_count","delay_keyword_count","reduction_keyword_count","strong_reduction_keyword_count","first_layer_score","second_layer_score","strong_reduction_score","relevance_score","matched_penalty_terms","matched_delay_terms","matched_reduction_terms","matched_strong_reduction_terms","matched_first_layer_terms","is_overdue_penalty_candidate","is_penalty_reduction_high_relevance","first_layer_snippet","reduction_snippet"
"TPSV,113,台上,1199,20240926,1","202409","2024","最高法院民事","113","台上","1199","20240926","請求債務不履行損害賠償","4673","8","202409/最高法院民事/TPSV,113,台上,1199,20240926,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/最高法院民事/TPSV,113,台上,1199,20240926,1.json","ok","1","3","1","0","0","4","0","0","4","違約金","遲延","","","違約金;遲延","1","0","偽造同年月25日工程合約（下稱系爭後契約），逾越授權擅 與中盛公司簽訂系爭後契約，將日本安川廠牌控制器更為「 尼得科康迪克」，並增加系爭前契約所無之違約金新臺幣( 下同)450萬元條款(下稱系爭違約金條款），嗣更極力鼓勵 其他委員同意通過驗收並付款，使中盛公司安裝非約定之中 國大陸製尼得科電梯控制器，並",""
"SLDV,112,建,44,20240924,1","202409","2024","臺灣士林地方法院民事","112","建","44","20240924","給付工程款","15225","87","202409/臺灣士林地方法院民事/SLDV,112,建,44,20240924,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣士林地方法院民事/SLDV,112,建,44,20240924,1.json","ok","1","28","180","13","8","208","13","8","266","逾期違約金;違約金","工期;展延;逾期;遲延","相當;酌減;第252條;過高","酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","告承攬被告之汀洲院 區内視鏡及神經科部檢查室整修工程（下稱系爭工程），契 約總價為25,299,999元。原告於111年2月12日開工。系爭工 程原定工期為開工日起算170日曆天，預定竣工日為111年7 月31日，後於111年10月14日完工，並於111年12月25日驗收 合格。被告以原告逾期完工44日為由，扣款","項第5款及第13款，原告就不可歸責原告之事由得以申請展 延，原告並未逾期完工，被告扣款並無法律上原因，應返還 不當得利。縱認被告得主張逾期違約金，本件違約金應酌減 至0元。另系爭工程既已完工並已驗收，被告即應依民法第4 90條及系爭契約第5條第1項第3款給付前述金額之報酬。另 外，系爭工程因不可歸責於原告之事由"
"TYDV,111,建,125,20240930,1","202409","2024","臺灣桃園地方法院民事","111","建","125","20240930","損害賠償","4965","37","202409/臺灣桃園地方法院民事/TYDV,111,建,125,20240930,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣桃園地方法院民事/TYDV,111,建,125,20240930,1.json","ok","1","2","6","3","0","8","3","0","14","逾期違約金;違約金","逾期;遲延","相當","","逾期;逾期違約金;違約金;遲延","1","0","事由，系爭契約特 訂條款P.3.2約定亦載明「施工進度落後逾P.3.1款所訂里程 碑期限、或施工總進度落後達10%(含)以上者，甲方除依P.3 .1節逾期違約金規定罰款外，並得按工程契約第十八條及第 二十四條規定終止或解除契約......」。惟被告依其履行計 畫書預定進度表，就大型施工船機應於110年3月1日進場施","大潭電廠既有進水灣緊急清淤 工程」契約相關文件、「大潭電廠既有進水灣接續清淤工程 」契約相關文件在卷為證(見本院卷二第34頁至第209頁)， 且被告經相當時期受合法通知，無正當理由未於言詞辯論期 日到場，亦未於言詞辯論期日前提出書狀爭執，依民事訴訟 法第280條第3項前段準用同條第1 項之規定，應視同自認。"
"TPHV,111,重上更一,160,20240924,3","202409","2024","臺灣高等法院民事","111","重上更一","160","20240924","給付工程款","17324","119","202409/臺灣高等法院民事/TPHV,111,重上更一,160,20240924,3.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院民事/TPHV,111,重上更一,160,20240924,3.json","ok","1","20","33","15","13","53","15","13","135","逾期違約金;違約金","工期;完工期限;逾期;遲延","相當;酌減;第252條;過高","酌減;第252條;過高","工期;完工期限;逾期;逾期違約金;違約金;遲延","1","1","院卷一第263-270頁），核與民事訴訟法第170條、第175 條第1項規定相符，應予准許。 三、上訴人於原審依民法第259條規定提起反訴，請求被上訴人 給付遲延罰金及損害賠償共計新臺幣（下同）1,337萬431元 本息，經原審及本院前審判決分別駁回其訴及上訴，最高法 院廢棄發回後，上訴人具狀撤回反訴，並經被上訴人同意（","系爭契約第23條第2項之約定終止系爭契約，則其主張依系 爭契約第23條第2項約定沒收被上訴人尚未領取之工程款， 自屬有據。 2.按約定之違約金額過高者，法院得減至相當之數額，為民法 第252條所明定，此規定乃賦與法院得依兩造所提出之事證 資料，斟酌社會經濟狀況並平衡兩造利益而為妥適裁量、判 斷之權"
"TPHV,113,建上更四,2,20240911,1","202409","2024","臺灣高等法院民事","113","建上更四","2","20240911","履行契約等","9897","11","202409/臺灣高等法院民事/TPHV,113,建上更四,2,20240911,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院民事/TPHV,113,建上更四,2,20240911,1.json","ok","1","2","9","1","0","11","1","0","13","違約金","遲延","相當","","違約金;遲延","1","0","/c㎡之欠缺結構安全瑕疵（下 稱系爭瑕疵），致受有須支出修補費用新臺幣（下同）356 萬6085元之損害，爰依系爭契約、不完全給付（類推適用民 法給付遲延規定）及繼承之法律關係，擇一有利為命上訴人 應給付356萬6085元，並自100年6月20日起加計法定遲延利 息之判決（被上訴人逾上開請求部分，業經判決確定，不","後，類推適用民法第231條第1項規定請求 上訴人賠償其所受上開356萬6085元之損害。 ㈢本件損害賠償請求權是否罹於時效？ ⒈再按承攬之工作有瑕疵者，定作人得定相當期限，請求承攬 人修補之，此項定作人請求承攬人負瑕疵擔保責任之期間， 分為瑕疵發見期間及權利行使期間。前者為定作人非於其期 間內發見瑕疵，不得主張其有"
"HLHV,109,建上更一,9,20240930,1","202409","2024","臺灣高等法院花蓮分院民事","109","建上更一","9","20240930","給付工程管理費等","23202","110","202409/臺灣高等法院花蓮分院民事/HLHV,109,建上更一,9,20240930,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院花蓮分院民事/HLHV,109,建上更一,9,20240930,1.json","ok","1","10","222","3","0","232","3","0","238","逾期違約金;違約金","工期;完工期限;展延;逾期;遲延","相當","","工期;完工期限;展延;逾期;逾期違約金;違約金;遲延","1","0","政府之「○○村分 支管網及用戶接管工程（第2標）」（下稱系爭工程）後，雙 方於民國97年12月2日簽訂工程契約（下稱系爭契約）。嗣伊 於同年月9日申報開工，依約定工期為660（日曆）天，預定99 年9月29日完工。惟施工期間，因施作區域用戶後巷增建物未 退縮致無法全面施工、後巷接管無可供施工區塊、98至100年 例假期間禁挖與","明 定花蓮縣政府所負為「補償」責任，依其文義，僅以非可歸責 於松竹公司為要件，並不以花蓮縣政府有無故意或過失或其他 可歸責事由存在為必要，即與「損害賠償」之性質不相當，應 無民法第514條第2項之1年消滅時效規定之適用(最高法院111 年度台上字第47號民事判決要旨參照)，則花蓮縣政府抗辯系 爭契約第20條第9項請求權應適用民"
"TCHV,112,建上,55,20240918,1","202409","2024","臺灣高等法院臺中分院民事","112","建上","55","20240918","變更設計展延工期管理費及損害賠償等","13289","142","202409/臺灣高等法院臺中分院民事/TCHV,112,建上,55,20240918,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院臺中分院民事/TCHV,112,建上,55,20240918,1.json","ok","1","98","97","28","27","195","28","27","361","逾期違約金;違約金","工期;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","變更設計展延工期管理費及損害賠償等 臺灣高等法院臺中分院民事判決 112年度建上字第55號 上 訴 人 彰億營造工程有限公司 法定代理人 許家銘 訴訟代理人","承擔，顯失公平，並有違誠信。再被上訴人之營收損失應扣 除相關成本之淨利計算。系爭契約有關逾期違約金之數額， 雖已定有工程結算總價20%之上限，但衡諸上情，仍屬過高 ，應按工程結算總價10%計算即2267萬2761元，始為合理。 爰依民法第179條規定，請求被上訴人返還不當扣款之違約 金2267萬2761元。"
"TCHV,112,建上,6,20240925,1","202409","2024","臺灣高等法院臺中分院民事","112","建上","6","20240925","返還溢領工程款等","11587","44","202409/臺灣高等法院臺中分院民事/TCHV,112,建上,6,20240925,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院臺中分院民事/TCHV,112,建上,6,20240925,1.json","ok","1","18","4","15","11","22","15","11","96","違約金","遲延","相當;酌減;過高","酌減;過高","違約金;遲延","1","1","契約附錄2「廠商未依契約圖說施工之處理方 式」第3條（下稱系爭約定），應予返還。 ㈢系爭混凝土既有上開不合格情事，依系爭約定第1項後段，上 訴人應給付懲罰性違約金50萬元。再系爭工程經兩造辦理減 價收受而驗收完成，上訴人應依系爭契約第14條第1項第3款 約定，給付結算金額1%即17萬1,876元之保固保證金。 ㈣爰求","金額應為39萬1,557元，伊並無溢領工程款。又系爭混凝土 雖摻有鋼碴，但經鑑定不影響系爭工程之結構安全，被上訴 人實際未受損害，其請求違約金50萬元實屬過高，應予酌減 。本件經被上訴人減價收受，應視為系爭混凝土於105年7月 7日第1次驗收時已符合驗收標準，而自斯時起算保固期，迄 今保固期業已屆滿，伊給付"
"TCHV,112,建上更一,36,20240925,1","202409","2024","臺灣高等法院臺中分院民事","112","建上更一","36","20240925","給付工程款","15272","151","202409/臺灣高等法院臺中分院民事/TCHV,112,建上更一,36,20240925,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院臺中分院民事/TCHV,112,建上更一,36,20240925,1.json","ok","1","16","174","6","4","190","6","4","218","逾期違約金;違約金","工期;展延;逾期","相當;過高","過高","工期;展延;逾期;逾期違約金;違約金","1","1","一、上訴人主張：兩造於民國99年12月17日簽訂「○○厝蓄洪池抽 水站新建工程併辦土石標售案」（下稱系爭工程）之工程契 約書，約定開工日為99年12月28日，工期為360個日曆天， 預定竣工日為100年12月26日，嗣因變更設計，工程款增加 至新臺幣（下同）60,086,340元，扣除被上訴人已給付及經 法院判","無法施工，仍應有符合系爭注意事項附表一之情形，方 得申請展延工期。系爭注意事項附表一第17點規定「填 方工程因雨受濕致含水量過高，須翻曬風乾或土方置換 者」，可知依該點規定申請展延工期以「填方工程」為 限。稽之系爭工程監造單位所提審查分析說明：「查本 工"
"KLDV,112,建,12,20240927,2","202409","2024","臺灣基隆地方法院民事","112","建","12","20240927","損害賠償等","64396","338","202409/臺灣基隆地方法院民事/KLDV,112,建,12,20240927,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣基隆地方法院民事/KLDV,112,建,12,20240927,2.json","ok","1","6","40","12","0","46","12","0","70","逾期違約金;違約金","工期;展延;逾期;遲延","相當","","工期;展延;逾期;逾期違約金;違約金;遲延","1","0","告卻於會議中回覆因工 作受阻障礙未排除，故無法提出趕工計畫、同年4月6日及同 年月28日兩度要求被告應於111年5月3日復工，並加派人力 進場施作，倘逾期未改正，原告將終止系爭契約，然被告猶 以各種理由拒絕履約、恣意停工，經原告多次發函限期被告 進場施作，均置之不理，至111年5月25日猶未復工。 (三)原告不","約約款不符，而無理由。 ⑵按最高法院87年度台上字第2437號民事判決、最高法院92年 度台上字第915號民事判決意旨，被告於履約過程中，並無 訂相當期限要求原告應為一定協力義務之行為，本件與民法 第507條之要件有間，而無該條文之適用。且如原告所陳， 即使A、C棟工作無法施作，被告仍有B棟、D棟以及戶外景觀"
"ULDV,113,訴,350,20240911,1","202409","2024","臺灣雲林地方法院民事","113","訴","350","20240911","債務不履行損害賠償","6852","38","202409/臺灣雲林地方法院民事/ULDV,113,訴,350,20240911,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣雲林地方法院民事/ULDV,113,訴,350,20240911,1.json","ok","1","2","8","2","0","10","2","0","14","違約金","逾期;遲延","相當","","逾期;違約金;遲延","1","0","法第255條 第1項第2、3、7款分別定有明文。原告訴之聲明第1項原請 求被告應給付新臺幣（下同）737,826元及自起訴狀繕本送 達翌日起計算之法定遲延利息，嗣於民國113年8月28日言詞 辯論期日當庭減縮聲明為被告應給付736,626元及自113年7 月30日起至清償日止，按週年利率百分之5計算之利息（見","原告提出 估價單、現場照片、中華郵件收件回執、北投舊北投第224 號存證信函、北投舊北投第256號存證信函為證（見本院卷 第21-45頁）。而被告已於相當時期受合法通知，於言詞辯 論期日不到場，亦未具狀爭執，依民事訴訟法第280條第3項 準用同條第1項規定，應視同自認，原告之主張自堪信為真 實。則依前開"
"PCDV,112,訴,1268,20240926,1","202409","2024","臺灣新北地方法院民事","112","訴","1268","20240926","給付工程款","16197","20","202409/臺灣新北地方法院民事/PCDV,112,訴,1268,20240926,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣新北地方法院民事/PCDV,112,訴,1268,20240926,1.json","ok","1","2","5","2","0","7","2","0","11","逾期違約金;違約金","工期;逾期;遲延","相當","","工期;逾期;逾期違約金;違約金;遲延","1","0","加工程 經雙方同意總價承攬，約定實作數量縱有增減（含管線物價 及施工長度增減），亦不互為增減給付報酬之請求」。詎料 ，原告趁著業主契約即將屆期面臨鉅額逾期違約金之風險， 一再要求增加給付價金，被告雖有派員出席111年4月29日協 調會議，然並未承諾增加給付，故原告依第2次追加合約暨 實作實付報價單請求給付，並","價單關於 「再生能源電表」係佔「校區總表安裝建置」單價1萬5,195 元之15%即2,279元（見卷一第127頁），認原告請求電源整 改費用與前開項目相當，故原告請求10處共計2萬2,790元， 應屬可採。 ⑷附表2項次三： 原告主張其施作7處，每處與被告議價1,000元等語，有證人 楊志和、黃英森於"
"TCDV,111,建,142,20240923,2","202409","2024","臺灣臺中地方法院民事","111","建","142","20240923","給付承攬報酬","11513","161","202409/臺灣臺中地方法院民事/TCDV,111,建,142,20240923,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺中地方法院民事/TCDV,111,建,142,20240923,2.json","ok","1","1","9","8","0","10","8","0","26","違約金","逾期;遲延","相當","","逾期;違約金;遲延","1","0",".702%報酬給 付原告（保留款及工程款之金額見各期估驗資料卷㈡第403 、445頁工程請款單）。 ㈢系爭工程已於110年3月15日竣工，被告華力公司因逾期66天 ，應給付臺中市政府教育局違約金256萬6,853元；系爭工程 於110年6月23日經臺中市政府教育局驗收完成，保固期間至 115年6月23日；","該期計價程序，而於110年2月間放款等語（見本院卷第 299、301頁）。惟按承攬人瑕疵擔保責任與承攬人工作完成 有間，倘承攬工作已完成，縱有瑕疵，僅定作人得定相當期 限請求修補，如承攬人不於所定期限內修補，或拒絕修補， 或其瑕疵不能修補者，得行使解除權或請求減少報酬，仍無 解於定作人給付報酬之義務（最高法院10"
"TCDV,111,建,50,20240920,1","202409","2024","臺灣臺中地方法院民事","111","建","50","20240920","返還溢領工程款","9258","115","202409/臺灣臺中地方法院民事/TCDV,111,建,50,20240920,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺中地方法院民事/TCDV,111,建,50,20240920,1.json","ok","1","2","10","1","0","12","1","0","14","違約金","工期;遲延","相當","","工期;違約金;遲延","1","0","改建工程（下稱系爭工程），於民國109年7月14日簽訂 建築物室內裝修工程承攬契約（下稱系爭契約），工程總價 為新臺幣(下同)10,300,000元，約定工程施工期限自109年7 月15日至110年1月31日止。被告已依系爭契約第6條第4項約 定向原告請領並收受工程款1,545,000元，然木作工程部分 並未施作","於消滅而不存在。如當事人之一方因終止契約而受有損害， 另一方當事人因此受有利益者，此項利益與所受損害間有直 接因果關係，即與民法第179 條後段所定之情形相當。職是 ，受有損害之一方當事人，自得本於上開不當得利規定，請 求受有利益之另一方當事人，返還不當得利及不當得利為金 錢時之利息（最高法院111年度台上"
"TCDV,111,訴,135,20240930,1","202409","2024","臺灣臺中地方法院民事","111","訴","135","20240930","給付工程款","13620","134","202409/臺灣臺中地方法院民事/TCDV,111,訴,135,20240930,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺中地方法院民事/TCDV,111,訴,135,20240930,1.json","ok","1","28","47","11","6","75","11","6","121","逾期違約金;違約金","工期;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","7月13日起至清償日止，按年息5％計算之利息。㈡被告應返還 如附表所示之本票乙紙予原告。㈢原告願供擔保，請准宣告 假執行。 二、被告則以：原告就系爭工程遲延完工，依系爭合約書第22條 規定應賠償遲延履約而遭業主扣款之金額48萬2,350元(計算 式：4,385萬元×1/1000×11日＝48萬2,350元)，且原告","萬3,570元、138萬8,250元、93萬4,369元（元以下四捨五 入），故被告抗辯以237萬5,000元與本件所負工程款債務扣 抵，應屬可採。 ③惟按民法第252條規定：「約定之違約金額過高者，法院得減 至相當之數額。」，故約定之違約金苟有過高情事，法院即 得依此規定核減至相當之數額，無待債權人請求給付後始得 核"
"TPDV,107,建,240,20240913,1","202409","2024","臺灣臺北地方法院民事","107","建","240","20240913","給付工程款","27067","229","202409/臺灣臺北地方法院民事/TPDV,107,建,240,20240913,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,107,建,240,20240913,1.json","ok","1","58","200","9","4","258","9","4","292","逾期違約金;違約金","工期;完工期限;展延;逾期;遲延","相當;過高","過高","工期;完工期限;展延;逾期;逾期違約金;違約金;遲延","1","1","求給付工程款剩餘尾 款以及追加款共計新臺幣（下同）113萬5604元，並依系爭 契約第16條第2項請求自106年12月20日起算按日給付3408元 之違約金，聲明請求：「㈠被告應給付原113萬5604元，及自 起訴狀繕本送達翌日起至清償日止，按年息5％計算之利息， 並自106年12月20日起算至清償日止，按日給付3","。 ⒉不完全給付損害賠償6萬5910元： ⑴SGS驗屋費用3萬9700元：伊於初驗時，告知原告工程有瑕疵 ，然遭原告否認，且追加工程單價未經議定，部分單價過高 。伊僅得委請SGS公司辦理驗屋，驗屋當天，原告在場會同 ，亦在SGS「房屋查證服務簽收單」上簽名，支出驗屋費用3 萬9700元，爰依民法第227條第"
"TPDV,112,建,171,20240913,2","202409","2024","臺灣臺北地方法院民事","112","建","171","20240913","給付工程違約金","20706","236","202409/臺灣臺北地方法院民事/TPDV,112,建,171,20240913,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,171,20240913,2.json","ok","1","62","144","18","16","206","18","16","309","逾期違約金;違約金","工期;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","給付工程違約金 臺灣臺北地方法院民事判決 112年度建字第171號 原 告 即反訴被告 福長製鎖有限公司 法定代理人 彭福長 訴訟代理人 顏世翠律師 複代","損害賠償 總額預定性違約金，原告未因申請使用執照掛件遲延而受有 損害，應不能請求被告賠償逾期違約金。縱原告卻因使照掛 件遲延而受有損害，然該違約金實有過高，應得按民法第25 2條規定予以酌減。 ㈣聲明為： 1.原告之訴及假執行之聲請均駁回。 2.如受不利判決，請准擔保免為假執行。 三、被告笙源公司則以："
"TPDV,112,建,178,20240913,1","202409","2024","臺灣臺北地方法院民事","112","建","178","20240913","給付工程款等","18066","161","202409/臺灣臺北地方法院民事/TPDV,112,建,178,20240913,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,178,20240913,1.json","ok","1","5","41","8","0","46","8","0","62","違約金","工期;完工期限;逾期;遲延","相當","","工期;完工期限;逾期;違約金;遲延","1","0","應於同年月27日進場施作， 惟原告仍無意完成系爭工程。而於112年4月25日試壓測試時 ，原告仍有多項工程項目未完成，則系爭工程因可歸責於原 告之事由遲延，且顯可預見不能於期限完成工作，被告即以 112年4月27日聯絡單告知原告不須再派員進場，解除兩造間 系爭合約。 ㈡系爭合約第3條雖未明定原告請領工程款時須","則屬無據，應予駁回。 五、本判決所命被告給付之金額未逾50萬元，原告勝訴部分，本 院依職權宣告假執行。被告陳明願供擔保，聲請免為假執行 ，合於法律規定，爰酌定相當之擔保金額宣告之。另原告敗 訴部分，其假執行之聲請即失所依據，不應准許。 乙、反訴部分： 壹、程序方面： 一、按被告於言詞辯論終結前，得在本訴繫屬之法院，對於原告"
"TPDV,112,建,275,20240927,1","202409","2024","臺灣臺北地方法院民事","112","建","275","20240927","返還工程款","9496","68","202409/臺灣臺北地方法院民事/TPDV,112,建,275,20240927,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,275,20240927,1.json","ok","1","1","9","1","0","10","1","0","12","違約金","工期;完工期限;遲延","相當","","工期;完工期限;違約金;遲延","1","0","定以及系爭合約第18條第2項、 第25條第1項之約定，求為判決：㈠如主文第1項所示。㈡願供 擔保，請准宣告假執行。 二、被告則以：磊慶公司施作系爭工程並無進度遲延，且無可歸 責事由，原告終止契約並不合法，磊慶公司與其下包最後一 日在工地係111年11月1日，是遭原告禁止入場而沒有繼續施 作。又磊慶公司於工程進行","週年利率5％計算之利息，為有理由，應予准許。 六、假執行之宣告：兩造均陳明願供擔保，以代釋明，聲請宣告 假執行或免為假執行，經核均與法律規定相符，爰分別酌定 相當之擔保金額予以准許。 七、本件事證已臻明確，兩造其餘攻擊防禦方法及證據，核與判 決之結果不生影響，爰不一一論列，併此敘明。 八、訴訟費用負擔之依據：民事訴訟法第85條"
"TPDV,112,建,47,20240906,1","202409","2024","臺灣臺北地方法院民事","112","建","47","20240906","損害賠償等","18785","79","202409/臺灣臺北地方法院民事/TPDV,112,建,47,20240906,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,47,20240906,1.json","ok","1","56","95","26","22","151","26","22","291","逾期違約金;違約金","工期;完工期限;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;完工期限;逾期;逾期違約金;違約金;遲延","1","1","告簽立工程承攬合約書（下稱系爭 契約），其第31條合意以本院為第一審管轄法院（見本院卷 ㈠第46頁）；嗣後並於110年5月11日將系爭契約因被告給付 遲延所生相關債權均讓與原告。原告於本件基於前揭自長泰 金公司受讓所得債權以及自身與被告之約定為請求（請求權 詳見附表「原告主張」、「請求權」欄位），依上開民事訴","，系爭切結書並未有如系爭契約第27 條第2項設有違約金計罰上限之約定，衡諸兩造利益、原告 所受損害程度等因素，原告請求之違約金數額顯屬過苛，爰 請求依民法第252條規定酌減其數額。 ㈢時效抗辯：附表一所示原告主張之請求權，均應適用民法第5 14條第1項的1年短期時效，各項請求已經一部或全部罹於時 效。 三、兩造不爭執"
"TPDV,113,簡上,201,20240925,2","202409","2024","臺灣臺北地方法院民事","113","簡上","201","20240925","給付工程款","7258","36","202409/臺灣臺北地方法院民事/TPDV,113,簡上,201,20240925,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,113,簡上,201,20240925,2.json","ok","1","12","10","1","0","22","1","0","24","逾期違約金;違約金","逾期;遲延","相當","","逾期;逾期違約金;違約金;遲延","1","0","電公司 端之兩端電線連結後才能完成，然台電公司端電線連結施作 工程延宕，致台電公司於112年3月2日始完成掛表作業，此 非可歸責於中成公司，中成公司無逾期違約責任，系爭工程 發電設備掛表後正常運轉送電迄今，中成公司亦已開立發票 向台豪公司請款，然台豪公司迄未支付第四、五、六期款項 ，扣除保固保證金後，尚","系爭工程既已於112年3月2日完成，台豪公司 主張其於112年5月16日以書面終止合約，與法有違，不生 終止之效力。 ⒉按工作有瑕疵者，定作人得定相當期限，請求承攬人修補 之。承攬人不於前項期限內修補者，定作人得自行修補， 並得向承攬人請求償還修補必要之費用。因可歸責於承攬 人之事由，致"
"TTDV,112,建,5,20240913,1","202409","2024","臺灣臺東地方法院民事","112","建","5","20240913","返還保證金及保固金","7814","86","202409/臺灣臺東地方法院民事/TTDV,112,建,5,20240913,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺東地方法院民事/TTDV,112,建,5,20240913,1.json","ok","1","6","2","0","0","8","0","0","8","逾期違約金;違約金","逾期","","","逾期;逾期違約金;違約金","1","0","目辦理減價收受，並核可以監價收受簽准日為驗收合格日，檢附奉准簽影本供參。三、本案驗收程序完成後，結算金額為48,754,242元，刻正辦理保固金繳納及財產登錄作業，且經驗收後查廠商逾期與其他違約情形，為維護本府與廠商權益，擬先辦理結算金額80％工程款撥付作業。四、本次請領金額計工程估驗款計新臺幣11,219,394元（48,754,242*80％－27,784,",""
"TNDV,112,建,63,20240924,1","202409","2024","臺灣臺南地方法院民事","112","建","63","20240924","給付工程款","10940","77","202409/臺灣臺南地方法院民事/TNDV,112,建,63,20240924,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺南地方法院民事/TNDV,112,建,63,20240924,1.json","ok","1","5","7","0","0","12","0","0","12","逾期違約金;違約金","工期;逾期;遲延","","","工期;逾期;逾期違約金;違約金;遲延","1","0","1日前，修補瑕疵並 完成未完工項目，惟原告拒絕進場修補及完成未完工之項目 。依前述履約期限末日之112年3月20日計算，截至112年8月 31日，原告遲延工期達164日，依系爭工程契約第8條第2項 約定：「本合約房屋如乙方非因第6條的情形而逾期交屋時 ，其每逾1日按總合約價千分之一計算」，原告逾期違約金",""
"TNDV,112,建,93,20240918,1","202409","2024","臺灣臺南地方法院民事","112","建","93","20240918","請求損害賠償等","10145","69","202409/臺灣臺南地方法院民事/TNDV,112,建,93,20240918,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺南地方法院民事/TNDV,112,建,93,20240918,1.json","ok","1","9","57","9","0","66","9","0","84","違約金","工期;完工期限;展延;展期;逾期;遲延","相當","","工期;完工期限;展延;展期;逾期;違約金;遲延","1","0","告承 攬原告位於「臺南市○區○○路○段000巷0號（透天宅）」之舊 屋翻新工程（下稱系爭工程），雙方並約定系爭工程總價為 新臺幣（下同）190萬元、施工期限為自111年9月28日起至1 12年7月30日止（共計300個工作天）。嗣被告於約定期限屆 至並未如期完工，經兩造協議後，乃於112年8月8日簽訂工","又未覓人代工之過失，導致未能於約定工期完工，原告 復於112年8月8日再與被告協議展延完工期限至112年9 月30日，而此期限不可謂不相當，此行為已等同民法第 497條第1項規定「相當之期限，請求被告依約履行」， 故被告仍未能於112年9月30日前依約履行，原告自得依"
