"JID","month","decision_year","court","JYEAR","JCASE","JNO","JDATE","JTITLE","JFULL_len","工程次數","src_path","json_file","read_status","judgment_text_available","penalty_keyword_count","delay_keyword_count","reduction_keyword_count","strong_reduction_keyword_count","first_layer_score","second_layer_score","strong_reduction_score","relevance_score","matched_penalty_terms","matched_delay_terms","matched_reduction_terms","matched_strong_reduction_terms","matched_first_layer_terms","is_overdue_penalty_candidate","is_penalty_reduction_high_relevance","first_layer_snippet","reduction_snippet"
"TPHV,109,建上,42,20221129,1","202211","2022","臺灣高等法院民事","109","建上","42","20221129","給付工程款","18709","165","202211/臺灣高等法院民事/TPHV,109,建上,42,20221129,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202211/臺灣高等法院民事/TPHV,109,建上,42,20221129,1.json","ok","1","5","177","7","6","182","7","6","220","違約金","工期;展延;逾期;遲延","相當;酌減;第252條;過高","酌減;第252條;過高","工期;展延;逾期;違約金;遲延","1","1","收，上訴人依系爭契約第5條、第14條第1項第 3款、第4款約定，尚應給付工程款新臺幣（下同）4億4,918 萬1,814元，又依系爭契約第11條第4項約定，給付展延46日 工期之管理費共計529萬7,571元。系爭工程有不可歸責於伊 等之工期展延事由，展延工期144日，完工日期應為96年12 月7日，伊等於96年","外貿易發展協會（下稱外貿協 會）早於96年9月17日進駐辦公，對外發佈將於隔年舉行大 型展覽案，可見上訴人並未受有損害，亦應依民法第148條 第2項、第252條規定酌減違約金為4,700萬5,576元。爰依系 爭契約約定請求上訴人給付4億765萬7,128元，及自97年3月 7日起至清償日止，按週年利率5％計算之利息（"
"TNHV,110,建上更二,4,20250630,1","202506","2025","臺灣高等法院臺南分院民事","110","建上更二","4","20250630","給付工程款","42072","284","202506/臺灣高等法院臺南分院民事/TNHV,110,建上更二,4,20250630,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣高等法院臺南分院民事/TNHV,110,建上更二,4,20250630,1.json","ok","1","82","64","15","11","146","15","11","220","逾期違約金;違約金","工期;展延;逾期;遲延","相當;酌減;第252條;過高","酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","律關係，請求環 保局給付前述已完成工作之報酬及系爭履約保證金，共計36 ,050,374元，並加計自起訴狀繕本送達翌日即101年3月22日 起算之法定遲延利息。原審僅判命環保局給付18,098,189元 本息，駁回伊其餘請求，就駁回部分，顯有不當，為此提起 上訴，並聲明：㈠原判決關於駁回宜鴻公司後開第二項之訴","電工項不能運作之工 項達12項，顯見因宜鴻公司未依約完工，系爭工程根本無法 產生處理生活污水之功能，確實並無一部先行使用之狀況， 故計算逾期違約金並無酌減之空間。伊前於114年1月20日函 知宜鴻公司檢附發票前來請領系爭工程22,000,000元工程款 ，宜鴻公司已於同年月21日收受通知，惟稱該公司停業中無"
"TCDV,112,重訴,315,20240415,1","202404","2024","臺灣臺中地方法院民事","112","重訴","315","20240415","履行契約等","22410","1","202404/臺灣臺中地方法院民事/TCDV,112,重訴,315,20240415,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202404/臺灣臺中地方法院民事/TCDV,112,重訴,315,20240415,1.json","ok","1","87","26","21","16","113","21","16","219","違約金","逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","逾期;違約金;遲延","1","1","良，而協議内容執行日期為108年4月1日起至108年5月31 日，若未能於該期限内執行完成，視為得標者違約，得標 者除須履行合約精神，如有違約需各付違約金690000元予 原告及陳金良，違約金必須於3天内給付完畢，每逾1天加 計違約金15%至給付完畢為止。 2、詎原告及陳金良均已依系爭契約履行完畢，","1242 元【計算式：0000000×5%×(4+4/12)=0000000；0000000+0 000000=0000000】，故原告請求之違約金並無過高之情。 二、被告方面： (一)兄弟3人於108年3月20日簽署之系爭契約，當事人真意為 「移轉經營權及出資額」，並非分配動產而已。原告主張 該文件"
"TYDV,112,建,115,20250117,3","202501","2025","臺灣桃園地方法院民事","112","建","115","20250117","給付違約金","11445","71","202501/臺灣桃園地方法院民事/TYDV,112,建,115,20250117,3.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202501/臺灣桃園地方法院民事/TYDV,112,建,115,20250117,3.json","ok","1","61","65","17","14","126","17","14","219","逾期違約金;違約金","工期;展延;展期;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;展期;逾期;逾期違約金;違約金;遲延","1","1","給付違約金 臺灣桃園地方法院民事判決 112年度建字第115號 原 告 傅姿媛 訴訟代理人 吳詩敏律師 李惠貞律師 被 告 順","1項及契約附件「建材及設備 說明」第8點交付出廠證明？原告依系爭契約第16條第1項請 求給付違約金2,725,000元，有無理由？被告時效抗辯及請 求酌減違約金，有無理由？ 1.按系爭契約第8條第1項約定：「本工程所使用之工程、機具 、及工作場地設備等，應由乙方提供，其等級或品質不甚明 瞭時，依雙方認可之材"
"TPHV,111,建上,43,20230830,1","202308","2023","臺灣高等法院民事","111","建上","43","20230830","給付工程款","26171","188","202308/臺灣高等法院民事/TPHV,111,建上,43,20230830,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202308/臺灣高等法院民事/TPHV,111,建上,43,20230830,1.json","ok","1","60","78","14","13","138","14","13","218","逾期違約金;違約金","工期;完工期限;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;完工期限;展延;逾期;逾期違約金;違約金;遲延","1","1",",766 萬9,201元、已結算未估驗款7,528萬3,474元，共1億6,186 萬442元工程款。另被上訴人至104年10月15日系爭契約終止 ，逾期42天，經依系爭契約第18條第9款第5目第1子目約定 核算逾期違約金（下稱系爭逾期違約金）計為1億2,600萬元 (計算式：3,000,000×42)。嗣伊將被","7萬5,000元 ，總額達1億8,857萬5,000元；對照伊施工進度達69.19%， 剩餘履約契約價金約為7.85億元，裁罰違約金高達24%，實 屬過高，應予酌減等語，資為抗辯。並答辯聲明：上訴駁回 。 三、兩造不爭執事項(見本院卷第168至170頁)： ㈠兩造於101年7月24日簽訂工程採購契約（即系爭契約），由"
"TCHV,112,建上更一,36,20240925,1","202409","2024","臺灣高等法院臺中分院民事","112","建上更一","36","20240925","給付工程款","15272","151","202409/臺灣高等法院臺中分院民事/TCHV,112,建上更一,36,20240925,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院臺中分院民事/TCHV,112,建上更一,36,20240925,1.json","ok","1","16","174","6","4","190","6","4","218","逾期違約金;違約金","工期;展延;逾期","相當;過高","過高","工期;展延;逾期;逾期違約金;違約金","1","1","一、上訴人主張：兩造於民國99年12月17日簽訂「○○厝蓄洪池抽 水站新建工程併辦土石標售案」（下稱系爭工程）之工程契 約書，約定開工日為99年12月28日，工期為360個日曆天， 預定竣工日為100年12月26日，嗣因變更設計，工程款增加 至新臺幣（下同）60,086,340元，扣除被上訴人已給付及經 法院判","無法施工，仍應有符合系爭注意事項附表一之情形，方 得申請展延工期。系爭注意事項附表一第17點規定「填 方工程因雨受濕致含水量過高，須翻曬風乾或土方置換 者」，可知依該點規定申請展延工期以「填方工程」為 限。稽之系爭工程監造單位所提審查分析說明：「查本 工"
"KSHV,109,建上更一,4,20241211,1","202412","2024","臺灣高等法院高雄分院民事","109","建上更一","4","20241211","給付承攬報酬","15422","66","202412/臺灣高等法院高雄分院民事/KSHV,109,建上更一,4,20241211,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202412/臺灣高等法院高雄分院民事/KSHV,109,建上更一,4,20241211,1.json","ok","1","33","123","12","9","156","12","9","216","逾期違約金;違約金","工期;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","00年5月19日就「莫拉克颱風災 後復建工程計畫─桃源區桃源里聯絡道路復建工程」（下稱 系爭工程）簽訂工程採購契約（下稱系爭契約），約定由伊 承攬，施工期限為390日曆天，工程總價新臺幣（下同）1億 3,900萬元。系爭工程於同年4月24日開工，預定完工日為10 1年5月17日，嗣因颱風導致地形改變，歷經3次變更","0日，逕自系爭工程款扣 除逾期違約金2,847萬9,971元。況縱有逾期，系爭工程已部 分完工，被上訴人依約以每日按契約總價1%計算逾期違約金 ，亦嫌過高，應予酌減，應依系爭契約第4條及民法第490、 179條規定返還溢扣之違約金，除原審判命被上訴人返還溢 扣違約金14萬2,400元本息確定外，其餘額為28,33"
"TCDV,109,建,2,20220425,1","202204","2022","臺灣臺中地方法院民事","109","建","2","20220425","給付工程款","4924","20","202204/臺灣臺中地方法院民事/TCDV,109,建,2,20220425,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202204/臺灣臺中地方法院民事/TCDV,109,建,2,20220425,1.json","ok","1","36","47","24","21","83","24","21","215","逾期違約金;違約金","工期;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","代理人原為魏明谷，嗣於訴訟繫屬中變更為 胡南澤。茲由胡南澤具狀聲明承受訴訟（見本院卷一第193 頁），於法並無不合，應予准許。 二、原告起訴時，原請求被告給付展延工期管理費新臺幣（下同 ）300萬938元本息（見本院卷一第1、27頁）。嗣於訴訟進 行中，本於同一工程契約，以被告依約計罰之逾期違約金過 高為由，變","管理費新臺幣（下同 ）300萬938元本息（見本院卷一第1、27頁）。嗣於訴訟進 行中，本於同一工程契約，以被告依約計罰之逾期違約金過 高為由，變更依民法第252條、第179條規定，請求酌減違約 金暨返還經酌減之金額，而聲明求為判決命被告應給付原告 500萬元，及加計自本判決確定翌日起算之法定遲延利息（ 見本院卷"
"TPHV,109,重上,904,20221026,1","202210","2022","臺灣高等法院民事","109","重上","904","20221026","給付承攬報酬等","28712","11","202210/臺灣高等法院民事/TPHV,109,重上,904,20221026,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202210/臺灣高等法院民事/TPHV,109,重上,904,20221026,1.json","ok","1","35","14","35","24","49","35","24","215","違約金","遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","違約金;遲延","1","1","條第1項、第255條第1項第3款規定自明 。查和範公司就C標案第一期款部分，原起訴請求移民署給 付2,073萬0,770元及自民國106年12月19日起加計法定遲延 利息（見原審卷㈠第29頁），嗣上訴本院後，就利息部分， 變更為自107年8月11日起算（見本院卷㈠第43頁、本院卷㈡第 412頁），核屬減縮應受判決","標案之 履約保證金各490萬、127萬5,000元；縱認伊違法轉包，保 固保證金及履約保證金亦不得充做懲罰性違約金；縱認得為 懲罰性違約金，違約金亦屬過高，應予酌減等語，為移民署 否認，經查： ⒈按A、B、C、D標案契約第六條第㈥款第⒈目均約定：「廠商不 得將契約轉包。廠商亦不得以不具備履行契約分包事項能力"
"TPDV,112,建,183,20250110,1","202501","2025","臺灣臺北地方法院民事","112","建","183","20250110","給付違約金等","18065","100","202501/臺灣臺北地方法院民事/TPDV,112,建,183,20250110,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202501/臺灣臺北地方法院民事/TPDV,112,建,183,20250110,1.json","ok","1","66","52","19","14","118","19","14","215","逾期違約金;違約金","工期;完工期限;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;完工期限;逾期;逾期違約金;違約金;遲延","1","1","給付違約金等 臺灣臺北地方法院民事判決 112年度建字第183號 原 告 豐楠開發建設股份有限公司 法定代理人 陳秉庠 訴訟代理人 王世平律師 複 代理 人","第4款約定之違約金係屬損害賠償總 額預定性質，系爭工程既已完工並取得使用執照，縱有遲延 情事，原告並未因此受有損害，應不得對伊主張計罰違約金 ，或應依民法第252條規定，將違約金數額酌減至0元；且有 關違約金之計算基準，應以兩造就系爭工程結算後之總價（ 詳後述）為準，原告主張以契約金額5,500萬元為基準，按 日"
"KMDV,111,訴,23,20231211,1","202312","2023","福建金門地方法院民事","111","訴","23","20231211","定作人請求承攬契約損害賠償","16635","16","202312/福建金門地方法院民事/KMDV,111,訴,23,20231211,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202312/福建金門地方法院民事/KMDV,111,訴,23,20231211,1.json","ok","1","56","76","15","13","132","15","13","214","逾期違約金;違約金","工期;展延;展期;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;展期;逾期;逾期違約金;違約金;遲延","1","1","轉為契約總價額百分之5即394,500元之履約保證 金予原告，系爭契約履約期限為109年7月11日。嗣後因新冠 肺炎疫情爆發，被告於109年4月1日函請原告申請展延工期 ，經原告同年4月24日召開展延工期討論會議，會議中決議 因被告提出資料尚非齊全，請被告檢具相關事證後再次申請 展延；被告復於109年5月4日二次","條第2款規定，將被 告已繳納之履約保證金發還，讓被告在此新冠疫情中，減少 損失，而今卻反其道而行，請求履約遲延之違約金，自屬無 據。末按約定之違約金額過高者，法院得減至相當之數額， 若認被告有應給付違約金事由，懇請鈞院斟酌無法履約係因 新冠疫情之不可抗力事由造成，依職權酌減違約金等語。 ㈢聲明： ⒈原告之"
"TPDV,111,建,209,20250214,1","202502","2025","臺灣臺北地方法院民事","111","建","209","20250214","給付工程款","40375","397","202502/臺灣臺北地方法院民事/TPDV,111,建,209,20250214,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202502/臺灣臺北地方法院民事/TPDV,111,建,209,20250214,1.json","ok","1","29","177","2","1","206","2","1","214","逾期違約金;違約金","工期;展延;逾期;遲延","相當;酌減","酌減","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","費用扣款金額並 無理由。被告於110年8月9日終止契約1年後，方為主張扣款 ，原告得依民法第514條第1項規定為時效抗辯。 ⒉營業損失部分： 系爭工程遲延不可歸責於原告（另詳後述），被告不得請求 原告負擔營業損失。被告係於113年5月31日民事答辯十四狀 方為主張營業損失，距契約終止日110年8月9日已逾2年，原","工程費用，亦非有理（被告得否依民法第231條第1項 規定請求營業損失，另詳後述）。 ⒋再按「因可歸責於承攬人之事由，致工作逾約定期限始完成 ，或未定期限而逾相當時期始完成者，定作人得請求減少報 酬或請求賠償因遲延而生之損害。」及「前項情形，如以工 作於特定期限完成或交付為契約之要素者，定作人得解除契 約，並得"
"TPDV,112,建,258,20250214,1","202502","2025","臺灣臺北地方法院民事","112","建","258","20250214","給付工程款","40513","397","202502/臺灣臺北地方法院民事/TPDV,112,建,258,20250214,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202502/臺灣臺北地方法院民事/TPDV,112,建,258,20250214,1.json","ok","1","29","177","2","1","206","2","1","214","逾期違約金;違約金","工期;展延;逾期;遲延","相當;酌減","酌減","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","費用扣款金額並 無理由。被告於110年8月9日終止契約1年後，方為主張扣款 ，原告得依民法第514條第1項規定為時效抗辯。 ⒉營業損失部分： 系爭工程遲延不可歸責於原告（另詳後述），被告不得請求 原告負擔營業損失。被告係於113年5月31日民事答辯十四狀 方為主張營業損失，距契約終止日110年8月9日已逾2年，原","工程費用，亦非有理（被告得否依民法第231條第1項 規定請求營業損失，另詳後述）。 ⒋再按「因可歸責於承攬人之事由，致工作逾約定期限始完成 ，或未定期限而逾相當時期始完成者，定作人得請求減少報 酬或請求賠償因遲延而生之損害。」及「前項情形，如以工 作於特定期限完成或交付為契約之要素者，定作人得解除契 約，並得"
"TPDV,106,建,59,20220324,2","202203","2022","臺灣臺北地方法院民事","106","建","59","20220324","給付工程款","22843","123","202203/臺灣臺北地方法院民事/TPDV,106,建,59,20220324,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202203/臺灣臺北地方法院民事/TPDV,106,建,59,20220324,2.json","ok","1","46","95","12","12","141","12","12","213","逾期違約金;違約金","工期;展延;逾期;遲延","酌減;第252條;過高","酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","告第一次 指示停工前，並未告知預計復工時間，致伊預先栽種之苗木 因颱風全數死亡，加上颱風導致市場上苗木無法正常供貨， 伊因此無法及時備妥苗木而造成履約遲延。另被告遲延進行 驗收程序，除造成伊額外支出高額植栽照護費用，更無法依 約進行植栽撫育，故伊實係因可歸責被告之事由，除有部分 工程款未領取並遭被告扣罰","無逾期，依系 爭契約第9條約定、民法第490條、第491條、第179條規定， 被告應返還逾期違約金129萬0660元，縱認伊應負擔遲延竣 工責任，亦應酌減違約金數額。 ⒋他案（公共工程標）之保固修繕費55萬0242元 系爭工程於104年3月13日經被告初驗完成後，依系爭契約第 23條驗收之約定，被告應於20"
"TPHV,110,重上,244,20220809,1","202208","2022","臺灣高等法院民事","110","重上","244","20220809","履行契約等","30397","14","202208/臺灣高等法院民事/TPHV,110,重上,244,20220809,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202208/臺灣高等法院民事/TPHV,110,重上,244,20220809,1.json","ok","1","65","76","14","11","141","14","11","213","逾期違約金;違約金","工期;完工期限;展延;展期;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;完工期限;展延;展期;逾期;逾期違約金;違約金;遲延","1","1","部分土地及其上房屋作為合建基地及範圍，由豐可公司統籌 辦理都市更新、拆除、起造、設計、承造、地政登記等興建 房屋相關事宜（下稱系爭合建案），因豐可公司逾期取得使 用執照及交屋等情，故依合建契約第6條第2款約定，請求豐 可公司給付伊取得使照逾期違約金各新臺幣（下同）99萬60 00元及交屋逾期違約金各25","違約金之給付義務。縱伊應給付開工逾 期違約金、取得使照逾期違約金或交屋逾期違約金，所約定 之數額，參諸新北市五股地區房租行情，以每月3萬元計算 ，亦屬過高，應予酌減。再者，林崑連、陳文華雖參與1040 605會議，但僅主動聽取地主戶意見並向伊回報，未曾為系 爭會議承諾，伊亦未為系爭書面承諾，伊與林隆盛等6人間"
"TPHV,112,重上,152,20250829,1","202508","2025","臺灣高等法院民事","112","重上","152","20250829","給付工程款","34416","80","202508/臺灣高等法院民事/TPHV,112,重上,152,20250829,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202508/臺灣高等法院民事/TPHV,112,重上,152,20250829,1.json","ok","1","60","101","14","6","161","14","6","213","逾期違約金;違約金","工期;展延;逾期;遲延","相當;酌減;第252條;過高","酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","2款定有明文。查被上訴人即上訴人致寶工 程有限公司（下稱致寶公司）於第一審提起反訴，主張上訴 人即被上訴人文泉企業工程股份有限公司（下稱文泉公司） 有逾期完工情事，依兩造間之110年4月26日承攬契約（於11 0年5月14日用印完成，下稱系爭契約）第8條第1項前段規定 ，請求文泉公司給付新臺幣（下同）1058萬400","年11月11日， 而電扶梯已在110年11月9日完成安裝測試。退步言，縱認為 文泉公司有逾期違約之情形，然系爭契約第8條有關違約罰 款之約定金額亦明顯過高，應予酌減。 ㈢至致寶公司主張之抵銷抗辯部分，文泉公司否認有瑕疵存在 ，且致寶公司從未催告文泉公司修繕，不符合民法第493條 、第495條請求要件，又承攬是"
"TCHV,106,建上,76,20230222,1","202302","2023","臺灣高等法院臺中分院民事","106","建上","76","20230222","給付工程款等","24529","179","202302/臺灣高等法院臺中分院民事/TCHV,106,建上,76,20230222,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202302/臺灣高等法院臺中分院民事/TCHV,106,建上,76,20230222,1.json","ok","1","31","97","16","13","128","16","13","212","逾期違約金;違約金","工期;完工期限;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;完工期限;展延;逾期;逾期違約金;違約金;遲延","1","1","在此限，為同法第446條第1項所明定。查上訴人於原審就工 程款部分，請求被上訴人給付新臺幣（下同）458萬0,266元 ，及自起訴狀繕本送達之翌日起加計之法定遲延利息。 嗣 於本院減縮請求被上訴人給付429萬5,127元，及自起訴狀繕 本送達之翌日起加計之法定遲延利息，核屬減縮起訴之聲明 ，於法無不合，合先敘明","表一物料、附表二物料），至106月4月18日始返還附表 一物料，仍未返還附表二物料。被上訴人應返還自105年7月 26日起至106年4月18日止，使用附表一物料相當於租金之不 當得利合計160萬7,344元，並返還附表二物料；如無法返還 ，應賠償該物料之價值合計51萬元3,694元。爰依系爭（承 攬）契約法律關係"
"SCDV,107,建,19,20211105,1","202111","2021","臺灣新竹地方法院民事","107","建","19","20211105","給付工程款","37364","386","202111/臺灣新竹地方法院民事/SCDV,107,建,19,20211105,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202111/臺灣新竹地方法院民事/SCDV,107,建,19,20211105,1.json","ok","1","53","116","13","4","169","13","4","211","逾期違約金;違約金","工期;完工期限;展延;逾期;遲延","相當;酌減;過高","酌減;過高","工期;完工期限;展延;逾期;逾期違約金;違約金;遲延","1","1","259條、第260條第1 項分別定有 明文。本件原告以兩造間承攬契約為據，請求被告應給付變 更及追加之工程款。被告則辯以兩造工程款已結算完畢，另 原告逾期完工，被告得依工程合約第15條第2項約定請求原 告給付違約金，並就此兩部分金額為抵銷抗辯及就餘額提起 反訴等語。是被告係就上開抵銷餘額提起反訴，與本訴源自","分請款之業界慣例，顯見原告按追加工程進度比例而先行 請款，並非折扣之意。又倘被告所述為真(純屬假設，原 告否認)，則為何原告願意平白無故酌減工程款項？原告 又何須無端給予被告工程折扣？且折扣幅度高達85折之優 惠，蓋工程款項與商品買賣不同，其原料、工序、工班費 用為數皆不小，耗"
"TPDV,113,建,73,20251231,1","202512","2025","臺灣臺北地方法院民事","113","建","73","20251231","給付違約金","11799","16","202512/臺灣臺北地方法院民事/TPDV,113,建,73,20251231,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202512/臺灣臺北地方法院民事/TPDV,113,建,73,20251231,1.json","ok","1","60","56","18","14","116","18","14","211","逾期違約金;違約金","逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","逾期;逾期違約金;違約金;遲延","1","1","給付違約金 臺灣臺北地方法院民事判決 113年度建字第73號 原 告 國立臺灣大學 法定代理人 陳文章 訴訟代理人 陳琬渝律師 嚴紹瑜律","，數量非低，按工程慣例，大量採購備料成本應較零售價格 為低，且渠已實際施作系爭契約4年9個月，駕輕就熟，何以 渠出具報價單不論數量多寡，金額皆一致，單價顯有過高。 (二)被告修繕義務之產生應以各系所之叫修單為準，換言之，各 系所叫修單所填之應修繕數量傳達給被告後，才會使被告有 修繕義務發生，被告也才能預見若違約自己應"
"SCDV,107,建,69,20210326,2","202103","2021","臺灣新竹地方法院民事","107","建","69","20210326","給付價金等","62962","67","202103/臺灣新竹地方法院民事/SCDV,107,建,69,20210326,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202103/臺灣新竹地方法院民事/SCDV,107,建,69,20210326,2.json","ok","1","50","135","8","2","185","8","2","209","違約金","工期;完工期限;逾期;遲延","相當;酌減","酌減","工期;完工期限;逾期;違約金;遲延","1","1","月間抵達臺灣，詎原告欲進場交貨及進行安裝時，發現青庭 等3筆建案工程進度均嚴重落後，甚且連使用執照均未取得 ，足見係青庭等3筆建案因可歸責於被告事由所致受領遲延 ，被告仍應依約如期給付第三期款「交貨完成40%」及賠償 原告為存放上開廚具額外租賃倉庫而支出倉儲費用。而被告 迄至106年間始通知原告就青庭等3筆建","求，被告均未能舉證有何蒙受損失之情事 ，則其援引該條之約定請求沒收全部應領款項，亦屬無據。 縱認被告得依兩造違約金條款沒收未付契約款項亦顯有不公 ，應酌減該違約金之金額。 (五)被告為抵銷抗辯部分： 被告遲延提出被證17、18，程序上不應准許。且被告並未要 求原告為保固修繕，被證17之收據、統一發票内容無從證明"
"TNDV,109,建,13,20231110,1","202311","2023","臺灣臺南地方法院民事","109","建","13","20231110","給付工程款等","38416","415","202311/臺灣臺南地方法院民事/TNDV,109,建,13,20231110,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/臺灣臺南地方法院民事/TNDV,109,建,13,20231110,1.json","ok","1","23","156","7","4","179","7","4","209","逾期違約金;違約金","工期;完工期限;展延;展期;逾期;遲延","相當;過高","過高","工期;完工期限;展延;展期;逾期;逾期違約金;違約金;遲延","1","1","條、第260條分別定有明文。查被告直得科 技股份有限公司於本件審理中，就原告主張之同一基礎事實 提起反訴，請求原告即反訴被告華豐營造股份有限公司給付 逾期違約金，符合前開提起反訴之要件，又無不得提起反訴 之情況，應予准許。 二、次按不變更訴訟標的，而補充或更正事實上或法律上之陳述 者，非為訴之變更或追加，民事訴訟法第","490條規定及第494條規定互相參照觀之，不難索解。是定 作人於承攬人完成工作時，雖其工作有瑕疵，仍無解於應 給付報酬之義務，僅定作人得定相當期限請求承攬修補， 如承攬人不於所定期限內修補瑕疵，或拒絕修補，或其瑕 疵不能修補者，定作人得依民法第494條規定，請求減少 報酬而已（最"
"KMDV,109,訴,99,20210518,1","202105","2021","福建金門地方法院民事","109","訴","99","20210518","履行契約","18017","20","202105/福建金門地方法院民事/KMDV,109,訴,99,20210518,1.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202105/福建金門地方法院民事/KMDV,109,訴,99,20210518,1.json","ok","1","53","69","19","12","122","19","12","208","逾期違約金;違約金","工期;展延;逾期;遲延","民法第252條;相當;酌減;第252條;過高","民法第252條;酌減;第252條;過高","工期;展延;逾期;逾期違約金;違約金;遲延","1","1","之義務，被告則於109 年10月16日具狀主張原告 尚應賠償系爭船舶右主機損壞之新臺幣( 下同) 0000000 元 ( 此部份後擴張為0000000 元) 、逾期違約金854910元，扣 除系爭契約總價款0000000 元後，原告尚應依系爭契約給付 原告804469元等語，查本件當事人雙方所主張之權利，均係 由系爭契","連日大雨而遲誤，仍不具可歸責性，縱認原告有可歸責 之事由，原告違約之情節尚屬輕微，未造成被告嚴重損害， 不過10天之逾期，扣減金額高達85萬4,910 元，顯有過高之 嫌，爰聲請法院依照依民法第252 條酌減。 ㈢爰依系爭契約第3 條、第5 條第3 款約定起訴請求被告給付 系爭契約價款等語，並聲明：㈠被告應給付原告4"
"KSDV,111,建,56,20260206,2","202602","2026","臺灣高雄地方法院民事","111","建","56","20260206","酌減違約金等","11947","67","202602/臺灣高雄地方法院民事/KSDV,111,建,56,20260206,2.json","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202602/臺灣高雄地方法院民事/KSDV,111,建,56,20260206,2.json","ok","1","13","113","15","12","126","15","12","208","違約金","工期;展延;逾期;遲延","相當;酌減;過高","酌減;過高","工期;展延;逾期;違約金;遲延","1","1","酌減違約金等 臺灣高雄地方法院民事判決 111年度建字第56號 原 告 銘登營造有限公司 法定代理人 董榮進 訴訟代理人 張簡明杰律師","酌減違約金等 臺灣高雄地方法院民事判決 111年度建字第56號 原 告 銘登營造有限公司 法定代理人 董榮進 訴訟代理人 張簡明杰律師"
