JID,model_family,model,feature,feature_label,feature_value,mean,std,coefficient_scaled,standardized_value,contribution,contribution_abs,rank_by_abs,interpretation
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_money_candidate_count,AI 候選金額數,23.0,29.60606061,7.18558909,-0.19166819,-0.91934851,0.17620986,0.17620986,4,提高酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.48484848,0.49977038,0.16040232,-0.97014249,-0.15561311,0.15561311,5,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.48484848,0.49977038,0.16040232,-0.97014249,-0.15561311,0.15561311,6,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.8030303,0.39770923,-0.24977099,0.49526057,-0.12370172,0.12370172,7,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.8030303,0.39770923,-0.24977099,0.49526057,-0.12370172,0.12370172,8,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_log_claimed_penalty,主張違約金(log),15.0964444,16.34934956,1.66529897,0.13540461,-0.75236049,-0.10187308,0.10187308,9,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_issue_owner_fault,業主可歸責爭點,1.0,0.86363636,0.34317429,-0.2071798,0.39735972,-0.08232491,0.08232491,10,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_ai_issue_owner_fault,AI 提示：業主可歸責,1.0,0.86363636,0.34317429,-0.2071798,0.39735972,-0.08232491,0.08232491,11,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_log_contract_price,契約總價(log),15.0964444,16.17302776,4.27434979,-0.2929731,-0.25187067,0.07379133,0.07379133,12,提高酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_delay_days,逾期天數,176.0,204.46969697,235.08104468,0.36501668,-0.12110588,-0.04420567,0.04420567,13,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_delay_candidate_count,AI 候選天數數,12.0,11.8030303,1.46907203,-0.31422388,0.13407763,-0.04213039,0.04213039,14,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_claim_to_contract_ratio,主張違約金/契約總價,1.0,1229.48440109,9891.29181351,0.18975604,-0.12419858,-0.02356743,0.02356743,15,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.92424242,0.26460984,-0.07620882,0.28629918,-0.02181852,0.02181852,16,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.92424242,0.26460984,-0.07620882,0.28629918,-0.02181852,0.02181852,17,降低酌減機率
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18,影響接近零
"CYDV,111,建,2,20240607,3",classification,logistic_regression_l2,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_issue_extension_request,展延申請爭點,0.0,0.875,0.33071891,-0.04018687,-2.64575134,0.10632447,0.10632447,1,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_ai_issue_extension_request,AI 提示：展延申請,0.0,0.875,0.33071891,-0.04018687,-2.64575134,0.10632447,0.10632447,2,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_money_candidate_count,AI 候選金額數,23.0,30.28125,6.11726233,0.06750068,-1.19027918,-0.08034465,0.08034465,3,降低准許比例/提高酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_log_claimed_penalty,主張違約金(log),15.0964444,16.39224472,1.64675437,-0.07501585,-0.78688136,0.05902857,0.05902857,4,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.5,0.5,-0.03365042,-1.0,0.03365042,0.03365042,5,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.5,0.5,-0.03365042,-1.0,0.03365042,0.03365042,6,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_issue_owner_fault,業主可歸責爭點,1.0,0.875,0.33071891,0.03713948,0.37796448,0.0140374,0.0140374,7,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_ai_issue_owner_fault,AI 提示：業主可歸責,1.0,0.875,0.33071891,0.03713948,0.37796448,0.0140374,0.0140374,8,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_delay_days,逾期天數,176.0,210.078125,236.50061474,-0.07519768,-0.14409318,0.01083547,0.01083547,9,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.796875,0.40232479,0.01878109,0.50487816,0.00948216,0.00948216,10,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.796875,0.40232479,0.01878109,0.50487816,0.00948216,0.00948216,11,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_log_contract_price,契約總價(log),15.0964444,16.39756482,3.82790186,-0.02492127,-0.33990433,0.00847085,0.00847085,12,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_delay_candidate_count,AI 候選天數數,12.0,11.984375,0.12401959,0.03006805,0.12598816,0.00378822,0.00378822,13,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_claim_to_contract_ratio,主張違約金/契約總價,1.0,1267.90164358,10042.22964434,-0.02476236,-0.12615741,0.00312396,0.00312396,14,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_penalty_per_delay_day,每日違約金,20454.54545455,676898.29440152,1341789.57624059,-0.00584356,-0.48923003,0.00285885,0.00285885,15,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.921875,0.26836819,0.00432985,0.29111125,0.00126047,0.00126047,16,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.921875,0.26836819,0.00432985,0.29111125,0.00126047,0.00126047,17,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18,影響接近零
"CYDV,111,建,2,20240607,3",ratio,ridge_regression_l2,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_issue_extension_request,展延申請爭點,0.0,0.875,0.33071891,-0.03049917,-2.64575134,0.08069322,0.08069322,1,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_ai_issue_extension_request,AI 提示：展延申請,0.0,0.875,0.33071891,-0.03049917,-2.64575134,0.08069322,0.08069322,2,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_log_claimed_penalty,主張違約金(log),15.0964444,16.39224472,1.64675437,-0.07878684,-0.78688136,0.0619959,0.0619959,3,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_money_candidate_count,AI 候選金額數,23.0,30.28125,6.11726233,0.04726561,-1.19027918,-0.05625927,0.05625927,4,降低准許比例/提高酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.5,0.5,-0.02464699,-1.0,0.02464699,0.02464699,5,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.5,0.5,-0.02464699,-1.0,0.02464699,0.02464699,6,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_delay_days,逾期天數,176.0,210.078125,236.50061474,-0.06376407,-0.14409318,0.00918797,0.00918797,7,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_issue_owner_fault,業主可歸責爭點,1.0,0.875,0.33071891,0.0222835,0.37796448,0.00842237,0.00842237,8,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_ai_issue_owner_fault,AI 提示：業主可歸責,1.0,0.875,0.33071891,0.0222835,0.37796448,0.00842237,0.00842237,9,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.796875,0.40232479,0.00997349,0.50487816,0.0050354,0.0050354,10,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.796875,0.40232479,0.00997349,0.50487816,0.0050354,0.0050354,11,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_delay_candidate_count,AI 候選天數數,12.0,11.984375,0.12401959,0.02705622,0.12598816,0.00340876,0.00340876,12,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_log_contract_price,契約總價(log),15.0964444,16.39756482,3.82790186,-0.00425893,-0.33990433,0.00144763,0.00144763,13,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_claim_to_contract_ratio,主張違約金/契約總價,1.0,1267.90164358,10042.22964434,-0.00709631,-0.12615741,0.00089525,0.00089525,14,提高准許比例/降低酌減幅度
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_penalty_per_delay_day,每日違約金,20454.54545455,676898.29440152,1341789.57624059,0.0,-0.48923003,-0.0,0.0,15,影響接近零
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.921875,0.26836819,0.0,0.29111125,0.0,0.0,16,影響接近零
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17,影響接近零
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.921875,0.26836819,0.0,0.29111125,0.0,0.0,18,影響接近零
"CYDV,111,建,2,20240607,3",ratio,lasso_regression_l1,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_log_contract_price,契約總價(log),19.69150814,16.17302776,4.27434979,-0.2929731,0.82316154,-0.24116419,0.24116419,1,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_money_candidate_count,AI 候選金額數,21.0,29.60606061,7.18558909,-0.19166819,-1.19768338,0.22955781,0.22955781,2,提高酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_penalty_per_delay_day,每日違約金,57274.10084034,656568.04305602,1326298.9919724,0.46826571,-0.45185433,-0.21158789,0.21158789,3,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.48484848,0.49977038,0.16040232,-0.97014249,-0.15561311,0.15561311,4,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.48484848,0.49977038,0.16040232,-0.97014249,-0.15561311,0.15561311,5,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_delay_days,逾期天數,119.0,204.46969697,235.08104468,0.36501668,-0.36357545,-0.1327111,0.1327111,6,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.8030303,0.39770923,-0.24977099,0.49526057,-0.12370172,0.12370172,7,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.8030303,0.39770923,-0.24977099,0.49526057,-0.12370172,0.12370172,8,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_issue_extension_request,展延申請爭點,1.0,0.86363636,0.34317429,0.22337217,0.39735972,0.0887591,0.0887591,9,提高酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_ai_issue_extension_request,AI 提示：展延申請,1.0,0.86363636,0.34317429,0.22337217,0.39735972,0.0887591,0.0887591,10,提高酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_issue_owner_fault,業主可歸責爭點,1.0,0.86363636,0.34317429,-0.2071798,0.39735972,-0.08232491,0.08232491,11,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_ai_issue_owner_fault,AI 提示：業主可歸責,1.0,0.86363636,0.34317429,-0.2071798,0.39735972,-0.08232491,0.08232491,12,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_log_claimed_penalty,主張違約金(log),15.7347273,16.34934956,1.66529897,0.13540461,-0.36907623,-0.04997462,0.04997462,13,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_delay_candidate_count,AI 候選天數數,12.0,11.8030303,1.46907203,-0.31422388,0.13407763,-0.04213039,0.04213039,14,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_claim_to_contract_ratio,主張違約金/契約總價,0.01912458,1229.48440109,9891.29181351,0.18975604,-0.12429775,-0.02358625,0.02358625,15,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.92424242,0.26460984,-0.07620882,0.28629918,-0.02181852,0.02181852,16,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.92424242,0.26460984,-0.07620882,0.28629918,-0.02181852,0.02181852,17,降低酌減機率
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18,影響接近零
"SLDV,112,建,32,20240626,1",classification,logistic_regression_l2,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_money_candidate_count,AI 候選金額數,21.0,30.28125,6.11726233,0.06750068,-1.51722282,-0.10241357,0.10241357,1,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.5,0.5,-0.03365042,-1.0,0.03365042,0.03365042,2,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.5,0.5,-0.03365042,-1.0,0.03365042,0.03365042,3,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_log_claimed_penalty,主張違約金(log),15.7347273,16.39224472,1.64675437,-0.07501585,-0.39928081,0.02995239,0.02995239,4,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_delay_days,逾期天數,119.0,210.078125,236.50061474,-0.07519768,-0.38510735,0.02895918,0.02895918,5,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_log_contract_price,契約總價(log),19.69150814,16.39756482,3.82790186,-0.02492127,0.86050882,-0.02144497,0.02144497,6,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_issue_extension_request,展延申請爭點,1.0,0.875,0.33071891,-0.04018687,0.37796448,-0.01518921,0.01518921,7,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_ai_issue_extension_request,AI 提示：展延申請,1.0,0.875,0.33071891,-0.04018687,0.37796448,-0.01518921,0.01518921,8,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_issue_owner_fault,業主可歸責爭點,1.0,0.875,0.33071891,0.03713948,0.37796448,0.0140374,0.0140374,9,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_ai_issue_owner_fault,AI 提示：業主可歸責,1.0,0.875,0.33071891,0.03713948,0.37796448,0.0140374,0.0140374,10,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.796875,0.40232479,0.01878109,0.50487816,0.00948216,0.00948216,11,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.796875,0.40232479,0.01878109,0.50487816,0.00948216,0.00948216,12,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_delay_candidate_count,AI 候選天數數,12.0,11.984375,0.12401959,0.03006805,0.12598816,0.00378822,0.00378822,13,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_claim_to_contract_ratio,主張違約金/契約總價,0.01912458,1267.90164358,10042.22964434,-0.02476236,-0.12625508,0.00312637,0.00312637,14,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_penalty_per_delay_day,每日違約金,57274.10084034,676898.29440152,1341789.57624059,-0.00584356,-0.46178939,0.00269849,0.00269849,15,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.921875,0.26836819,0.00432985,0.29111125,0.00126047,0.00126047,16,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.921875,0.26836819,0.00432985,0.29111125,0.00126047,0.00126047,17,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18,影響接近零
"SLDV,112,建,32,20240626,1",ratio,ridge_regression_l2,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_money_candidate_count,AI 候選金額數,21.0,30.28125,6.11726233,0.04726561,-1.51722282,-0.07171246,0.07171246,1,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_log_claimed_penalty,主張違約金(log),15.7347273,16.39224472,1.64675437,-0.07878684,-0.39928081,0.03145807,0.03145807,2,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.5,0.5,-0.02464699,-1.0,0.02464699,0.02464699,3,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.5,0.5,-0.02464699,-1.0,0.02464699,0.02464699,4,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_delay_days,逾期天數,119.0,210.078125,236.50061474,-0.06376407,-0.38510735,0.02455601,0.02455601,5,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_issue_extension_request,展延申請爭點,1.0,0.875,0.33071891,-0.03049917,0.37796448,-0.0115276,0.0115276,6,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_ai_issue_extension_request,AI 提示：展延申請,1.0,0.875,0.33071891,-0.03049917,0.37796448,-0.0115276,0.0115276,7,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_issue_owner_fault,業主可歸責爭點,1.0,0.875,0.33071891,0.0222835,0.37796448,0.00842237,0.00842237,8,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_ai_issue_owner_fault,AI 提示：業主可歸責,1.0,0.875,0.33071891,0.0222835,0.37796448,0.00842237,0.00842237,9,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.796875,0.40232479,0.00997349,0.50487816,0.0050354,0.0050354,10,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.796875,0.40232479,0.00997349,0.50487816,0.0050354,0.0050354,11,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_log_contract_price,契約總價(log),19.69150814,16.39756482,3.82790186,-0.00425893,0.86050882,-0.00366485,0.00366485,12,降低准許比例/提高酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_delay_candidate_count,AI 候選天數數,12.0,11.984375,0.12401959,0.02705622,0.12598816,0.00340876,0.00340876,13,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_claim_to_contract_ratio,主張違約金/契約總價,0.01912458,1267.90164358,10042.22964434,-0.00709631,-0.12625508,0.00089595,0.00089595,14,提高准許比例/降低酌減幅度
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_penalty_per_delay_day,每日違約金,57274.10084034,676898.29440152,1341789.57624059,0.0,-0.46178939,-0.0,0.0,15,影響接近零
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.921875,0.26836819,0.0,0.29111125,0.0,0.0,16,影響接近零
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17,影響接近零
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.921875,0.26836819,0.0,0.29111125,0.0,0.0,18,影響接近零
"SLDV,112,建,32,20240626,1",ratio,lasso_regression_l1,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_penalty_per_delay_day,每日違約金,25786391.3461538,656568.04305602,1326298.9919724,0.46826571,18.94732896,8.87238445,8.87238445,1,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_issue_owner_fault,業主可歸責爭點,0.0,0.86363636,0.34317429,-0.2071798,-2.51661149,0.52139106,0.52139106,2,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_ai_issue_owner_fault,AI 提示：業主可歸責,0.0,0.86363636,0.34317429,-0.2071798,-2.51661149,0.52139106,0.52139106,3,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_log_claimed_penalty,主張違約金(log),20.32345398,16.34934956,1.66529897,0.13540461,2.38642099,0.3231324,0.3231324,4,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_delay_days,逾期天數,26.0,204.46969697,235.08104468,0.36501668,-0.7591837,-0.27711471,0.27711471,5,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_issue_used_by_owner,業主已使用成果爭點,0.0,0.48484848,0.49977038,0.16040232,-0.97014249,-0.15561311,0.15561311,6,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.0,0.48484848,0.49977038,0.16040232,-0.97014249,-0.15561311,0.15561311,7,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_log_contract_price,契約總價(log),18.2716276,16.17302776,4.27434979,-0.2929731,0.49097522,-0.14384253,0.14384253,8,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_issue_actual_damage_unclear,實際損害不明爭點,1.0,0.8030303,0.39770923,-0.24977099,0.49526057,-0.12370172,0.12370172,9,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,1.0,0.8030303,0.39770923,-0.24977099,0.49526057,-0.12370172,0.12370172,10,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_money_candidate_count,AI 候選金額數,26.0,29.60606061,7.18558909,-0.19166819,-0.5018462,0.09618795,0.09618795,11,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_issue_extension_request,展延申請爭點,1.0,0.86363636,0.34317429,0.22337217,0.39735972,0.0887591,0.0887591,12,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_ai_issue_extension_request,AI 提示：展延申請,1.0,0.86363636,0.34317429,0.22337217,0.39735972,0.0887591,0.0887591,13,提高酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_delay_candidate_count,AI 候選天數數,12.0,11.8030303,1.46907203,-0.31422388,0.13407763,-0.04213039,0.04213039,14,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_claim_to_contract_ratio,主張違約金/契約總價,7.78210121,1229.48440109,9891.29181351,0.18975604,-0.12351292,-0.02343732,0.02343732,15,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_issue_contractor_fault,承包商可歸責爭點,1.0,0.92424242,0.26460984,-0.07620882,0.28629918,-0.02181852,0.02181852,16,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,1.0,0.92424242,0.26460984,-0.07620882,0.28629918,-0.02181852,0.02181852,17,降低酌減機率
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_issue_partial_completion,部分完工爭點,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18,影響接近零
"ILDV,112,建,5,20240605,1",classification,logistic_regression_l2,x_ai_issue_partial_completion,AI 提示：部分完工,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19,影響接近零
