month,court,JID,JYEAR,JCASE,JNO,JDATE,JTITLE,JFULL_len,工程次數,命中依據,JPDF,src_path
202210,臺灣南投地方法院民事,"NTDV,109,建,17,20221018,2",109,建,17,20221018,給付代墊款,11662,90,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/NTDV/109%2c%e5%bb%ba%2c17%2c20221018%2c2.pdf,"202210/臺灣南投地方法院民事/NTDV,109,建,17,20221018,2.json"
202210,臺灣嘉義地方法院民事,"CYDV,110,建,21,20221006,2",110,建,21,20221006,給付工程款,32347,197,標題,https://data.judicial.gov.tw/opendl/JDocFile/CYDV/110%2c%e5%bb%ba%2c21%2c20221006%2c2.pdf,"202210/臺灣嘉義地方法院民事/CYDV,110,建,21,20221006,2.json"
202210,臺灣士林地方法院民事,"SLDV,107,建,99,20221003,1",107,建,99,20221003,給付工程款,13202,117,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/107%2c%e5%bb%ba%2c99%2c20221003%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,107,建,99,20221003,1.json"
202210,臺灣士林地方法院民事,"SLDV,109,建,36,20221014,2",109,建,36,20221014,給付工程款等,12184,94,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/109%2c%e5%bb%ba%2c36%2c20221014%2c2.pdf,"202210/臺灣士林地方法院民事/SLDV,109,建,36,20221014,2.json"
202210,臺灣士林地方法院民事,"SLDV,109,訴,1981,20221028,1",109,訴,1981,20221028,給付工程款,9598,48,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/109%2c%e8%a8%b4%2c1981%2c20221028%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,109,訴,1981,20221028,1.json"
202210,臺灣士林地方法院民事,"SLDV,110,訴,1359,20221014,1",110,訴,1359,20221014,履行契約,6503,12,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/110%2c%e8%a8%b4%2c1359%2c20221014%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,110,訴,1359,20221014,1.json"
202210,臺灣士林地方法院民事,"SLDV,110,訴,53,20221011,1",110,訴,53,20221011,給付工程款,7324,87,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/110%2c%e8%a8%b4%2c53%2c20221011%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,110,訴,53,20221011,1.json"
202210,臺灣士林地方法院民事,"SLDV,110,重訴,440,20221031,1",110,重訴,440,20221031,履行契約,3172,1,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/110%2c%e9%87%8d%e8%a8%b4%2c440%2c20221031%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,110,重訴,440,20221031,1.json"
202210,臺灣士林地方法院民事,"SLDV,111,簡上,39,20221020,1",111,簡上,39,20221020,給付報酬,11222,12,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/111%2c%e7%b0%a1%e4%b8%8a%2c39%2c20221020%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,111,簡上,39,20221020,1.json"
202210,臺灣士林地方法院民事,"SLDV,111,訴,1224,20221025,1",111,訴,1224,20221025,給付承攬報酬,1675,15,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/111%2c%e8%a8%b4%2c1224%2c20221025%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,111,訴,1224,20221025,1.json"
202210,臺灣士林地方法院民事,"SLDV,111,訴,384,20221014,1",111,訴,384,20221014,給付承攬報酬,5536,23,標題,https://data.judicial.gov.tw/opendl/JDocFile/SLDV/111%2c%e8%a8%b4%2c384%2c20221014%2c1.pdf,"202210/臺灣士林地方法院民事/SLDV,111,訴,384,20221014,1.json"
202210,臺灣宜蘭地方法院民事,"ILDV,110,重訴,23,20221014,1",110,重訴,23,20221014,返還工程款,11645,156,標題,https://data.judicial.gov.tw/opendl/JDocFile/ILDV/110%2c%e9%87%8d%e8%a8%b4%2c23%2c20221014%2c1.pdf,"202210/臺灣宜蘭地方法院民事/ILDV,110,重訴,23,20221014,1.json"
202210,臺灣屏東地方法院民事,"PTDV,109,建,33,20221027,1",109,建,33,20221027,返還保證金,15976,143,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/PTDV/109%2c%e5%bb%ba%2c33%2c20221027%2c1.pdf,"202210/臺灣屏東地方法院民事/PTDV,109,建,33,20221027,1.json"
202210,臺灣屏東地方法院民事,"PTDV,110,建,16,20221031,1",110,建,16,20221031,解除契約回復原狀,19668,157,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/PTDV/110%2c%e5%bb%ba%2c16%2c20221031%2c1.pdf,"202210/臺灣屏東地方法院民事/PTDV,110,建,16,20221031,1.json"
202210,臺灣屏東地方法院民事,"PTDV,110,建,20,20221031,4",110,建,20,20221031,損害賠償,11304,107,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/PTDV/110%2c%e5%bb%ba%2c20%2c20221031%2c4.pdf,"202210/臺灣屏東地方法院民事/PTDV,110,建,20,20221031,4.json"
202210,臺灣屏東地方法院民事,"PTDV,110,建,30,20221024,1",110,建,30,20221024,給付工程款,10270,92,標題,https://data.judicial.gov.tw/opendl/JDocFile/PTDV/110%2c%e5%bb%ba%2c30%2c20221024%2c1.pdf,"202210/臺灣屏東地方法院民事/PTDV,110,建,30,20221024,1.json"
202210,臺灣屏東地方法院民事,"PTDV,111,建,15,20221012,1",111,建,15,20221012,返還工程款,3479,30,標題,https://data.judicial.gov.tw/opendl/JDocFile/PTDV/111%2c%e5%bb%ba%2c15%2c20221012%2c1.pdf,"202210/臺灣屏東地方法院民事/PTDV,111,建,15,20221012,1.json"
202210,臺灣屏東地方法院民事,"PTDV,111,訴,66,20221027,1",111,訴,66,20221027,履行契約等,5584,1,標題,https://data.judicial.gov.tw/opendl/JDocFile/PTDV/111%2c%e8%a8%b4%2c66%2c20221027%2c1.pdf,"202210/臺灣屏東地方法院民事/PTDV,111,訴,66,20221027,1.json"
202210,臺灣彰化地方法院民事,"CHDV,108,建,27,20221011,1",108,建,27,20221011,給付工程款,53305,376,標題,https://data.judicial.gov.tw/opendl/JDocFile/CHDV/108%2c%e5%bb%ba%2c27%2c20221011%2c1.pdf,"202210/臺灣彰化地方法院民事/CHDV,108,建,27,20221011,1.json"
202210,臺灣彰化地方法院民事,"CHDV,108,簡上,114,20221019,1",108,簡上,114,20221019,給付工程款,3604,35,標題,https://data.judicial.gov.tw/opendl/JDocFile/CHDV/108%2c%e7%b0%a1%e4%b8%8a%2c114%2c20221019%2c1.pdf,"202210/臺灣彰化地方法院民事/CHDV,108,簡上,114,20221019,1.json"
202210,臺灣彰化地方法院民事,"CHDV,110,訴,590,20221027,1",110,訴,590,20221027,給付工程款,5926,34,標題,https://data.judicial.gov.tw/opendl/JDocFile/CHDV/110%2c%e8%a8%b4%2c590%2c20221027%2c1.pdf,"202210/臺灣彰化地方法院民事/CHDV,110,訴,590,20221027,1.json"
202210,臺灣彰化地方法院民事,"CHDV,111,建,18,20221028,1",111,建,18,20221028,給付工程款,7397,59,標題,https://data.judicial.gov.tw/opendl/JDocFile/CHDV/111%2c%e5%bb%ba%2c18%2c20221028%2c1.pdf,"202210/臺灣彰化地方法院民事/CHDV,111,建,18,20221028,1.json"
202210,臺灣新北地方法院民事,"PCDV,109,建,74,20221027,1",109,建,74,20221027,給付價金,29749,134,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/PCDV/109%2c%e5%bb%ba%2c74%2c20221027%2c1.pdf,"202210/臺灣新北地方法院民事/PCDV,109,建,74,20221027,1.json"
202210,臺灣新北地方法院民事,"PCDV,110,建,48,20221007,1",110,建,48,20221007,給付工程款,12918,111,標題,https://data.judicial.gov.tw/opendl/JDocFile/PCDV/110%2c%e5%bb%ba%2c48%2c20221007%2c1.pdf,"202210/臺灣新北地方法院民事/PCDV,110,建,48,20221007,1.json"
202210,臺灣新北地方法院民事,"PCDV,110,簡上,146,20221019,1",110,簡上,146,20221019,給付承攬報酬,13542,31,標題,https://data.judicial.gov.tw/opendl/JDocFile/PCDV/110%2c%e7%b0%a1%e4%b8%8a%2c146%2c20221019%2c1.pdf,"202210/臺灣新北地方法院民事/PCDV,110,簡上,146,20221019,1.json"
202210,臺灣新北地方法院民事,"PCDV,111,簡上,275,20221026,1",111,簡上,275,20221026,返還工程款,7812,38,標題,https://data.judicial.gov.tw/opendl/JDocFile/PCDV/111%2c%e7%b0%a1%e4%b8%8a%2c275%2c20221026%2c1.pdf,"202210/臺灣新北地方法院民事/PCDV,111,簡上,275,20221026,1.json"
202210,臺灣新竹地方法院民事,"SCDV,107,建,64,20221004,1",107,建,64,20221004,給付工程款,23616,169,標題,https://data.judicial.gov.tw/opendl/JDocFile/SCDV/107%2c%e5%bb%ba%2c64%2c20221004%2c1.pdf,"202210/臺灣新竹地方法院民事/SCDV,107,建,64,20221004,1.json"
202210,臺灣新竹地方法院民事,"SCDV,109,建,28,20221014,1",109,建,28,20221014,給付工程款等,53282,258,標題,https://data.judicial.gov.tw/opendl/JDocFile/SCDV/109%2c%e5%bb%ba%2c28%2c20221014%2c1.pdf,"202210/臺灣新竹地方法院民事/SCDV,109,建,28,20221014,1.json"
202210,臺灣新竹地方法院民事,"SCDV,111,建,15,20221028,1",111,建,15,20221028,給付違約金,9774,95,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/SCDV/111%2c%e5%bb%ba%2c15%2c20221028%2c1.pdf,"202210/臺灣新竹地方法院民事/SCDV,111,建,15,20221028,1.json"
202210,臺灣新竹地方法院民事,"SCDV,111,建,3,20221011,1",111,建,3,20221011,給付工程款,6804,70,標題,https://data.judicial.gov.tw/opendl/JDocFile/SCDV/111%2c%e5%bb%ba%2c3%2c20221011%2c1.pdf,"202210/臺灣新竹地方法院民事/SCDV,111,建,3,20221011,1.json"
202210,臺灣桃園地方法院民事,"TYDV,107,建,47,20221031,1",107,建,47,20221031,損害賠償等,19839,175,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/TYDV/107%2c%e5%bb%ba%2c47%2c20221031%2c1.pdf,"202210/臺灣桃園地方法院民事/TYDV,107,建,47,20221031,1.json"
202210,臺灣桃園地方法院民事,"TYDV,109,建,120,20221017,2",109,建,120,20221017,給付工程款,10595,148,標題,https://data.judicial.gov.tw/opendl/JDocFile/TYDV/109%2c%e5%bb%ba%2c120%2c20221017%2c2.pdf,"202210/臺灣桃園地方法院民事/TYDV,109,建,120,20221017,2.json"
202210,臺灣桃園地方法院民事,"TYDV,109,建,129,20221028,1",109,建,129,20221028,返還代墊款,5815,50,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/TYDV/109%2c%e5%bb%ba%2c129%2c20221028%2c1.pdf,"202210/臺灣桃園地方法院民事/TYDV,109,建,129,20221028,1.json"
202210,臺灣桃園地方法院民事,"TYDV,110,建,91,20221031,1",110,建,91,20221031,給付工程款等,3166,42,標題,https://data.judicial.gov.tw/opendl/JDocFile/TYDV/110%2c%e5%bb%ba%2c91%2c20221031%2c1.pdf,"202210/臺灣桃園地方法院民事/TYDV,110,建,91,20221031,1.json"
202210,臺灣桃園地方法院民事,"TYDV,111,建,25,20221031,2",111,建,25,20221031,給付工程款,6855,30,標題,https://data.judicial.gov.tw/opendl/JDocFile/TYDV/111%2c%e5%bb%ba%2c25%2c20221031%2c2.pdf,"202210/臺灣桃園地方法院民事/TYDV,111,建,25,20221031,2.json"
202210,臺灣橋頭地方法院民事,"CTDV,111,建,22,20221012,1",111,建,22,20221012,給付工程款,3407,33,標題,https://data.judicial.gov.tw/opendl/JDocFile/CTDV/111%2c%e5%bb%ba%2c22%2c20221012%2c1.pdf,"202210/臺灣橋頭地方法院民事/CTDV,111,建,22,20221012,1.json"
202210,臺灣臺中地方法院民事,"TCDV,108,訴,1245,20221021,3",108,訴,1245,20221021,給付工程款,14546,116,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/108%2c%e8%a8%b4%2c1245%2c20221021%2c3.pdf,"202210/臺灣臺中地方法院民事/TCDV,108,訴,1245,20221021,3.json"
202210,臺灣臺中地方法院民事,"TCDV,109,訴,3412,20221031,1",109,訴,3412,20221031,返還承攬報酬,10524,110,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/109%2c%e8%a8%b4%2c3412%2c20221031%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,109,訴,3412,20221031,1.json"
202210,臺灣臺中地方法院民事,"TCDV,110,建,100,20221026,1",110,建,100,20221026,給付工程款,17760,117,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/110%2c%e5%bb%ba%2c100%2c20221026%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,110,建,100,20221026,1.json"
202210,臺灣臺中地方法院民事,"TCDV,110,建,105,20221028,1",110,建,105,20221028,給付工程款,8319,92,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/110%2c%e5%bb%ba%2c105%2c20221028%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,110,建,105,20221028,1.json"
202210,臺灣臺中地方法院民事,"TCDV,110,建,138,20221011,1",110,建,138,20221011,給付工程款,7985,94,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/110%2c%e5%bb%ba%2c138%2c20221011%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,110,建,138,20221011,1.json"
202210,臺灣臺中地方法院民事,"TCDV,110,建,46,20221006,1",110,建,46,20221006,給付工程款等,11013,113,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/110%2c%e5%bb%ba%2c46%2c20221006%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,110,建,46,20221006,1.json"
202210,臺灣臺中地方法院民事,"TCDV,110,建,53,20221005,1",110,建,53,20221005,債務不履行損害賠償,8917,86,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/110%2c%e5%bb%ba%2c53%2c20221005%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,110,建,53,20221005,1.json"
202210,臺灣臺中地方法院民事,"TCDV,110,建,79,20221014,1",110,建,79,20221014,給付代墊工程款,14695,151,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/110%2c%e5%bb%ba%2c79%2c20221014%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,110,建,79,20221014,1.json"
202210,臺灣臺中地方法院民事,"TCDV,111,建,16,20221018,1",111,建,16,20221018,給付工程款,4120,37,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/111%2c%e5%bb%ba%2c16%2c20221018%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,111,建,16,20221018,1.json"
202210,臺灣臺中地方法院民事,"TCDV,111,建,23,20221020,1",111,建,23,20221020,損害賠償等,6476,69,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/111%2c%e5%bb%ba%2c23%2c20221020%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,111,建,23,20221020,1.json"
202210,臺灣臺中地方法院民事,"TCDV,111,建,7,20221021,1",111,建,7,20221021,給付工程保留款,2549,29,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/111%2c%e5%bb%ba%2c7%2c20221021%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,111,建,7,20221021,1.json"
202210,臺灣臺中地方法院民事,"TCDV,111,建,76,20221024,1",111,建,76,20221024,給付工程款,7025,60,標題,https://data.judicial.gov.tw/opendl/JDocFile/TCDV/111%2c%e5%bb%ba%2c76%2c20221024%2c1.pdf,"202210/臺灣臺中地方法院民事/TCDV,111,建,76,20221024,1.json"
202210,臺灣臺北地方法院民事,"TPDV,107,建,329,20221014,4",107,建,329,20221014,給付工程款,32963,347,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/107%2c%e5%bb%ba%2c329%2c20221014%2c4.pdf,"202210/臺灣臺北地方法院民事/TPDV,107,建,329,20221014,4.json"
202210,臺灣臺北地方法院民事,"TPDV,108,建,143,20221014,2",108,建,143,20221014,給付工程款,29023,68,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/108%2c%e5%bb%ba%2c143%2c20221014%2c2.pdf,"202210/臺灣臺北地方法院民事/TPDV,108,建,143,20221014,2.json"
202210,臺灣臺北地方法院民事,"TPDV,108,建,21,20221021,2",108,建,21,20221021,給付工程款等,14060,110,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/108%2c%e5%bb%ba%2c21%2c20221021%2c2.pdf,"202210/臺灣臺北地方法院民事/TPDV,108,建,21,20221021,2.json"
202210,臺灣臺北地方法院民事,"TPDV,108,建,228,20221021,1",108,建,228,20221021,確認工程款債權存在,17187,93,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/108%2c%e5%bb%ba%2c228%2c20221021%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,108,建,228,20221021,1.json"
202210,臺灣臺北地方法院民事,"TPDV,108,建,52,20221021,1",108,建,52,20221021,確認工程款債權存在,20954,111,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/108%2c%e5%bb%ba%2c52%2c20221021%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,108,建,52,20221021,1.json"
202210,臺灣臺北地方法院民事,"TPDV,109,建,108,20221028,1",109,建,108,20221028,給付工程款,18844,176,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/109%2c%e5%bb%ba%2c108%2c20221028%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,109,建,108,20221028,1.json"
202210,臺灣臺北地方法院民事,"TPDV,109,建,151,20221031,2",109,建,151,20221031,給付工程款等,28184,149,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/109%2c%e5%bb%ba%2c151%2c20221031%2c2.pdf,"202210/臺灣臺北地方法院民事/TPDV,109,建,151,20221031,2.json"
202210,臺灣臺北地方法院民事,"TPDV,109,建,350,20221024,1",109,建,350,20221024,損害賠償,19765,42,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/109%2c%e5%bb%ba%2c350%2c20221024%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,109,建,350,20221024,1.json"
202210,臺灣臺北地方法院民事,"TPDV,110,建,239,20221018,1",110,建,239,20221018,給付工程款,19850,191,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e5%bb%ba%2c239%2c20221018%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,建,239,20221018,1.json"
202210,臺灣臺北地方法院民事,"TPDV,110,建,243,20221027,1",110,建,243,20221027,給付承攬報酬等,21615,125,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e5%bb%ba%2c243%2c20221027%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,建,243,20221027,1.json"
202210,臺灣臺北地方法院民事,"TPDV,110,建,247,20221014,1",110,建,247,20221014,損害賠償,11154,77,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e5%bb%ba%2c247%2c20221014%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,建,247,20221014,1.json"
202210,臺灣臺北地方法院民事,"TPDV,110,建,307,20221028,1",110,建,307,20221028,給付工程款,17614,130,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e5%bb%ba%2c307%2c20221028%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,建,307,20221028,1.json"
202210,臺灣臺北地方法院民事,"TPDV,110,建,326,20221028,1",110,建,326,20221028,給付工程款,6371,57,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e5%bb%ba%2c326%2c20221028%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,建,326,20221028,1.json"
202210,臺灣臺北地方法院民事,"TPDV,110,建,4,20221031,3",110,建,4,20221031,返還價金,28109,213,建類碼,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e5%bb%ba%2c4%2c20221031%2c3.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,建,4,20221031,3.json"
202210,臺灣臺北地方法院民事,"TPDV,110,訴,5969,20221013,3",110,訴,5969,20221013,請求履行瑕疵擔保責任等,13200,2,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e8%a8%b4%2c5969%2c20221013%2c3.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,訴,5969,20221013,3.json"
202210,臺灣臺北地方法院民事,"TPDV,110,重訴,82,20221014,1",110,重訴,82,20221014,給付承攬報酬,202404,17,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/110%2c%e9%87%8d%e8%a8%b4%2c82%2c20221014%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,110,重訴,82,20221014,1.json"
202210,臺灣臺北地方法院民事,"TPDV,111,建,30,20221014,3",111,建,30,20221014,給付工程保留款,5699,47,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/111%2c%e5%bb%ba%2c30%2c20221014%2c3.pdf,"202210/臺灣臺北地方法院民事/TPDV,111,建,30,20221014,3.json"
202210,臺灣臺北地方法院民事,"TPDV,111,建,83,20221031,1",111,建,83,20221031,給付工程款,3289,25,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/111%2c%e5%bb%ba%2c83%2c20221031%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,111,建,83,20221031,1.json"
202210,臺灣臺北地方法院民事,"TPDV,111,簡上,244,20221013,1",111,簡上,244,20221013,債務不履行損害賠償,6420,1,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/111%2c%e7%b0%a1%e4%b8%8a%2c244%2c20221013%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,111,簡上,244,20221013,1.json"
202210,臺灣臺北地方法院民事,"TPDV,111,重訴,296,20221004,1",111,重訴,296,20221004,履行契約,12997,46,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPDV/111%2c%e9%87%8d%e8%a8%b4%2c296%2c20221004%2c1.pdf,"202210/臺灣臺北地方法院民事/TPDV,111,重訴,296,20221004,1.json"
202210,臺灣臺南地方法院民事,"TNDV,109,建,63,20221019,1",109,建,63,20221019,給付工程款,8339,69,標題,https://data.judicial.gov.tw/opendl/JDocFile/TNDV/109%2c%e5%bb%ba%2c63%2c20221019%2c1.pdf,"202210/臺灣臺南地方法院民事/TNDV,109,建,63,20221019,1.json"
202210,臺灣臺南地方法院民事,"TNDV,110,建,3,20221028,1",110,建,3,20221028,給付承攬報酬,9483,76,標題,https://data.judicial.gov.tw/opendl/JDocFile/TNDV/110%2c%e5%bb%ba%2c3%2c20221028%2c1.pdf,"202210/臺灣臺南地方法院民事/TNDV,110,建,3,20221028,1.json"
202210,臺灣臺南地方法院民事,"TNDV,111,建,17,20221011,1",111,建,17,20221011,返還工程款,4666,28,標題,https://data.judicial.gov.tw/opendl/JDocFile/TNDV/111%2c%e5%bb%ba%2c17%2c20221011%2c1.pdf,"202210/臺灣臺南地方法院民事/TNDV,111,建,17,20221011,1.json"
202210,臺灣臺南地方法院民事,"TNDV,111,建,43,20221027,1",111,建,43,20221027,給付工程款,3161,27,標題,https://data.judicial.gov.tw/opendl/JDocFile/TNDV/111%2c%e5%bb%ba%2c43%2c20221027%2c1.pdf,"202210/臺灣臺南地方法院民事/TNDV,111,建,43,20221027,1.json"
202210,臺灣臺南地方法院民事,"TNDV,111,建,63,20221021,1",111,建,63,20221021,給付工程款,4334,49,標題,https://data.judicial.gov.tw/opendl/JDocFile/TNDV/111%2c%e5%bb%ba%2c63%2c20221021%2c1.pdf,"202210/臺灣臺南地方法院民事/TNDV,111,建,63,20221021,1.json"
202210,臺灣臺南地方法院民事,"TNDV,111,訴,504,20221013,1",111,訴,504,20221013,債務不履行損害賠償,8354,24,標題,https://data.judicial.gov.tw/opendl/JDocFile/TNDV/111%2c%e8%a8%b4%2c504%2c20221013%2c1.pdf,"202210/臺灣臺南地方法院民事/TNDV,111,訴,504,20221013,1.json"
202210,臺灣花蓮地方法院民事,"HLDV,110,建,9,20221007,1",110,建,9,20221007,給付工程款,31736,53,標題,https://data.judicial.gov.tw/opendl/JDocFile/HLDV/110%2c%e5%bb%ba%2c9%2c20221007%2c1.pdf,"202210/臺灣花蓮地方法院民事/HLDV,110,建,9,20221007,1.json"
202210,臺灣苗栗地方法院民事,"MLDV,111,建,4,20221028,1",111,建,4,20221028,給付工程款,4301,35,標題,https://data.judicial.gov.tw/opendl/JDocFile/MLDV/111%2c%e5%bb%ba%2c4%2c20221028%2c1.pdf,"202210/臺灣苗栗地方法院民事/MLDV,111,建,4,20221028,1.json"
202210,臺灣雲林地方法院民事,"ULDV,111,訴,67,20221004,1",111,訴,67,20221004,給付工程款,12969,85,標題,https://data.judicial.gov.tw/opendl/JDocFile/ULDV/111%2c%e8%a8%b4%2c67%2c20221004%2c1.pdf,"202210/臺灣雲林地方法院民事/ULDV,111,訴,67,20221004,1.json"
202210,臺灣高等法院民事,"TPHV,109,上易,1113,20221026,1",109,上易,1113,20221026,給付工程款,4217,35,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/109%2c%e4%b8%8a%e6%98%93%2c1113%2c20221026%2c1.pdf,"202210/臺灣高等法院民事/TPHV,109,上易,1113,20221026,1.json"
202210,臺灣高等法院民事,"TPHV,109,建上更一,21,20221005,1",109,建上更一,21,20221005,給付工程款,27567,126,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/109%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c21%2c20221005%2c1.pdf,"202210/臺灣高等法院民事/TPHV,109,建上更一,21,20221005,1.json"
202210,臺灣高等法院民事,"TPHV,109,重上,904,20221026,1",109,重上,904,20221026,給付承攬報酬等,28712,11,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/109%2c%e9%87%8d%e4%b8%8a%2c904%2c20221026%2c1.pdf,"202210/臺灣高等法院民事/TPHV,109,重上,904,20221026,1.json"
202210,臺灣高等法院民事,"TPHV,110,上,263,20221012,1",110,上,263,20221012,履行契約,13983,2,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/110%2c%e4%b8%8a%2c263%2c20221012%2c1.pdf,"202210/臺灣高等法院民事/TPHV,110,上,263,20221012,1.json"
202210,臺灣高等法院民事,"TPHV,110,建上更一,12,20221019,1",110,建上更一,12,20221019,給付工程款,19225,94,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/110%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c12%2c20221019%2c1.pdf,"202210/臺灣高等法院民事/TPHV,110,建上更一,12,20221019,1.json"
202210,臺灣高等法院民事,"TPHV,110,重上更一,135,20221004,1",110,重上更一,135,20221004,履行契約等,10518,3,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/110%2c%e9%87%8d%e4%b8%8a%e6%9b%b4%e4%b8%80%2c135%2c20221004%2c1.pdf,"202210/臺灣高等法院民事/TPHV,110,重上更一,135,20221004,1.json"
202210,臺灣高等法院民事,"TPHV,111,上易,439,20221004,1",111,上易,439,20221004,給付工程款,8637,67,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/111%2c%e4%b8%8a%e6%98%93%2c439%2c20221004%2c1.pdf,"202210/臺灣高等法院民事/TPHV,111,上易,439,20221004,1.json"
202210,臺灣高等法院民事,"TPHV,111,上易,642,20221026,1",111,上易,642,20221026,給付工程款,8294,77,標題,https://data.judicial.gov.tw/opendl/JDocFile/TPHV/111%2c%e4%b8%8a%e6%98%93%2c642%2c20221026%2c1.pdf,"202210/臺灣高等法院民事/TPHV,111,上易,642,20221026,1.json"
