"file","jid","title","feature","definition","amount_value","amount_text","context"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","558629","55萬8629元","塔后 、后園及夏興部分，則未據被告核准辦理變更。此部分依後 巷段人工開挖施工計價結果，工程款為61萬4089元，扣除原 以道路段機械開挖施工計價之金額55萬8629元後，被告尚應 給付原告5萬5460元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 代繳抽水井電費部分（下稱請求1"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","565623","56萬5623元","15個月。按第二期計價金額為904萬9970元，因可歸責於被告之事由致無法計價請款長達15個月 ，業如前述，原告自得請求被告給付按年息5 ％計算之遲延 利息，計56萬5623元（904萬9970元x0 .05/12x15個月）。 ⒉此部分請求權基礎： 系爭契約第5 條第1 款第2 目⑴、民法第229 條第1 項、第 233 條第"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","614089","61萬4089元","工計價 。惟除成功區已核准辦理後巷段之變更外，其餘漁村、塔后 、后園及夏興部分，則未據被告核准辦理變更。此部分依後 巷段人工開挖施工計價結果，工程款為61萬4089元，扣除原 以道路段機械開挖施工計價之金額55萬8629元後，被告尚應 給付原告5萬5460元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","634906","63萬4906元","5 （給付100mm 糞管差額226萬1826元部分），原 契約是否係以支而非以長度為單位？是否明文約定不得追加 數量？ ⒍原告請求6 （給付管線搭接耗損63萬4906元部分），是否應 包含於管材耗損費用項中？ ⒎原告請求7（給付后園二次施作部分工程款4萬2631元部分） ，是否有原告擅自無視私有地地主阻止仍施作情事? 重"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","961002","96萬1002元","際施作之糞管 長度，依上開單價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 ㈥管線搭接耗損部分（下稱請"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","976867","97萬6867元","塑膠管埋設工項之單 價分析表項目中？原告主張之汙水破碎工程，與自來水工程 之破碎工程間各自施作之數量及金額為何？ ⒕原告請求14（給付RC路面刨除工程款97萬6867元部分），臨 時PC是否應刨除？有無增加RC刨除項目之必要? ⒖原告請求15（給付G11 影響後續工期增加「假設工程費」、 「工程品管作業費」、「材料設備檢"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","1048698","104萬8698元","生漏未給付款項、漏給付工程款之具 體數額為何，自難作對原告有利之認定，是原告此部分主張 ，無從認定，應予駁回。 ⒏從而，原告依照此部分請求權基礎，請求給付104萬8698元 為有理由，應予准許。超過之部分則屬無據，應予駁回。 ㈣先位依照民法第546 條，備位依照民法第179 條，主張償還 受任人支出費用及不當得利，即請求11"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","1495403","149萬5403元","0抽水井∮200mm 聯接管工程款2萬3940元部分），是否有因施工障礙無法施 作，並經會勘後同意減作情事？ ⒛原告請求20（「活動式鋼管圍籬」漏算工程款149萬5403元 部分），證據為何？原告於施作時有無先經異議？ 上開請求1 、2 、3 、4 、5 、6 、7 、8 、9 、10、12、 13、14、19、20正確的"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","2113521","211萬3521元","98萬4000元部分），原 告履約時有無告知被告？履約之數量及人力為何？原告何時 至何時抽取此部分水肥之必要？ ⒔原告請求13（給付汙水工程路面破碎工程款211萬3521元部 分），是否包括於自來水工程之200mm 塑膠管埋設工項之單 價分析表項目中？原告主張之汙水破碎工程，與自來水工程 之破碎工程間各自施作之數量及金額"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","2261826","226萬1826元","價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 ㈥管線搭接耗損部分（下稱請求6 ）： ⒈按工程於編列工項、數量時，均會將"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","2263191","226萬3191元","增加「假設工程費」、 「工程品管作業費」、「材料設備檢驗費」、「勞工安全及 環境保護費」、「廠商管理及利潤」、「工程營造保險費」 、「加值營業稅」合計226萬3191元部分），應如何計算？ ⒗原告請求16（給付自來水工程無法計價之利息損失56萬5623元部分），此部分延滯是否因原告無端異議所導致？此部分 利息應如何計算？利息部分可"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","3222828","322萬2828元","價，顯與系爭契約規定不符。惟原告實際施作之糞管 長度，依上開單價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","3984000","398萬4000元","代繳抽水井電費部分42萬8241元部分）， 是否已包括在臨時水電項目中？被告是否已依延長日數調整 增加1萬9920元？ ⒓原告請求12（給付抽水井抽肥費用398萬4000元部分），原 告履約時有無告知被告？履約之數量及人力為何？原告何時 至何時抽取此部分水肥之必要？ ⒔原告請求13（給付汙水工程路面破碎工程款211萬3521"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","5303702","新臺幣5,303,702元","詹振寧律師 複代理人 林國明律師 上列當事人間給付工程款等事件，本院於109 年10月28日言詞辯 論終結，判決如下： 主 文 一、被告應給付原告新臺幣5,303,702元，及自民國106 年9 月 8 日起至清償日止，按週年利率1 ％計算之利息。 二、原告其餘之訴駁回。 三、訴訟費用由被告負擔3分之1，餘由原告負擔。 四、本判決第一"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","5307745","530萬7745元","項之單價，然被告遲至105 年9 月9 日始核定新 增「臨時PC路面修復」之單價，影響原告竣工計價之結算申 請時程，共計2個月。而自來水汰換工程之竣工計價金額為 530萬7745元，因可歸責於被告之事由致無法辦理竣工計價 請款合計2 個月，業如前述，原告自得請求被告給付按年息 百分之五計算之遲延利息，計4萬4231元（530萬7745元x"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","9049970","904萬9970元","更設計完成後，獲准於103年9月25日再次檢送自來 水工程之第二期計價書，並在103年10月10日取得款項，計 無法計價請款期間長達15個月。按第二期計價金額為904萬9970元，因可歸責於被告之事由致無法計價請款長達15個月 ，業如前述，原告自得請求被告給付按年息5 ％計算之遲延 利息，計56萬5623元（904萬9970元x0 .0"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","16256040","1625萬6040元","預定竣工日期104年6月 3日，實際竣 工日104年6月3日，經被告於105年3月14日驗收合格，被告 已給付原告汙水工程款9168萬6016元 、自來水工程款1625萬6040元。 ⒋兩造因實際施作項目及數量申報結算產生爭議，原告乃向行 政院公共工程委員會申請履約調解，經行政院公共工程委員 會作成調解書，原告不同意接受調解建議，因"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","91686016","9168萬6016元","工 ，展延工期計196日，預定竣工日期104年6月 3日，實際竣 工日104年6月3日，經被告於105年3月14日驗收合格，被告 已給付原告汙水工程款9168萬6016元 、自來水工程款1625萬6040元。 ⒋兩造因實際施作項目及數量申報結算產生爭議，原告乃向行 政院公共工程委員會申請履約調解，經行政院公共工程委員 會作"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_payment","工程款、承攬報酬爭議","93983980","9398萬3980元","案之得標廠商（ 共同承攬），原告與被告於102 年1 月6 日簽訂工程採購契 約書（下稱系爭契約）。依系爭契約第3 條第1 款規定，本 工程契約總價為9398萬3980元。契約價金之給付，為下列方 式：依實際施作或供應之項目或數量結算，以契約中所列履 約標的項目及單價，依完成履約實際供應之項目及數量給付 。若有相關項目"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","1827","1827元","以「1 支」計價，顯與系爭契約規定不符。惟原告實際施作之糞管 長度，依上開單價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","44231","4萬4231元","⒘原告請求17（給付臨時PC扣除款88萬8691元部分），單價分 析表是否有錯漏情事？ ⒙原告請求18（給付臨時PC未辦理變更設計影響結算之遲延利 息4萬4231元部分），是否因原告不斷異議且申報數量錯漏 所導致？此部分利息應如何計算？利息部分可否再請求遲延 利息？ ⒚原告請求19（給付陶瓷廠既有抽水井銜接H0抽水井"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","55460","5萬5460元","辦理變更。此部分依後 巷段人工開挖施工計價結果，工程款為61萬4089元，扣除原 以道路段機械開挖施工計價之金額55萬8629元後，被告尚應 給付原告5萬5460元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 代繳抽水井電費部分（下稱請求11）： ⒈系爭工程編列之臨時水電費600"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","558629","55萬8629元","塔后 、后園及夏興部分，則未據被告核准辦理變更。此部分依後 巷段人工開挖施工計價結果，工程款為61萬4089元，扣除原 以道路段機械開挖施工計價之金額55萬8629元後，被告尚應 給付原告5萬5460元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 代繳抽水井電費部分（下稱請求1"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","565623","56萬5623元","環境保護費」、「廠商管理及利潤」、「工程營造保險費」 、「加值營業稅」合計226萬3191元部分），應如何計算？ ⒗原告請求16（給付自來水工程無法計價之利息損失56萬5623元部分），此部分延滯是否因原告無端異議所導致？此部分 利息應如何計算？利息部分可否再請求遲延利息？ ⒘原告請求17（給付臨時PC扣除款88萬8691元部分），單價分"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","614089","61萬4089元","工計價 。惟除成功區已核准辦理後巷段之變更外，其餘漁村、塔后 、后園及夏興部分，則未據被告核准辦理變更。此部分依後 巷段人工開挖施工計價結果，工程款為61萬4089元，扣除原 以道路段機械開挖施工計價之金額55萬8629元後，被告尚應 給付原告5萬5460元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","888691","88萬8691元","法計價之利息損失56萬5623元部分），此部分延滯是否因原告無端異議所導致？此部分 利息應如何計算？利息部分可否再請求遲延利息？ ⒘原告請求17（給付臨時PC扣除款88萬8691元部分），單價分 析表是否有錯漏情事？ ⒙原告請求18（給付臨時PC未辦理變更設計影響結算之遲延利 息4萬4231元部分），是否因原告不斷異議且申報數量錯漏"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","888961","88萬8961元","PC路面 修復」工項及數量，既完全符合契約圖說之規定，自得獲得 原定之契約金額，又按系爭工程自來水管線部分之「臨時PC 路面修」工項，遭被告扣除之金額88萬8961元，謹依法請求 之。 ⒉此部分請求權基礎： 民法第505 條、系爭契約第3 條第1 款及第5 條第1 款。 臨時PC未辦理變更影響結算部份（下稱請求"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","961002","96萬1002元","際施作之糞管 長度，依上開單價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 ㈥管線搭接耗損部分（下稱請"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","1048698","104萬8698元","5/2.2 =1206.8 ，四捨五入取至整數位），扣除已結算之633 支， 尚餘574 支未給付給原告，依契約單價每支1827元計算，被 告尚應給付104萬8698元給原告。系爭契約為實作實算之契 約業如前數，則原告有施作此部分工程，被告自應給付價款 給被告，原告此部分請求，於上開範圍內為有理由，應予准 許，超過之"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","2261826","226萬1826元","價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。 ㈥管線搭接耗損部分（下稱請求6 ）： ⒈按工程於編列工項、數量時，均會將"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_setoff_or_deduction","抵銷、扣款","3222828","322萬2828元","價，顯與系爭契約規定不符。惟原告實際施作之糞管 長度，依上開單價分析表規定，以2 公尺/ 支計算結果，總 施作支數為1764支，乘以單價1827元/ 支，可請領322萬2828元，扣除已計價金額96萬1002元後，尚得向被告請求給付 226萬1826元。 ⒉此部分請求權基礎： 民法第505條、系爭契約第3條第1款及第5條第1款。"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","293900","29萬3900元","價格，亦無從推認原告有何受有損害，以及應返還不當得利 之具體數額。是原告請求1備位主張亦屬無據，應駁回之。 ⒋請求2 （給付成功既有樓梯重新施作及塊石砌牆依原樣復原 29萬3900元）之部分： ⑴查原告主張依契約圖說施工時，將造成現地原有「樓梯」（ 即階梯）及「塊石砌牆」損壞結果、原告並已實際施作完成 10座階梯及塊石砌牆修復工程、相"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","428241","42萬8241元","之部分則屬無據，應予駁回。 ㈣先位依照民法第546 條，備位依照民法第179 條，主張償還 受任人支出費用及不當得利，即請求11（給付代繳抽水井電 費部分42萬8241元）部分： ⒈「受任人因處理委任事務，支出之必要費用，委任人應償還 之，並付自支出時起之利息」，民法第546 條第1 項定有明 文。 ⒉原告主張系爭工"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","634906","63萬4906元","約，享有原告施作此部分鑽孔工程之利益，且已依 約給付工程款，原告亦無因此受有損害，原告此部分備位依 照不當得利主張，亦無理由。 ⒊請求6（給付管線搭接耗損63萬4906元）部分： ⑴原告主張系爭工程為汙水下水道及自來水管線之施作工程， 須使用數量龐大之PVC 管及點焊鋼絲網，而無論PVC 管於接 管時、或點焊鋼絲網於搭接時"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","1048698","104萬8698元","生漏未給付款項、漏給付工程款之具 體數額為何，自難作對原告有利之認定，是原告此部分主張 ，無從認定，應予駁回。 ⒏從而，原告依照此部分請求權基礎，請求給付104萬8698元 為有理由，應予准許。超過之部分則屬無據，應予駁回。 ㈣先位依照民法第546 條，備位依照民法第179 條，主張償還 受任人支出費用及不當得利，即請求11"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","2113521","211萬3521元","搭接耗損部分之價款， 自難認被告有何受有損害，並因此導致原告受有利益之情事 ，原告備位請求不當得利返還，亦無理由。 ⒋請求13（給付汙水工程路面破碎工程款211萬3521元）部分 ： ⑴原告主張，自來水管線或汙水管線埋設時，須切割後進行路 面破碎方可開挖，故系爭工程自來水部分之單價分析表中， 編列有「路面破碎（含鋼"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","3247495","324萬7495元","代抽水肥費用所能 涵蓋，原告亦無從以不當得利規定主張此部分款項，是就超 過前開價額之部分，備位請求亦為無理由。 ⒏從而，原告依照此部分請求權基礎，請求給付324萬7495元 為有理由，應予准許。超過之部分則屬無據，應予駁回。 ㈡先位依民法第505 條、契約第3 條第1 款、第5 條第1 款， 備位依民法第179 條，主張契約"
"KMDV,107,建,5,20210128,2.json","KMDV,107,建,5,20210128,2","給付工程款等","issue_unjust_enrichment","不當得利","3984000","398萬4000元","之施作，取得如何之利益，自無從 認定此部分請求，該當備位請求之不當得利構成要件，原告 請求7 之先備位主張，均難認有據。 ⒎請求12（ 給付抽水井抽肥費用398萬4000元） 部分： ⑴查漁村G11 抽水井為系爭工程各抽水井之總站、因G11 遭私 有地主抗爭，導致其餘抽水井匯集之生活汙水無法排出（無 法排入G11 抽水井）、"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","1292","1,292元","10cm）」、壹. 一.H .2.8 「喬木定植（10cm< ∮≦30cm） 」等項，單位均以「株」計價，契約單價各為734元、917元、3,528元、4,410元、1,292元、1,615元等情，有系 爭工程契約詳細價目表1 份在卷為憑（見本院卷㈠第127 頁 ），足徵兩造於系爭工程契約確有約定施作前開工項，並以 前開單價據"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","1477","1,477元","部分，請求被告再為給付工程款10,159元〔 計算式：（900元×108 個－88,344元）＋（1,500元×3 個－3,720元）＋（2,000元×1 個－1,477元）＝10,159元〕，為有理由。 ⒖如附表一編號28至30所示部分： 原告主張如附表一編號28至30所示工項屬新增工項，雙方對 於本工項應結算之單價未達成"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","1615","1,615元","」、壹. 一.H .2.8 「喬木定植（10cm< ∮≦30cm） 」等項，單位均以「株」計價，契約單價各為734元、917元、3,528元、4,410元、1,292元、1,615元等情，有系 爭工程契約詳細價目表1 份在卷為憑（見本院卷㈠第127 頁 ），足徵兩造於系爭工程契約確有約定施作前開工項，並以 前開單價據以計算工程款項"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","1662","1,662元","屬新增工項，雙方對於本 工項應結算之單價未達成合意，被告所編列單價過低等語， 被告則就此部分辯稱本工項預算編列為每公尺1,839元（廠 商投標為每公尺1,662元），廠商提出之價格未見有實際單 據或相關事證可佐等語。經查，觀諸卷附系爭工程契約之單 價分析表A 、報價單（見本院卷㈠第213 至225 頁、第229"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","1839","1,839元","原告主張如附表一編號11所示工項屬新增工項，雙方對於本 工項應結算之單價未達成合意，被告所編列單價過低等語， 被告則就此部分辯稱本工項預算編列為每公尺1,839元（廠 商投標為每公尺1,662元），廠商提出之價格未見有實際單 據或相關事證可佐等語。經查，觀諸卷附系爭工程契約之單 價分析表A 、報價單（見本院卷㈠"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","2464","2,464元","可參（見本院卷㈢第73頁、第90頁 ），從而，就如附表一編號6 所示工項部分，被告應再給付 工程款2,464元（計算式：74,500元×1 式－72,036元＝2,464元），原告此部分請求即屬有據，應予准許。 ⒌如附表一編號7至10所示部分： 原告主張如附表一編號7 至10所示工項屬新增工項，雙方對 於本工項應結算之單價未"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","3528","3,528元","木定植（2cm<∮≦ 10cm）」、壹. 一.H .2.8 「喬木定植（10cm< ∮≦30cm） 」等項，單位均以「株」計價，契約單價各為734元、917元、3,528元、4,410元、1,292元、1,615元等情，有系 爭工程契約詳細價目表1 份在卷為憑（見本院卷㈠第127 頁 ），足徵兩造於系爭工程契約確有約定施作前開工項"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","4259","4,259元","頁、第90至91頁），是原告就如附表 一編號11所示工項，請求被告再為給付工程款4,259元（計 算式：2,674元×5.1 公尺－1,839元×5.1 公尺≒4,259元），為有理由。 ⒎如附表一編號12至13所示部分： 原告主張如附表一編號12至13所示工項屬新增工項，雙方對 於本工項應結算之單價未達成合意，被告所編列單"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","4410","4,410元","<∮≦ 10cm）」、壹. 一.H .2.8 「喬木定植（10cm< ∮≦30cm） 」等項，單位均以「株」計價，契約單價各為734元、917元、3,528元、4,410元、1,292元、1,615元等情，有系 爭工程契約詳細價目表1 份在卷為憑（見本院卷㈠第127 頁 ），足徵兩造於系爭工程契約確有約定施作前開工項，並以"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","4905","4,905元","函暨所附鑑定書1 份可參（見本院卷㈢第 73頁、第94頁），是原告就如附表一編號22所示工項部分， 請求被告再為給付工程款95元（計算式：5,000元×1 式－ 4,905元＝95元），為有理由。 ⒔如附表一編號23至24所示部分： 原告主張如附表一編號23至24所示工項屬新增工項，雙方對 於本工項應結算之單價未達成合意，被告"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","5000","5,000元","所示工項屬新增工項，雙方對於本 工項應結算之單價未達成合意，被告所編列單價過低等語， 被告則就此部分辯稱如附表一編號22所示工項預算編列5,160元（廠商投標為5,000元），已高於廠商報價等語。經查 ，依卷附系爭工程契約之單價分析表A （見本院卷㈠第213 至225 頁），如附表一編號22所示為新增工項，又就前開工 項"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","5160","5,160元","原告主張如附表一編號22所示工項屬新增工項，雙方對於本 工項應結算之單價未達成合意，被告所編列單價過低等語， 被告則就此部分辯稱如附表一編號22所示工項預算編列5,160元（廠商投標為5,000元），已高於廠商報價等語。經查 ，依卷附系爭工程契約之單價分析表A （見本院卷㈠第213 至225 頁），如附表一編號22所示為新增工項，"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","5929","5,929元","告主張如附表一編號31所示工項屬新增工項，雙方對於本 工項應結算之單價未達成合意，被告所編列單價過低等語， 被告則就此部分辯稱如附表一編號31所示工項預算編列為5,929元，主要乃假設鋼軌樁每公尺50公斤租用3 個月（每米 租金158.28元），今廠商因爭議而提出無根據之報價，並非 合理等語。經查，依卷附系爭工程契約之單價分析表A"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","8464","8,464元","項，堪認本項 屬新增工項，又依被告所提出附件A 新增項目明細表（見本 院卷㈢第59頁），可見被告對於如附表一編號5 所示工項部 分同意以每公尺契約單價8,464元為結算，再就此部分工項 之合理單價亦經本院囑託行政院公共工程委員會為鑑定，鑑 定結果認此部分差異部分為單價分析表中新增租金單價，被 告改以每公尺契約單"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","8739","8,739元","應結算之單價未達成合意，被告所編列單價過低等語， 被告則就此部分辯稱系爭工程契約工項原為「臨時擋土樁設 施，鋼板樁，L ＝16m ，YSP Ⅳ」，每進行米單價為8,739元，由於施工缺失，廠商採用「臨時擋土樁設施，鋼板樁， L ＝16m ，YSP Ⅲ」施工，因此配合鋼板樁重量比例，預算 改為每米8,464元，原告請求單價高於原契約"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","8798","8,798元","張如附表一編號17至18所示工項屬新增工項，雙方對 於本工項應結算之單價未達成合意，被告所編列單價過低等 語，被告則就此部分辯稱如附表一編號17所示工項預算編列 8,798元（廠商投標為9,050元），主要差異乃施工費，由 於施工廠商自有人員調度，因此施工費可低於預算金額；如 附表一編號18所示工項預算編列1,912元（廠商投標為5"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","9050","9,050元","增工項，雙方對 於本工項應結算之單價未達成合意，被告所編列單價過低等 語，被告則就此部分辯稱如附表一編號17所示工項預算編列 8,798元（廠商投標為9,050元），主要差異乃施工費，由 於施工廠商自有人員調度，因此施工費可低於預算金額；如 附表一編號18所示工項預算編列1,912元（廠商投標為5,738元），主要差異乃"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","10159","10,159元","為給付工程款10,159元〔 計算式：（900元×108 個－88,344元）＋（1,500元×3 個－3,720元）＋（2,000元×1 個－1,477元）＝10,159元〕，為有理由。 ⒖如附表一編號28至30所示部分： 原告主張如附表一編號28至30所示工項屬新增工項，雙方對 於本工項應結算之單價未達成合意，被告所編列單"
"PCDV,106,建,92,20210113,1.json","PCDV,106,建,92,20210113,1","給付工程款","issue_acceptance_or_settlement","驗收、結算、估驗","11437","11,437元","工費確有經兩造約定可得扣除，是原 告就如附表一編號16所示工項部分，請求被告再為給付工程 款11,437元（計算式：220,000元×1 式－208,563元＝11,437元），為有理由。 ⒑如附表一編號17至18所示部分： 原告主張如附表一編號17至18所示工項屬新增工項，雙方對 於本工項應結算之單價未達成合意，被告所編列單"
