"file","jid","title","feature","definition","amount_value","amount_text","context"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_acceptance_or_settlement","驗收、結算、估驗","261495","261,495元","形，拆除後下方木作半成品（如木牆、衣 櫃、床頭板、書架），及全屋管路、管線半成品可堪使用之 剩餘價值，參考報價單，依完成百分比結算，經鑑定剩餘價 值為261,495元，細項為a.玄關與餐廳造型牆已完成（如相 片16、17），廚房滑軌推拉門未完成，此項鑑定剩餘價值為 （四.木作第14項）36,250×0.65＝23,563元；"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_additional_or_change_work","追加工程、變更設計","2500","2,500元","並無違約，係原告欲變更設計云云（見建卷第37、51 、163頁），委無可採。 ㈡次查，系爭契約書後附工程預算書第四、5項載明全區木作 平釘天花24坪、每坪2,500元共60,000元（見建卷第47頁） ，核與原告於被告施作完後發覺不符，而表示被告擅自做成 暗架輕鋼架天花板係屬違約等語，有108年3月15日LINE對話"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_additional_or_change_work","追加工程、變更設計","60000","60,000元","告欲變更設計云云（見建卷第37、51 、163頁），委無可採。 ㈡次查，系爭契約書後附工程預算書第四、5項載明全區木作 平釘天花24坪、每坪2,500元共60,000元（見建卷第47頁） ，核與原告於被告施作完後發覺不符，而表示被告擅自做成 暗架輕鋼架天花板係屬違約等語，有108年3月15日LINE對話 紀錄可憑（見"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","7625","7625元","（四.木作第14項）36,250×0.65＝23,563元；b.臥室A書桌 未完成（如相片18），此項鑑定剩餘價值（四.木作工程第15項）為15,250×0.5＝7625元；c.臥室A床頭上掀櫃未完成 （如相片21），此項鑑定剩餘價值（四.木作第16項）為23000×0.5＝11,500元；d.臥室A床頭吊櫃未完成（如相片18）"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","8960","8,960元","18項）為48,300×0.9＝43,470元；f.臥室A床架未完成（如相片21、22） ，此項鑑定剩餘價值為（四.木作工程第19項）11,200元×0 .8＝8,960元；g.主臥室隱藏門片牆已完成（如相片54）， 尚未油漆，此項鑑定剩餘價值（四.木作工程第20項）為36,750×0.8＝29,400元；h.主臥室床頭板已完成（如相片23"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","11200","11,200元","），此項鑑定剩餘價值（四.木作工程第18項）為48,300×0.9＝43,470元；f.臥室A床架未完成（如相片21、22） ，此項鑑定剩餘價值為（四.木作工程第19項）11,200元×0 .8＝8,960元；g.主臥室隱藏門片牆已完成（如相片54）， 尚未油漆，此項鑑定剩餘價值（四.木作工程第20項）為36,750×0.8＝29,400元；"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","11500","11,500元","剩餘價值（四.木作工程第15項）為15,250×0.5＝7625元；c.臥室A床頭上掀櫃未完成 （如相片21），此項鑑定剩餘價值（四.木作第16項）為23000×0.5＝11,500元；d.臥室A床頭吊櫃未完成（如相片18） ，此項鑑定剩餘價值（四.木作工程第17項）為28,000×0.6 ＝16,800元；e.臥室A衣櫃旋轉式更衣鏡未完成（"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","14400","14,400元","項）為36,750×0.8＝29,400元；h.主臥室床頭板已完成（如相片23） ，尚未油漆，此項鑑定剩餘價值（四.木作工程第21項）為 18,000×0.8＝14,400元；i.冷氣吊隱式室內機含配管配線 已完成，室外機及室內出風口未裝設（如相片26、27、31） 此項鑑定剩餘價值（二.冷氣工程合計）為119,700×0.65＝"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","16800","16,800元","木作第16項）為23000×0.5＝11,500元；d.臥室A床頭吊櫃未完成（如相片18） ，此項鑑定剩餘價值（四.木作工程第17項）為28,000×0.6 ＝16,800元；e.臥室A衣櫃旋轉式更衣鏡未完成（如相片19 、20），此項鑑定剩餘價值（四.木作工程第18項）為48,300×0.9＝43,470元；f.臥室A床架未完成（如相片21"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","18428","18,428元","防火門及配電箱 蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計8%監工費，被告僅得請求90,9"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","23563","23,563元","拆除後，因建物內玄關、餐廳 造型牆、主臥室隱藏門片牆、系爭A次臥室衣櫃等均失去支 撐，衣櫃門片亦變形，拆除後按完工比例經鑑定價值為261,495元，及經鑑定價值23,563元、包覆廚房防火門及配電箱 蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","27500","27,500元","關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計8%監工費，被告僅得請求90,909元工 程款（84,"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","27972","27,972元","部 錯位必須重新施工，造型牆，書桌，床頭吊櫃，床頭板等配 線可延用（如相片23、25）此項鑑定剩餘價值（三.水電工 程合計）為139,860×0.2＝27,972元；總計剩餘價值為261,495元（23,563＋7,625＋11,500＋16,800＋43,470＋8,960 ＋29,400＋14,400＋77,805＋27,972"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","29400","29,400元","）11,200元×0 .8＝8,960元；g.主臥室隱藏門片牆已完成（如相片54）， 尚未油漆，此項鑑定剩餘價值（四.木作工程第20項）為36,750×0.8＝29,400元；h.主臥室床頭板已完成（如相片23） ，尚未油漆，此項鑑定剩餘價值（四.木作工程第21項）為 18,000×0.8＝14,400元；i.冷氣吊隱式室內機含配管"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","34454","34,454元","63元、包覆廚房防火門及配電箱 蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計8%監工費，被告"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","35400","35,400元","蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計8%監工費，被告僅得請求90,909元工"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","37975","37,975元","須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計8%監工費，被告僅得請求90,909元工 程款（84,175元×1.0"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","43470","43,470元","28,000×0.6 ＝16,800元；e.臥室A衣櫃旋轉式更衣鏡未完成（如相片19 、20），此項鑑定剩餘價值（四.木作工程第18項）為48,300×0.9＝43,470元；f.臥室A床架未完成（如相片21、22） ，此項鑑定剩餘價值為（四.木作工程第19項）11,200元×0 .8＝8,960元；g.主臥室隱藏門片牆已完成（如相"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","77805","77,805元","元；i.冷氣吊隱式室內機含配管配線 已完成，室外機及室內出風口未裝設（如相片26、27、31） 此項鑑定剩餘價值（二.冷氣工程合計）為119,700×0.65＝ 77,805元；j.天花板拆除造成配線無法固定，電燈位置全部 錯位必須重新施工，造型牆，書桌，床頭吊櫃，床頭板等配 線可延用（如相片23、25）此項鑑定剩餘價值（三.水電工"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","84175","84,175元","僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計8%監工費，被告僅得請求90,909元工 程款（84,175元×1.08＝90,909元），故被告應返還逾收工"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","153757","153,757元","經鑑定價值23,563元、包覆廚房防火門及配電箱 蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（237,932元－153,757元＝84,175元），加計"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","237932","237,932元","變形，拆除後按完工比例經鑑定價值為261,495元，及經鑑定價值23,563元、包覆廚房防火門及配電箱 蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運費用153,757元（34,454元＋18,428元＋35,400元＋27,500元＋37,975元＝153,757元），剩餘84,175元（23"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_appraisal","鑑定金額或估價","261495","261,495元","㈢如附表編號1系爭房屋天花板拆除後，因建物內玄關、餐廳 造型牆、主臥室隱藏門片牆、系爭A次臥室衣櫃等均失去支 撐，衣櫃門片亦變形，拆除後按完工比例經鑑定價值為261,495元，及經鑑定價值23,563元、包覆廚房防火門及配電箱 蓋之玄關及餐廳造型牆，須一併拆除，拆除後剩餘工程價值 僅237,932元。扣除如附表所示經鑑定之修復、清運"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","10000","10,000元","00,000元。再者，因被告施作瑕疵，致原告與兒子2人須 繼續租屋在外，自原應施工完成108年3月15日起至109年12 月15日止，計21個月，以每月在外租屋10,000元租金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","23563","23,563元","應為135,238元（261,495元－34,454元－18,428元－35,400元－37,975元＝135,238元）。 ⒍原告雖主張須再扣除玄關及餐廳造型牆價值23,563元、廚房 防火門及配電箱蓋回復原狀費用27,500元云云（見建卷第287至288頁），然廚房防火門、配電箱蓋及包覆之木作裝潢部 分難認係屬瑕疵或被告違約之範圍，自"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","27500","27,500元","元－18,428元－35,400元－37,975元＝135,238元）。 ⒍原告雖主張須再扣除玄關及餐廳造型牆價值23,563元、廚房 防火門及配電箱蓋回復原狀費用27,500元云云（見建卷第287至288頁），然廚房防火門、配電箱蓋及包覆之木作裝潢部 分難認係屬瑕疵或被告違約之範圍，自不得再行扣除。 ㈧施作剩餘價值扣除回復原狀費用之金額1"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","100000","100,000元","時效與工程進度之約定，每逾1日應 給付總價千分之3逾期金，最高不得超過契約總價10%，因被 告施作逾期34日以上，此部分亦請求被告給付工程逾期違約 金100,000元。再者，因被告施作瑕疵，致原告與兒子2人須 繼續租屋在外，自原應施工完成108年3月15日起至109年12 月15日止，計21個月，以每月在外租屋10,000元"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","135238","135,238元","元云云（見建卷第287至288頁），然廚房防火門、配電箱蓋及包覆之木作裝潢部 分難認係屬瑕疵或被告違約之範圍，自不得再行扣除。 ㈧施作剩餘價值扣除回復原狀費用之金額135,238元，加計原 告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","146057","146,057元","係屬瑕疵或被告違約之範圍，自不得再行扣除。 ㈧施作剩餘價值扣除回復原狀費用之金額135,238元，加計原 告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款為515,943元（662,000元－146,057元＝515,943元），堪以認定。"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","210000","210,000元","繼續租屋在外，自原應施工完成108年3月15日起至109年12 月15日止，計21個月，以每月在外租屋10,000元租金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","571091","571,091元","金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾期違約金100,000元、租金賠償210,000元，合計 981,091元（571,091元＋100,000元＋100,000元＋"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","662000","662,000元","委任契約書（下稱系爭契約書），約定應於108年3月15 日交屋，原告乃於108年1月3日、24日匯款簽約金300,000元 、330,000元予被告，共付給被告662,000元。 ㈡詎原告於108年2月8日發現被告施作之天花板過低，經向被 告反應，被告於翌日即提議停工。原告又發現被告施作有如 附表所示瑕疵，於108年2月26日會"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_defect_or_repair","瑕疵、修補","981091","981,091元","第181條、第493條、第494條、第495條、第497 條、第502條、第503條、第213條規定及系爭契約約定，提 起本件訴訟等語。並聲明：㈠被告應給付原告981,091元， 及自起訴狀繕本送達翌日起至清償日止，按年息5%計算之利 息；㈡被告應自108年12月15日起至原告修繕完畢之日止， 按月給付原告10,000元；㈢"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","2500","2,500元","口頭，並非原擬定於系爭 契約書後附圖說記載之內容，另就木作材質部分之工程款亦 僅60,000元（工程預算書第四、5項載明全區木作平釘天花 24坪、每坪2,500元，見建卷第47頁），並因於108年2月起 後續討論如何修復問題而導致逾期，有對話紀錄可憑（見建 卷第76至77、79至83、117至122頁），被告並非於原告反"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","10000","10,000元","止，計21個月，以每月在外租屋10,000元租金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾期違約金100,000元、租金賠償210,000元，合計 981,091元（571"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","50000","50,000元","按工程款總額10%賠償共200,000元，誠屬過苛。本院審酌被 告違約情事、原告已付工程款金額、違約部分之金額、回復 原狀所需金額，認原告得請求之違約金以50,000元為適當， 逾此部分不應准許。 ㈩原告與兒子2人繼續租屋在外，自原應施工完成108年3月15 日起，以每月租金10,000元，向其胞妹楊彩雲承租透天厝2"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","60000","60,000元","付建設公司提供之消防灑水頭安裝於天花板 、安裝高度過低之部分，係因原告口頭，並非原擬定於系爭 契約書後附圖說記載之內容，另就木作材質部分之工程款亦 僅60,000元（工程預算書第四、5項載明全區木作平釘天花 24坪、每坪2,500元，見建卷第47頁），並因於108年2月起 後續討論如何修復問題而導致逾期，有對話紀錄可憑（見"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","100000","100,000元","71,091元）。 ㈣被告施作天花板之高度、材質，違反系爭契約書第3條第3項 約定，應給付原告依總承包工程款金額10%給付履約責任違 約金，此部分原告請求100,000元。又被告拖延施作違反系 爭契約書第4條有關契約時效與工程進度之約定，每逾1日應 給付總價千分之3逾期金，最高不得超過契約總價10%，因被 告施作逾期3"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","146057","146,057元","工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款為515,943元（662,000元－146,057元＝515,943元），堪以認定。 ㈨按當事人得約定債務人於債務不履行時，應支付違約金；違 約金，除當事人另有訂定外，視為因不履行而生損害之賠償 總額，其約"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","200000","200,000元","承包工程款金額10%給付履約責任 違約金、拖延施作違反系爭契約書第4條有關契約時效與工 程進度之約定，請求被告給付工程逾期違約金100,000元， 共200,000元等語（見審建卷第20頁、建卷第325頁）。惟被 告主要違約情事為天花板高度部分，而此部分及原告主張被 告未將原告所交付建設公司提供之消防灑水頭安裝於天花板"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","210000","210,000元","繼續租屋在外，自原應施工完成108年3月15日起至109年12 月15日止，計21個月，以每月在外租屋10,000元租金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","515943","515,943元","加計原 告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款為515,943元（662,000元－146,057元＝515,943元），堪以認定。 ㈨按當事人得約定債務人於債務不履行時，應支付違約金；違 約金，除當事人另有訂定外，視為因不履行"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","565943","565,943元","。原告自不得另請求被告賠 償房屋租金之損失，是其此部分請求無從准許。 七、綜上，原告得請求被告返還逾收之工程款515,943元、賠償 違約金50,000元，共565,943元，及自108年12月10日起至清 償日止（108年12月9日送達回證見審建卷第87頁），按年息 5%計算之利息，為有理由，應予准許。逾此部分之請求，為"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","571091","571,091元","金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾期違約金100,000元、租金賠償210,000元，合計 981,091元（571,091元＋100,000元＋100,000元＋"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","662000","662,000元","告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款為515,943元（662,000元－146,057元＝515,943元），堪以認定。 ㈨按當事人得約定債務人於債務不履行時，應支付違約金；違 約金，除當事人另有訂定外，視為因不履行而生損害之賠償"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","981091","981,091元","畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾期違約金100,000元、租金賠償210,000元，合計 981,091元（571,091元＋100,000元＋100,000元＋210,000元＝981,091元），被告並應按月賠償租金10,000元。為此 ，爰依民法第181條、第493條、"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_delay_or_penalty","逾期、遲延、違約金","1000000","100萬元","乙方應支付本契約總 價千分之三（不含加值營業稅）之逾期違約金予甲方。違約 金額最高不得超過契約總價百分之十」（見建卷第41、43頁 ），係各以總工程款100萬元加以計算10%之違約金。是原告 主張被告應給付原告依總承包工程款金額10%給付履約責任 違約金、拖延施作違反系爭契約書第4條有關契約時效與工 程進度之"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","2500","2,500元","口頭，並非原擬定於系爭 契約書後附圖說記載之內容，另就木作材質部分之工程款亦 僅60,000元（工程預算書第四、5項載明全區木作平釘天花 24坪、每坪2,500元，見建卷第47頁），並因於108年2月起 後續討論如何修復問題而導致逾期，有對話紀錄可憑（見建 卷第76至77、79至83、117至122頁），被告並非於原告反"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","10000","10,000元","止，計21個月，以每月在外租屋10,000元租金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾期違約金100,000元、租金賠償210,000元，合計 981,091元（571"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","50000","50,000元","按工程款總額10%賠償共200,000元，誠屬過苛。本院審酌被 告違約情事、原告已付工程款金額、違約部分之金額、回復 原狀所需金額，認原告得請求之違約金以50,000元為適當， 逾此部分不應准許。 ㈩原告與兒子2人繼續租屋在外，自原應施工完成108年3月15 日起，以每月租金10,000元，向其胞妹楊彩雲承租透天厝2"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","60000","60,000元","付建設公司提供之消防灑水頭安裝於天花板 、安裝高度過低之部分，係因原告口頭，並非原擬定於系爭 契約書後附圖說記載之內容，另就木作材質部分之工程款亦 僅60,000元（工程預算書第四、5項載明全區木作平釘天花 24坪、每坪2,500元，見建卷第47頁），並因於108年2月起 後續討論如何修復問題而導致逾期，有對話紀錄可憑（見"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","90909","90,909元","），加計8%監工費，被告僅得請求90,909元工 程款（84,175元×1.08＝90,909元），故被告應返還逾收工 程款571,091元（662,000元－90,909元＝571,091元）。 ㈣被告施作天花板之高度、材質，違反系爭契約書第3條第3項 約定，應給付原告依總承包工程款金額10%給付履約責任違 約金，此部分原告"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","100000","100,000元","71,091元）。 ㈣被告施作天花板之高度、材質，違反系爭契約書第3條第3項 約定，應給付原告依總承包工程款金額10%給付履約責任違 約金，此部分原告請求100,000元。又被告拖延施作違反系 爭契約書第4條有關契約時效與工程進度之約定，每逾1日應 給付總價千分之3逾期金，最高不得超過契約總價10%，因被 告施作逾期3"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","135238","135,238元","元云云（見建卷第287至288頁），然廚房防火門、配電箱蓋及包覆之木作裝潢部 分難認係屬瑕疵或被告違約之範圍，自不得再行扣除。 ㈧施作剩餘價值扣除回復原狀費用之金額135,238元，加計原 告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","146057","146,057元","係屬瑕疵或被告違約之範圍，自不得再行扣除。 ㈧施作剩餘價值扣除回復原狀費用之金額135,238元，加計原 告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款為515,943元（662,000元－146,057元＝515,943元），堪以認定。"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","200000","200,000元","承包工程款金額10%給付履約責任 違約金、拖延施作違反系爭契約書第4條有關契約時效與工 程進度之約定，請求被告給付工程逾期違約金100,000元， 共200,000元等語（見審建卷第20頁、建卷第325頁）。惟被 告主要違約情事為天花板高度部分，而此部分及原告主張被 告未將原告所交付建設公司提供之消防灑水頭安裝於天花板"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","210000","210,000元","繼續租屋在外，自原應施工完成108年3月15日起至109年12 月15日止，計21個月，以每月在外租屋10,000元租金計算， 此部分被告應賠償原告210,000元，及自108年12月15日起至 原告自行修繕完畢之日止，按月給付租金10,000元。 ㈤上開應返還逾收工程款571,091元、履約責任違約金100,000元、工程逾"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","515943","515,943元","加計原 告稱同意給付8%監工費等語（見建卷第288、325頁），共146,057元（135,238元×1.08＝146,057元），故被告應返還 逾收之工程款為515,943元（662,000元－146,057元＝515,943元），堪以認定。 ㈨按當事人得約定債務人於債務不履行時，應支付違約金；違 約金，除當事人另有訂定外，視為因不履行"
"CTDV,109,建,7,20210118,1.json","CTDV,109,建,7,20210118,1","返還承攬費用等","issue_payment","工程款、承攬報酬爭議","565943","565,943元","。原告自不得另請求被告賠 償房屋租金之損失，是其此部分請求無從准許。 七、綜上，原告得請求被告返還逾收之工程款515,943元、賠償 違約金50,000元，共565,943元，及自108年12月10日起至清 償日止（108年12月9日送達回證見審建卷第87頁），按年息 5%計算之利息，為有理由，應予准許。逾此部分之請求，為"
